261,2 343,3 422,1 542,1 153,2 409,3 0,0 1,1
261,2 422,1 409,3 448,1 411,3 418,2 0,0 1,1
441,2 428,2 426,3 344,2 0,0 0,0 0,0 1,1
156,2 409,3 150,2 411,3 351,1 0,0 0,0 1,1
261,2 343,3 455,2 420,1 415,2 0,0 0,0 1,1
261,2 343,3 422,1 455,2 420,1 344,2 0,0 1,1
441,2 343,3 411,1 344,1 0,0 0,0 0,0 1,1
261,2 343,3 411,3 351,2 414,1 0,0 0,0 1,1
261,1 343,1 542,1 455,1 409,1 422,1 420,1 1,1
551,2 320,1 0,0 0,0 0,0 0,0 0,0 1,1
551,1 422,1 320,1 0,0 0,0 0,0 0,0 1,1
156,1 413,1 542,1 409,1 0,0 0,0 0,0 1,1
441,1 343,1 542,1 0,0 0,0 0,0 0,0 1,1
156,1 409,1 426,1 150,1 414,1 411,1 0,0 1,1
156,1 422,1 455,1 150,1 411,1 414,1 0,0 1,1
551,2 343,2 414,1 351,2 0,0 0,0 0,0 1,1
261,1 343,1 411,1 344,1 409,1 0,0 0,0 1,1
156,1 409,1 426,1 149,1 415,1 414,1 0,0 1,1
551,2 460,1 0,0 0,0 0,0 0,0 0,0 2,2
156,2 409,3 426,3 455,2 411,3 351,2 0,0 1,1
156,2 460,1 448,1 0,0 0,0 0,0 0,0 1,1
551,2 343,3 448,1 426,3 422,1 409,3 0,0 1,1
441,2 343,3 420,1 351,2 414,2 0,0 0,0 1,1
261,2 409,3 455,2 420,2 418,2 414,2 422,1 1,1
441,1 412,1 413,1 0,0 0,0 0,0 0,0 3,3
261,1 542,1 460,1 0,0 0,0 0,0 0,0 1,1
441,2 412,3 151,2 0,0 0,0 0,0 0,0 1,1
441,2 409,3 343,3 427,1 344,2 422,1 0,0 1,1
156,1 409,1 426,1 420,1 415,1 414,1 0,0 1,1
156,2 409,3 426,3 414,2 150,1 411,3 0,0 1,1
156,1 343,1 411,1 344,1 409,1 422,1 0,0 1,1
441,1 544,1 0,0 0,0 0,0 0,0 0,0 1,1
441,2 542,1 544,3 0,0 0,0 0,0 0,0 1,1
261,2 422,1 409,3 420,2 153,2 237,2 277,1 1,1
156,1 409,1 414,1 415,1 411,1 0,0 0,0 1,1
156,2 460,1 462,1 426,3 0,0 0,0 0,0 1,1
441,2 413,2 422,1 414,1 426,1 0,0 0,0 1,1
441,2 409,3 343,3 414,1 149,1 427,2 0,0 1,1
