224,1 384,1 348,1 339,1 242,1 520,1 390,1 1,1
442,1 348,2 450,1 339,1 393,1 474,1 433,1 1,1
224,1 348,1 388,1 339,1 520,1 350,1 385,1 2,2
552,1 348,1 450,1 339,1 350,1 457,1 543,1 1,1
552,1 348,1 450,1 433,1 329,1 435,1 372,1 1,1
442,1 376,1 450,1 379,1 371,3 430,1 372,2 1,1
442,1 413,1 345,2 508,1 417,1 419,1 423,1 1,1
224,1 348,1 425,1 345,1 417,1 344,1 152,1 1,1
442,1 436,1 365,1 433,1 542,1 360,2 445,1 2,2
224,2 348,2 425,1 402,2 424,1 350,2 333,1 1,1
224,2 348,2 533,3 345,1 350,2 415,1 417,2 1,1
291,1 342,1 294,1 478,1 433,1 491,1 445,1 1,1
224,1 348,1 339,1 433,1 385,1 177,1 210,1 1,1
554,1 348,2 450,1 391,1 448,1 242,1 520,2 1,1
552,1 521,1 339,1 543,1 519,1 520,1 544,1 1,1
224,2 348,2 450,1 339,1 433,1 385,3 350,2 1,1
442,1 492,1 271,1 188,1 433,1 186,1 469,1 1,1
442,1 492,1 339,1 433,1 474,1 390,1 491,1 1,1
224,1 348,1 345,1 531,1 415,1 417,1 152,1 1,1
442,1 432,1 450,1 365,1 445,1 433,1 360,2 2,2
442,1 348,2 450,1 365,1 357,3 445,1 433,1 1,1
442,1 348,2 450,1 339,1 390,1 393,1 433,1 1,1
442,1 348,2 450,1 339,1 390,1 385,3 391,1 1,1
552,1 533,1 542,1 543,1 544,1 319,1 532,1 1,1
291,1 334,3 226,3 242,3 286,1 545,1 541,2 1,1
552,2 348,1 533,3 508,1 531,2 545,1 419,1 1,1
552,1 348,1 533,1 531,1 345,1 417,1 419,1 1,1
224,1 533,1 348,1 531,1 345,1 415,1 417,1 22,27
224,1 348,1 419,1 417,1 345,1 152,1 415,1 7,9
224,1 533,1 529,1 532,1 415,1 531,1 417,1 3,4
224,1 348,1 151,1 345,1 415,1 417,1 152,1 13,18
224,1 348,1 425,1 345,1 192,1 152,1 417,1 2,3
224,1 348,1 342,1 425,1 341,1 360,1 350,1 5,9
224,1 348,1 342,1 525,1 425,1 350,1 190,1 2,4
224,1 348,1 425,1 333,1 401,1 402,1 161,1 3,6
224,1 348,1 453,1 360,1 423,1 425,1 350,1 1,2
224,1 348,1 425,1 345,1 350,1 152,1 417,1 1,2
224,1 348,1 533,1 417,1 350,1 345,1 152,1 1,2
224,1 348,1 538,1 425,1 333,1 350,1 543,1 7,15
224,1 348,1 425,1 192,1 385,1 171,1 338,1 3,7
224,1 348,1 538,1 350,1 425,1 333,1 543,1 2,7
552,1 533,1 343,1 543,1 542,1 345,1 409,1 1,4
224,1 348,1 151,1 423,1 415,1 417,1 152,1 1,5
224,1 184,1 0,0 0,0 0,0 0,0 0,0 1,6
224,1 348,1 388,1 339,1 350,1 520,1 385,1 0,1
552,2 533,2 343,1 543,3 542,1 345,1 409,1 0,3
224,1 348,1 425,1 192,1 385,1 350,1 338,1 0,1
224,1 533,1 348,1 345,1 417,1 415,1 531,1 0,1
224,1 348,1 388,1 350,1 339,1 385,1 521,1 0,1
224,1 348,1 533,1 350,1 349,1 417,1 152,1 0,1
224,1 348,1 151,1 423,1 152,1 415,1 417,1 0,1
224,1 413,1 151,1 423,1 415,1 152,1 417,1 0,1
552,2 348,1 299,1 425,1 536,1 333,1 480,1 0,1
224,1 348,1 192,1 333,1 350,1 163,1 161,1 0,1
224,1 348,1 425,1 350,1 357,1 360,1 423,1 0,1
442,1 348,2 450,1 435,1 333,2 406,1 403,2 0,1
442,1 348,2 450,1 339,1 433,1 391,1 390,1 0,1
552,1 348,1 345,1 350,1 417,1 419,1 423,1 0,1
224,1 348,1 533,1 350,1 425,1 417,1 152,1 0,1
224,1 531,1 533,1 345,1 348,1 415,1 417,1 0,1
