437,1 381,1 542,1 339,1 0,0 0,0 0,0 1,1
178,1 339,1 394,1 381,1 389,1 0,0 0,0 1,1
178,1 339,1 0,0 0,0 0,0 0,0 0,0 1,1
178,2 339,1 389,2 381,3 0,0 0,0 0,0 1,1
178,1 426,1 339,1 389,1 0,0 0,0 0,0 1,1
437,2 174,1 389,1 381,3 0,0 0,0 0,0 1,1
178,2 339,1 426,3 389,2 0,0 0,0 0,0 1,1
437,2 428,2 542,2 389,2 381,3 394,1 0,0 1,1
437,1 339,1 387,1 0,0 0,0 0,0 0,0 1,1
437,2 383,3 542,1 517,1 387,2 0,0 0,0 3,3
437,1 381,1 392,1 390,1 0,0 0,0 0,0 1,1
178,1 339,1 389,1 394,1 169,1 0,0 0,0 1,1
437,2 339,1 542,1 426,3 0,0 0,0 0,0 5,6
437,2 339,1 389,2 394,1 0,0 0,0 0,0 7,9
437,2 394,1 381,3 339,1 542,2 0,0 0,0 7,9
178,1 339,1 169,1 389,1 0,0 0,0 0,0 53,69
437,2 394,1 339,1 389,2 0,0 0,0 0,0 6,8
437,2 339,1 389,1 394,1 0,0 0,0 0,0 2,3
437,1 339,1 542,1 426,1 0,0 0,0 0,0 10,15
437,2 428,2 382,3 389,2 0,0 0,0 0,0 2,3
547,1 339,1 0,0 0,0 0,0 0,0 0,0 2,3
178,1 339,1 389,1 426,1 0,0 0,0 0,0 127,193
178,1 169,1 339,1 389,1 0,0 0,0 0,0 30,46
178,1 339,1 389,1 381,1 394,1 0,0 0,0 11,17
178,1 339,1 389,1 169,1 0,0 0,0 0,0 50,79
437,2 339,1 389,2 0,0 0,0 0,0 0,0 36,60
178,1 339,1 389,1 381,1 0,0 0,0 0,0 61,104
437,1 339,1 542,1 381,1 0,0 0,0 0,0 19,33
178,1 339,1 381,1 389,1 0,0 0,0 0,0 8,14
178,1 390,1 389,1 0,0 0,0 0,0 0,0 20,38
437,1 339,1 389,1 0,0 0,0 0,0 0,0 119,227
178,1 339,1 394,1 389,1 381,1 0,0 0,0 22,44
437,1 381,1 339,1 351,1 0,0 0,0 0,0 2,4
178,2 339,1 389,2 169,3 0,0 0,0 0,0 1,2
178,2 339,1 389,2 169,1 0,0 0,0 0,0 1,2
437,1 388,1 389,1 394,1 0,0 0,0 0,0 1,2
437,2 388,2 389,2 0,0 0,0 0,0 0,0 1,2
437,2 339,1 542,2 426,3 0,0 0,0 0,0 1,2
437,2 339,1 389,1 0,0 0,0 0,0 0,0 3,7
437,1 383,1 542,1 517,1 387,1 0,0 0,0 10,24
437,1 174,1 389,1 381,1 0,0 0,0 0,0 13,32
178,1 339,1 389,1 0,0 0,0 0,0 0,0 4,11
437,1 388,1 389,1 0,0 0,0 0,0 0,0 17,47
437,1 383,1 390,1 0,0 0,0 0,0 0,0 1,3
437,1 339,1 452,1 0,0 0,0 0,0 0,0 1,3
437,1 542,1 339,1 381,1 0,0 0,0 0,0 1,3
547,1 520,1 542,1 0,0 0,0 0,0 0,0 1,3
547,1 544,1 0,0 0,0 0,0 0,0 0,0 1,3
178,1 388,1 389,1 426,1 0,0 0,0 0,0 5,16
178,1 388,1 389,1 169,1 0,0 0,0 0,0 25,96
437,2 383,3 542,2 517,1 387,2 0,0 0,0 1,4
437,1 174,1 381,1 389,1 0,0 0,0 0,0 1,4
437,1 383,1 542,1 519,1 0,0 0,0 0,0 1,5
437,1 381,1 339,1 387,1 0,0 0,0 0,0 1,7
437,1 339,1 389,1 394,1 0,0 0,0 0,0 1,7
437,1 174,1 426,1 389,1 0,0 0,0 0,0 2,16
178,1 174,1 172,1 389,1 0,0 0,0 0,0 1,13
437,2 339,1 394,1 389,1 0,0 0,0 0,0 0,1
437,1 381,1 337,1 387,1 338,1 0,0 0,0 0,1
437,1 190,1 382,1 0,0 0,0 0,0 0,0 0,1
437,1 381,1 387,1 389,1 386,1 0,0 0,0 0,2
437,1 428,1 381,1 385,1 426,1 0,0 0,0 0,2
437,1 388,1 452,1 0,0 0,0 0,0 0,0 0,1
437,2 394,1 426,1 443,1 392,1 386,2 0,0 0,1
178,1 174,1 389,1 172,1 0,0 0,0 0,0 0,1
437,1 428,1 542,1 389,1 381,1 0,0 0,0 0,1
437,1 521,1 172,1 0,0 0,0 0,0 0,0 0,3
437,2 443,1 251,1 452,1 394,1 0,0 0,0 0,1
437,1 383,1 385,1 351,1 0,0 0,0 0,0 0,1
437,1 521,1 427,1 0,0 0,0 0,0 0,0 0,1
437,2 381,3 383,3 339,1 0,0 0,0 0,0 0,3
178,1 174,1 168,1 169,1 0,0 0,0 0,0 0,1
437,1 339,1 387,1 381,1 0,0 0,0 0,0 0,1
437,2 383,3 381,3 392,1 385,3 0,0 0,0 0,1
437,2 388,1 389,1 0,0 0,0 0,0 0,0 0,2
437,2 394,1 426,3 443,1 392,1 386,2 0,0 0,1
178,2 339,1 389,2 426,3 0,0 0,0 0,0 0,1
437,2 388,1 389,1 394,1 0,0 0,0 0,0 0,1
437,1 339,1 172,1 392,1 0,0 0,0 0,0 0,1
178,1 388,1 389,1 381,1 0,0 0,0 0,0 0,2
437,2 394,1 251,1 339,1 172,1 0,0 0,0 0,1
437,1 174,1 389,1 426,1 0,0 0,0 0,0 0,2
437,1 381,1 428,1 169,1 541,1 427,1 0,0 0,2
437,1 383,1 542,1 517,1 172,1 426,1 0,0 0,1
437,2 174,1 169,1 389,1 0,0 0,0 0,0 0,1
437,1 174,1 169,1 389,1 0,0 0,0 0,0 0,6
437,2 174,1 381,1 389,1 0,0 0,0 0,0 0,1
437,2 174,1 389,2 381,3 0,0 0,0 0,0 0,1
437,2 339,1 0,0 0,0 0,0 0,0 0,0 0,1
437,1 349,1 385,1 0,0 0,0 0,0 0,0 0,1
437,1 428,1 544,1 381,1 426,1 0,0 0,0 0,1
437,1 521,1 169,1 426,1 0,0 0,0 0,0 0,2
437,2 474,1 169,1 0,0 0,0 0,0 0,0 0,1
178,1 381,1 339,1 389,1 0,0 0,0 0,0 0,1
547,2 520,3 542,2 0,0 0,0 0,0 0,0 0,1
437,1 426,1 542,1 339,1 0,0 0,0 0,0 0,1
547,2 520,3 542,1 0,0 0,0 0,0 0,0 0,1
437,2 544,1 389,1 427,1 394,1 0,0 0,0 0,1
437,2 388,2 389,1 394,1 0,0 0,0 0,0 0,1
437,2 388,2 389,2 394,1 0,0 0,0 0,0 0,1
178,2 339,1 389,1 426,3 0,0 0,0 0,0 0,1
437,2 388,2 389,1 0,0 0,0 0,0 0,0 0,1
507,1 383,3 459,2 392,2 427,2 394,1 0,0 0,1
507,1 383,3 459,1 392,2 427,2 394,1 0,0 0,1
437,1 542,1 390,1 0,0 0,0 0,0 0,0 0,1
178,1 349,1 351,1 429,1 394,1 0,0 0,0 0,1
437,1 170,1 381,1 191,1 193,1 0,0 0,0 0,1
437,1 425,1 426,1 196,1 0,0 0,0 0,0 0,1
437,1 190,1 428,1 0,0 0,0 0,0 0,0 0,1
437,1 425,1 387,1 427,1 0,0 0,0 0,0 0,1
437,1 190,1 170,1 0,0 0,0 0,0 0,0 0,1
