440,2 398,3 395,2 351,2 401,1 0,0 0,0 2,2
440,1 395,1 248,1 448,1 351,1 237,1 0,0 1,1
440,2 398,2 395,3 351,1 401,1 0,0 0,0 3,3
440,2 428,1 395,1 401,1 426,1 0,0 0,0 1,1
440,2 426,3 427,1 158,1 401,1 0,0 0,0 1,1
440,2 395,3 351,2 248,1 158,1 398,3 0,0 2,2
440,2 426,3 428,1 395,3 401,1 0,0 0,0 1,1
440,2 408,1 395,3 248,3 158,1 351,2 427,1 2,2
440,2 426,3 398,3 401,2 351,2 0,0 0,0 1,1
440,2 408,1 395,1 248,1 158,1 351,1 427,1 1,1
440,2 395,3 398,3 351,2 401,2 0,0 0,0 2,2
440,2 395,3 408,1 248,2 273,1 351,1 331,3 1,1
440,2 395,3 351,2 248,1 401,2 0,0 0,0 2,2
440,2 395,3 398,3 248,1 158,1 351,2 0,0 1,1
440,2 408,1 395,1 248,3 158,1 351,2 427,1 1,1
440,2 398,2 395,3 351,2 401,2 0,0 0,0 2,2
440,2 398,3 395,3 351,1 401,2 0,0 0,0 6,6
440,2 426,3 428,2 395,3 401,1 0,0 0,0 2,2
440,2 408,1 395,3 248,1 401,2 351,2 0,0 1,1
440,2 395,3 160,1 158,1 401,2 0,0 0,0 1,1
440,2 395,1 426,3 401,1 351,2 0,0 0,0 1,1
440,2 398,2 395,2 351,1 401,1 0,0 0,0 3,3
440,2 395,3 426,3 401,2 351,2 408,1 0,0 1,1
440,2 398,3 395,3 351,2 401,2 408,1 0,0 1,1
440,2 398,1 395,1 351,1 401,1 0,0 0,0 2,2
440,2 398,3 395,3 401,2 351,2 408,1 0,0 2,2
440,2 395,3 351,2 248,2 158,1 398,3 0,0 1,1
440,1 395,1 160,1 158,1 401,1 0,0 0,0 2,2
440,2 426,3 351,2 248,1 401,2 0,0 0,0 1,1
440,2 395,3 426,3 248,1 158,1 541,1 0,0 1,1
440,2 426,3 398,3 158,1 401,2 0,0 0,0 1,1
440,2 395,3 426,2 401,2 351,2 408,1 0,0 1,1
550,2 395,3 542,1 304,1 0,0 0,0 0,0 1,1
440,2 395,3 426,2 401,2 351,2 0,0 0,0 1,1
440,2 408,1 395,3 426,3 401,2 351,2 0,0 1,1
440,2 398,1 395,2 351,2 401,2 0,0 0,0 1,1
440,2 408,1 395,1 248,3 158,1 351,1 427,1 1,1
550,1 544,1 302,1 0,0 0,0 0,0 0,0 1,1
440,2 426,3 398,3 351,2 401,2 408,1 0,0 1,1
440,2 408,1 395,3 248,2 158,1 351,1 427,1 2,2
440,2 395,1 158,1 401,2 160,1 0,0 0,0 1,1
440,2 395,3 162,2 351,2 0,0 0,0 0,0 1,1
440,2 395,3 408,1 158,1 401,2 248,1 0,0 1,1
440,2 426,3 398,3 158,3 401,2 0,0 0,0 1,1
440,1 395,1 426,1 351,1 401,1 0,0 0,0 1,1
440,2 408,1 395,2 248,2 158,1 351,1 427,1 2,2
440,2 398,1 426,1 248,1 158,1 351,1 0,0 1,1
440,2 395,3 248,3 158,1 351,2 427,2 0,0 2,2
440,2 395,3 408,1 248,1 158,1 351,2 160,1 1,1
440,2 395,2 426,1 401,2 351,2 408,1 0,0 1,1
440,2 408,1 398,3 426,3 248,1 158,1 351,2 1,1
440,2 395,2 426,3 401,1 351,2 0,0 0,0 1,1
440,2 395,3 401,2 351,2 398,1 0,0 0,0 1,1
440,2 399,3 408,1 158,1 351,2 395,3 0,0 1,1
440,1 408,1 395,1 158,1 401,1 160,1 0,0 1,1
440,2 408,1 395,3 248,2 158,1 351,2 427,2 1,1
167,1 349,1 454,1 0,0 0,0 0,0 0,0 2,2
440,1 405,1 401,1 408,1 0,0 0,0 0,0 1,1
440,2 408,1 395,2 248,2 158,1 351,1 427,2 1,1
440,2 408,1 395,2 248,2 158,3 351,1 427,1 1,1
440,1 395,1 426,1 401,1 351,1 408,1 0,0 1,1
440,2 398,3 395,2 351,1 401,2 0,0 0,0 1,1
440,2 399,3 401,2 395,3 426,1 0,0 0,0 1,1
440,2 428,1 426,1 395,3 401,2 0,0 0,0 1,1
440,2 395,3 426,1 401,2 351,2 0,0 0,0 1,1
440,2 395,3 408,1 401,2 351,2 427,1 0,0 2,2
440,2 399,3 395,1 351,2 396,3 0,0 0,0 1,1
440,2 408,1 395,2 248,3 158,1 351,2 427,1 1,1
440,2 398,3 395,2 351,2 401,2 0,0 0,0 1,1
440,2 398,3 395,3 351,2 401,2 0,0 0,0 10,11
440,2 408,1 395,3 248,1 158,1 351,2 427,1 13,15
440,1 426,1 398,1 351,1 401,1 0,0 0,0 9,11
440,1 408,1 395,1 248,1 158,1 351,1 427,1 17,22
440,2 395,3 162,1 351,2 0,0 0,0 0,0 3,4
440,2 405,1 408,1 401,1 0,0 0,0 0,0 3,4
440,2 398,3 395,3 351,1 401,1 0,0 0,0 3,4
440,2 395,3 426,3 401,2 351,2 0,0 0,0 3,4
440,2 398,1 395,3 351,2 401,2 0,0 0,0 3,4
440,2 398,2 426,1 248,3 158,1 351,1 0,0 2,3
440,2 398,1 395,3 351,1 401,1 0,0 0,0 2,3
440,2 399,3 395,2 351,2 396,3 0,0 0,0 4,6
440,1 160,1 395,1 401,1 158,1 0,0 0,0 2,3
440,2 426,3 398,3 351,2 401,2 0,0 0,0 2,3
440,2 408,1 395,3 248,3 158,1 351,1 427,1 2,3
440,2 398,2 395,2 351,2 401,1 0,0 0,0 10,16
440,1 398,1 426,1 248,1 158,1 351,1 0,0 13,21
167,1 454,1 0,0 0,0 0,0 0,0 0,0 3,5
440,2 398,3 395,2 351,1 401,1 0,0 0,0 3,5
440,2 398,3 426,2 351,1 401,2 0,0 0,0 3,5
167,1 399,1 194,1 158,1 395,1 0,0 0,0 4,7
440,2 398,1 395,3 351,2 401,1 0,0 0,0 4,7
440,2 399,3 395,3 351,2 396,3 0,0 0,0 2,4
440,2 395,2 426,3 401,2 351,2 0,0 0,0 1,2
440,2 426,1 428,1 395,1 401,1 0,0 0,0 5,10
440,2 405,1 408,1 401,2 0,0 0,0 0,0 1,2
440,2 398,2 395,1 351,2 401,1 0,0 0,0 1,2
550,1 544,1 351,1 0,0 0,0 0,0 0,0 1,2
440,1 157,1 158,1 401,1 0,0 0,0 0,0 1,2
440,1 426,1 427,1 158,1 401,1 0,0 0,0 1,2
440,1 395,1 401,1 160,1 158,1 0,0 0,0 2,4
440,1 428,1 397,1 427,1 0,0 0,0 0,0 1,2
440,1 428,1 395,1 426,1 158,1 398,1 0,0 1,2
440,2 398,2 395,2 351,2 401,2 0,0 0,0 1,2
