261,2 422,1 455,2 420,2 414,2 411,3 0,0 1,1
156,1 428,1 414,1 411,1 0,0 0,0 0,0 2,2
261,2 343,3 422,1 420,1 153,2 277,1 0,0 1,1
441,2 343,2 344,2 427,1 0,0 0,0 0,0 1,1
156,2 409,1 151,1 455,1 0,0 0,0 0,0 1,1
441,2 413,3 426,3 409,3 422,1 0,0 0,0 1,1
156,2 542,1 413,2 0,0 0,0 0,0 0,0 1,1
441,2 343,3 414,1 344,2 422,1 0,0 0,0 1,1
156,2 343,3 351,2 344,2 0,0 0,0 0,0 1,1
441,2 343,3 414,1 344,1 0,0 0,0 0,0 1,1
441,2 428,2 351,2 426,3 0,0 0,0 0,0 1,1
551,1 318,1 0,0 0,0 0,0 0,0 0,0 2,2
156,1 422,1 412,1 426,1 411,1 420,1 0,0 1,1
261,2 422,1 426,2 409,3 455,2 411,3 414,2 1,1
441,2 343,3 422,1 344,2 414,1 0,0 0,0 1,1
261,1 409,1 426,1 420,1 411,1 414,1 0,0 17,21
441,2 343,3 344,2 414,1 0,0 0,0 0,0 3,4
441,1 343,1 344,1 149,1 0,0 0,0 0,0 9,12
156,1 409,1 412,1 411,1 414,1 0,0 0,0 3,4
441,2 343,3 414,2 344,1 0,0 0,0 0,0 3,4
156,1 409,1 343,1 414,1 344,1 0,0 0,0 3,5
441,2 343,3 344,2 427,1 0,0 0,0 0,0 4,7
551,2 544,2 0,0 0,0 0,0 0,0 0,0 1,2
441,2 428,2 344,2 0,0 0,0 0,0 0,0 4,8
156,1 409,1 426,1 455,1 414,1 411,1 0,0 1,2
156,2 343,3 409,3 411,3 351,2 0,0 0,0 1,2
441,2 343,2 427,2 344,2 0,0 0,0 0,0 1,2
156,2 542,2 413,2 0,0 0,0 0,0 0,0 1,2
156,1 426,1 409,1 455,1 411,1 414,1 0,0 3,6
156,1 412,1 409,1 411,1 414,1 0,0 0,0 2,4
156,1 343,1 351,1 409,1 411,1 0,0 0,0 3,6
156,1 413,1 424,1 0,0 0,0 0,0 0,0 63,128
156,1 542,1 413,1 0,0 0,0 0,0 0,0 70,147
551,1 544,1 0,0 0,0 0,0 0,0 0,0 7,16
441,2 343,3 344,2 427,2 0,0 0,0 0,0 3,7
156,1 409,1 151,1 414,1 0,0 0,0 0,0 2,5
156,1 343,1 409,1 414,1 411,1 426,1 0,0 2,5
156,1 343,1 426,1 409,1 411,1 414,1 0,0 8,20
441,2 343,3 427,2 344,2 0,0 0,0 0,0 2,5
441,2 343,3 414,1 344,2 0,0 0,0 0,0 3,8
156,2 413,3 424,3 0,0 0,0 0,0 0,0 1,3
156,1 424,1 413,1 0,0 0,0 0,0 0,0 1,3
441,1 343,1 414,1 344,1 0,0 0,0 0,0 1,3
156,1 343,1 409,1 411,1 351,1 0,0 0,0 1,3
156,1 343,1 344,1 409,1 414,1 0,0 0,0 1,3
551,1 413,1 0,0 0,0 0,0 0,0 0,0 4,15
551,1 542,1 0,0 0,0 0,0 0,0 0,0 1,4
441,2 343,3 344,2 414,2 0,0 0,0 0,0 3,14
551,1 542,1 409,1 343,1 0,0 0,0 0,0 1,5
441,1 425,1 409,1 0,0 0,0 0,0 0,0 1,5
441,2 343,3 414,2 344,2 0,0 0,0 0,0 6,37
551,1 409,1 0,0 0,0 0,0 0,0 0,0 1,8
551,1 409,1 344,1 0,0 0,0 0,0 0,0 2,19
156,1 412,1 426,1 411,1 414,1 0,0 0,0 0,1
551,2 409,1 344,1 0,0 0,0 0,0 0,0 0,2
156,1 533,1 0,0 0,0 0,0 0,0 0,0 0,3
441,1 152,1 0,0 0,0 0,0 0,0 0,0 0,9
156,2 413,2 424,1 0,0 0,0 0,0 0,0 0,1
156,1 413,1 414,1 426,1 0,0 0,0 0,0 0,1
441,2 343,3 344,2 422,1 427,2 0,0 0,0 0,1
441,2 455,2 409,3 411,3 343,3 0,0 0,0 0,1
156,1 349,1 351,1 0,0 0,0 0,0 0,0 0,2
261,2 343,3 420,2 153,2 277,1 422,1 0,0 0,1
441,2 343,3 417,1 0,0 0,0 0,0 0,0 0,1
441,1 428,1 409,1 411,1 0,0 0,0 0,0 0,1
441,1 532,1 409,1 0,0 0,0 0,0 0,0 0,1
156,1 428,1 542,1 414,1 0,0 0,0 0,0 0,1
441,1 532,1 426,1 0,0 0,0 0,0 0,0 0,3
156,1 413,1 414,1 409,1 0,0 0,0 0,0 0,3
441,1 409,1 414,1 195,1 0,0 0,0 0,0 0,1
441,1 190,1 0,0 0,0 0,0 0,0 0,0 0,3
441,1 409,1 414,1 416,1 0,0 0,0 0,0 0,1
551,1 343,1 0,0 0,0 0,0 0,0 0,0 0,1
156,1 343,1 411,1 414,1 422,1 409,1 426,1 0,1
156,2 413,2 424,3 0,0 0,0 0,0 0,0 0,1
441,2 343,1 414,1 344,1 0,0 0,0 0,0 0,2
441,2 343,3 427,1 344,2 0,0 0,0 0,0 0,8
441,2 343,1 344,2 427,1 0,0 0,0 0,0 0,2
551,1 530,1 409,1 0,0 0,0 0,0 0,0 0,1
156,1 343,1 422,1 344,1 411,1 0,0 0,0 0,1
441,2 428,2 426,3 448,1 0,0 0,0 0,0 0,1
156,1 409,1 414,1 151,1 0,0 0,0 0,0 0,2
441,2 409,3 412,3 414,2 343,3 0,0 0,0 0,1
441,2 343,1 427,1 344,2 0,0 0,0 0,0 0,1
441,2 455,2 409,3 412,3 414,1 0,0 0,0 0,1
156,1 422,1 412,1 410,1 420,1 0,0 0,0 0,1
156,1 413,1 411,1 0,0 0,0 0,0 0,0 0,1
156,1 422,1 409,1 151,1 414,1 0,0 0,0 0,1
551,1 541,1 0,0 0,0 0,0 0,0 0,0 0,1
441,2 343,2 414,2 344,2 0,0 0,0 0,0 0,1
441,1 413,1 427,1 0,0 0,0 0,0 0,0 0,1
156,1 344,1 414,1 411,1 0,0 0,0 0,0 0,1
441,2 413,1 414,1 0,0 0,0 0,0 0,0 0,1
441,2 409,3 414,2 411,3 343,3 0,0 0,0 0,1
441,2 455,2 409,3 412,2 414,2 0,0 0,0 0,1
551,2 544,1 0,0 0,0 0,0 0,0 0,0 0,3
156,1 414,1 151,1 409,1 0,0 0,0 0,0 0,1
156,1 343,1 345,1 0,0 0,0 0,0 0,0 0,1
551,2 409,1 0,0 0,0 0,0 0,0 0,0 0,1
156,1 409,1 150,1 414,1 411,1 0,0 0,0 0,1
441,2 455,2 409,3 412,3 414,2 0,0 0,0 0,1
156,1 343,1 411,1 414,1 420,1 0,0 0,0 0,1
156,2 413,3 424,1 0,0 0,0 0,0 0,0 0,1
551,2 413,1 0,0 0,0 0,0 0,0 0,0 0,4
156,1 343,1 411,1 415,1 0,0 0,0 0,0 0,1
156,1 542,1 151,1 0,0 0,0 0,0 0,0 0,3
441,2 343,3 344,2 414,2 422,1 0,0 0,0 0,1
441,1 544,1 0,0 0,0 0,0 0,0 0,0 0,6
261,1 533,1 0,0 0,0 0,0 0,0 0,0 0,1
