224,2 339,1 381,3 387,1 338,2 424,3 351,2 1,1
442,1 348,2 347,2 345,1 346,2 344,1 0,0 1,1
224,1 542,1 184,1 371,1 424,1 346,1 514,1 1,1
442,1 436,1 412,3 346,2 415,2 345,1 344,2 2,2
224,2 514,3 184,2 371,3 424,3 513,2 546,1 1,1
442,1 348,2 409,3 414,1 344,2 415,1 417,2 1,1
442,1 348,2 409,2 414,2 344,2 415,1 417,2 1,1
262,1 492,1 424,1 256,1 0,0 0,0 0,0 1,1
442,1 348,1 409,3 414,2 344,2 415,2 417,2 1,1
442,1 348,1 409,1 414,1 344,1 415,1 417,1 1,1
224,1 542,1 184,1 371,1 424,1 185,1 378,1 1,1
552,1 162,1 299,1 346,1 160,1 427,1 0,0 1,1
442,1 436,1 347,2 346,2 398,3 402,2 406,1 1,1
442,1 405,2 427,2 346,2 396,3 402,2 406,2 1,1
224,2 514,3 184,1 371,3 424,1 513,2 426,3 3,3
240,2 542,3 436,1 418,1 415,3 345,2 344,3 1,1
224,1 542,1 348,1 396,1 346,1 402,1 163,1 1,1
442,1 348,2 450,1 417,2 0,0 0,0 0,0 3,4
224,1 542,1 184,1 371,1 424,1 185,1 346,1 176,241
224,1 514,1 184,1 371,1 424,1 513,1 367,1 13,19
224,1 542,1 184,1 371,1 424,1 513,1 426,1 10,15
224,1 348,1 542,1 519,1 387,1 424,1 172,1 2,3
224,1 514,1 184,1 371,1 424,1 546,1 513,1 2,3
224,1 412,1 542,1 346,1 345,1 415,1 417,1 8,12
224,1 514,1 184,1 371,1 424,1 513,1 426,1 61,94
224,1 343,1 436,1 409,1 345,1 415,1 417,1 3,5
224,1 514,1 184,1 424,1 371,1 185,1 346,1 3,5
224,1 542,1 184,1 371,1 424,1 427,1 185,1 14,24
224,1 343,1 344,1 346,1 345,1 415,1 417,1 11,19
224,1 514,1 184,1 371,1 424,1 513,1 546,1 5,9
224,1 343,1 346,1 345,1 344,1 415,1 417,1 9,17
224,1 348,1 346,1 395,1 402,1 161,1 163,1 13,25
224,1 514,1 184,1 371,1 424,1 185,1 427,1 18,35
224,1 542,1 184,1 371,1 424,1 513,1 546,1 14,28
224,1 514,1 184,1 424,1 371,1 427,1 185,1 14,28
442,1 348,2 450,1 417,1 0,0 0,0 0,0 1,2
552,1 544,1 520,1 337,1 349,1 0,0 0,0 1,2
224,1 514,1 184,1 371,1 424,1 542,1 183,1 1,2
224,1 361,1 342,1 341,1 359,1 346,1 427,1 2,4
224,1 514,1 184,1 371,1 424,1 427,1 185,1 7,14
552,1 514,1 515,1 0,0 0,0 0,0 0,0 1,2
552,1 339,1 542,1 521,1 0,0 0,0 0,0 1,2
224,1 184,1 185,1 424,1 371,1 183,1 336,1 1,2
224,1 348,1 409,1 414,1 415,1 417,1 429,1 1,2
224,1 348,1 381,1 339,1 346,1 382,1 427,1 1,2
224,1 514,1 184,1 371,1 424,1 185,1 346,1 6,13
224,1 190,1 395,1 402,1 161,1 163,1 427,1 8,18
224,1 348,1 395,1 402,1 427,1 161,1 163,1 8,20
224,1 542,1 184,1 371,1 424,1 514,1 427,1 2,5
224,1 542,1 184,1 371,1 424,1 513,1 367,1 2,5
224,1 348,1 395,1 402,1 161,1 163,1 427,1 2,5
552,1 542,1 525,1 543,1 527,1 0,0 0,0 1,6
224,1 514,1 184,1 371,1 424,1 542,1 427,1 1,7
224,1 542,1 342,1 359,1 360,1 358,1 353,1 0,1
224,1 162,1 395,1 402,1 161,1 163,1 158,1 0,6
224,1 361,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 348,1 527,1 359,1 346,1 360,1 358,1 0,1
442,1 542,1 436,1 345,2 150,2 344,2 418,2 0,1
442,1 348,2 343,3 420,2 345,2 344,2 346,2 0,1
224,1 412,1 0,0 0,0 0,0 0,0 0,0 0,1
224,2 348,2 409,3 344,2 346,2 345,2 424,1 0,1
224,1 348,1 409,1 345,1 344,1 346,1 424,1 0,1
552,1 542,1 525,1 543,1 324,1 527,1 0,0 0,1
224,1 542,1 184,1 371,1 424,1 346,1 185,1 0,1
552,1 348,1 346,1 351,1 429,1 496,1 426,1 0,1
552,2 514,1 515,1 0,0 0,0 0,0 0,0 0,1
224,1 348,1 341,1 359,1 346,1 424,1 358,1 0,1
224,1 542,1 346,1 184,1 371,1 424,1 185,1 0,2
224,1 162,1 395,1 402,1 161,1 424,1 427,1 0,1
224,1 395,1 348,1 333,1 346,1 402,1 0,0 0,2
224,1 514,1 184,1 424,1 371,1 185,1 427,1 0,2
224,2 162,1 395,3 402,1 161,1 163,1 158,1 0,1
224,1 542,1 348,1 344,1 415,1 417,1 0,0 0,1
224,1 348,1 359,1 357,1 358,1 361,1 0,0 0,1
224,2 348,2 409,3 345,2 344,2 346,2 424,2 0,1
