200,1 428,1 459,2 352,1 452,3 382,3 346,2 1,1
442,1 361,2 436,1 358,2 346,2 341,2 366,1 3,3
552,1 533,1 320,1 343,1 0,0 0,0 0,0 1,1
262,1 394,1 339,1 387,1 280,1 346,1 0,0 1,1
224,1 542,1 533,1 415,1 346,1 414,1 0,0 1,1
552,1 514,1 542,1 543,1 311,1 0,0 0,0 1,1
224,1 542,1 533,1 544,1 0,0 0,0 0,0 1,1
503,1 408,1 273,1 436,1 542,1 482,1 0,0 1,1
200,1 361,2 366,1 357,3 458,2 341,2 427,2 1,1
552,2 367,3 180,1 369,3 546,1 312,1 512,1 1,1
200,1 348,2 459,2 385,3 392,1 346,2 0,0 1,1
442,1 348,2 351,2 490,3 457,2 427,2 0,0 1,1
224,1 542,1 533,1 346,1 344,1 414,1 0,0 1,1
224,1 343,1 344,1 345,1 349,1 0,0 0,0 1,1
552,1 533,1 543,1 317,1 0,0 0,0 0,0 1,1
552,1 542,1 531,1 543,1 0,0 0,0 0,0 2,2
291,1 361,2 143,1 357,3 237,1 346,2 366,1 1,1
224,1 343,1 345,1 0,0 0,0 0,0 0,0 1,1
291,1 348,2 385,3 381,1 346,2 0,0 0,0 1,1
291,1 361,2 351,2 542,2 490,3 555,1 366,1 1,1
552,1 542,1 339,1 543,1 0,0 0,0 0,0 1,2
224,1 542,1 533,1 344,1 346,1 414,1 0,0 3,6
224,1 533,1 542,1 345,1 409,1 0,0 0,0 1,2
224,1 542,1 533,1 345,1 409,1 0,0 0,0 0,1
224,1 542,1 533,1 414,1 344,1 346,1 0,0 0,1
224,1 514,1 184,1 371,1 346,1 426,1 0,0 0,1
552,2 512,1 428,2 312,3 514,3 380,1 0,0 0,1
224,1 348,1 490,1 491,1 0,0 0,0 0,0 0,1
552,1 514,1 351,1 543,1 0,0 0,0 0,0 0,1
442,1 348,2 347,2 514,3 490,3 346,2 0,0 0,1
442,1 348,2 347,2 457,2 427,1 346,2 0,0 0,1
224,1 361,1 341,1 358,1 350,1 0,0 0,0 0,1
224,1 348,1 542,1 519,1 387,1 0,0 0,0 0,1
442,1 348,2 450,1 0,0 0,0 0,0 0,0 0,1
224,1 367,1 0,0 0,0 0,0 0,0 0,0 0,1
503,1 492,1 542,1 378,1 380,1 0,0 0,0 0,1
552,1 514,1 543,1 544,1 0,0 0,0 0,0 0,3
552,1 514,1 542,1 543,1 513,1 0,0 0,0 0,1
224,1 353,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,2
224,1 521,1 544,1 0,0 0,0 0,0 0,0 0,2
291,1 436,1 357,3 542,1 351,2 230,1 0,0 0,1
262,2 443,1 385,3 490,3 387,2 555,3 394,1 0,1
224,1 533,1 544,1 0,0 0,0 0,0 0,0 0,1
552,2 339,1 385,3 382,3 0,0 0,0 0,0 0,1
552,1 514,1 515,1 544,1 0,0 0,0 0,0 0,1
