442,1 152,1 412,3 430,2 416,2 417,2 195,1 1,1
552,1 544,1 533,1 543,1 542,1 319,1 0,0 1,1
442,1 436,1 450,1 351,2 429,2 430,1 457,2 1,1
442,1 348,2 430,1 457,2 423,3 346,2 350,2 1,1
442,1 422,1 433,1 430,2 421,1 415,2 420,2 1,1
442,1 348,2 388,2 339,1 346,2 392,1 382,3 2,2
442,1 340,3 361,2 362,1 430,1 360,2 358,2 1,1
442,1 532,3 345,1 423,3 427,2 542,2 419,1 1,1
224,2 348,2 395,3 402,2 400,1 454,3 346,2 1,1
442,1 340,3 348,2 491,1 362,1 346,2 358,2 1,1
442,1 152,1 415,1 344,2 148,1 416,2 345,1 1,1
442,1 435,1 445,1 423,3 360,2 358,2 364,1 1,1
442,1 361,1 428,1 357,3 436,1 362,1 445,1 1,1
224,1 339,1 190,1 196,1 192,1 194,1 427,1 1,1
224,1 532,1 0,0 0,0 0,0 0,0 0,0 1,1
442,1 361,2 340,3 358,2 245,2 362,1 360,2 1,1
224,1 339,1 543,1 519,1 521,1 0,0 0,0 1,1
224,1 538,1 539,1 543,1 544,1 0,0 0,0 2,2
224,1 339,1 349,1 337,1 521,1 452,1 0,0 1,1
224,1 453,1 544,1 0,0 0,0 0,0 0,0 1,1
442,1 412,3 343,3 150,1 433,1 270,1 288,1 1,1
224,1 413,1 152,1 196,1 415,1 194,1 429,1 2,3
224,1 339,1 521,1 544,1 0,0 0,0 0,0 1,2
224,1 339,1 543,1 521,1 520,1 0,0 0,0 1,2
224,1 401,1 348,1 346,1 333,1 402,1 163,1 2,5
224,1 532,1 543,1 531,1 544,1 542,1 0,0 1,3
224,1 423,1 428,1 190,1 402,1 161,1 163,1 2,6
224,1 453,1 527,1 543,1 544,1 525,1 526,1 1,3
224,1 532,1 533,1 542,1 544,1 0,0 0,0 1,3
224,1 339,1 337,1 542,1 521,1 543,1 0,0 1,4
224,1 538,1 539,1 542,1 543,1 544,1 0,0 1,4
224,1 428,1 190,1 423,1 402,1 161,1 163,1 1,5
224,1 533,1 348,1 345,1 346,1 416,1 427,1 1,5
224,1 538,1 539,1 537,1 543,1 544,1 0,0 1,6
224,1 538,1 543,1 544,1 0,0 0,0 0,0 1,10
224,2 376,2 379,1 351,2 429,1 242,1 448,1 0,1
224,1 413,1 426,1 345,1 344,1 351,1 544,1 0,7
224,1 339,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 413,1 0,0 0,0 0,0 0,0 0,0 0,11
224,1 348,1 346,1 426,1 350,1 542,1 425,1 0,1
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,8
224,1 348,1 346,1 426,1 350,1 543,1 338,1 0,1
224,1 538,1 348,1 539,1 402,1 346,1 163,1 0,3
262,2 436,1 197,1 351,2 429,2 242,3 457,2 0,1
291,1 209,1 448,1 256,1 362,2 358,2 276,1 0,1
224,1 348,1 346,1 426,1 350,1 338,1 452,1 0,12
224,2 348,2 346,2 351,2 429,1 242,1 457,2 0,1
224,1 348,1 346,1 426,1 350,1 514,1 425,1 0,3
552,2 436,1 450,1 351,2 429,2 430,1 346,2 0,1
552,1 436,1 346,1 351,1 429,1 494,1 457,1 0,1
442,1 348,2 365,1 359,1 429,1 242,1 366,1 0,1
224,2 339,1 346,2 351,2 429,1 242,1 457,2 0,2
552,1 348,1 346,1 426,1 350,1 338,1 452,1 0,2
224,1 348,1 346,1 426,1 350,1 513,1 514,1 0,2
224,1 348,1 346,1 426,1 350,1 543,1 454,1 0,1
552,2 348,1 409,1 486,1 320,1 345,1 0,0 0,1
224,1 348,1 346,1 426,1 350,1 454,1 425,1 0,1
224,1 538,1 0,0 0,0 0,0 0,0 0,0 0,1
552,1 348,1 346,1 351,1 429,1 242,1 457,1 0,1
442,1 391,1 462,1 351,1 429,1 280,1 388,1 0,1
240,2 405,1 462,1 426,2 429,1 430,1 461,1 0,1
224,1 348,1 361,1 341,1 359,1 346,1 360,1 0,1
552,2 348,2 450,1 351,2 429,1 335,2 0,0 0,1
224,1 409,1 348,1 533,1 345,1 415,1 346,1 0,1
552,2 544,1 351,2 430,1 448,1 350,2 423,1 0,1
552,1 348,1 346,1 426,1 350,1 543,1 542,1 0,1
552,1 348,1 346,1 426,1 350,1 514,1 425,1 0,1
224,1 546,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 395,1 0,0 0,0 0,0 0,0 0,0 0,13
224,1 339,1 337,1 519,1 521,1 452,1 0,0 0,4
224,1 348,1 346,1 426,1 350,1 519,1 338,1 0,1
224,2 348,2 402,2 400,2 396,3 346,2 163,2 0,1
224,1 544,1 539,1 0,0 0,0 0,0 0,0 0,3
224,1 533,1 0,0 0,0 0,0 0,0 0,0 0,2
442,1 388,2 384,3 385,3 386,2 338,2 382,3 0,1
262,1 348,1 361,1 354,1 357,1 360,1 358,1 0,1
224,2 348,2 395,3 402,2 194,2 429,2 400,2 0,1
224,1 348,1 533,1 415,1 346,1 417,1 344,1 0,1
224,1 361,1 348,1 341,1 346,1 359,1 358,1 0,1
224,1 348,1 333,1 402,1 163,1 161,1 346,1 0,1
224,1 538,1 539,1 537,1 543,1 542,1 544,1 0,3
442,1 426,3 433,1 372,2 336,1 373,2 380,1 0,1
442,1 339,1 384,1 389,1 387,1 338,1 519,1 0,1
224,1 532,1 543,1 531,1 0,0 0,0 0,0 0,9
224,1 544,1 539,1 537,1 543,1 0,0 0,0 0,2
224,1 348,1 402,1 400,1 396,1 346,1 163,1 0,2
224,1 532,1 533,1 543,1 544,1 0,0 0,0 0,1
224,1 348,1 334,1 373,1 335,1 350,1 0,0 0,1
224,1 533,1 348,1 345,1 346,1 417,1 409,1 0,1
224,1 532,1 533,1 542,1 543,1 544,1 0,0 0,1
224,1 532,1 533,1 531,1 543,1 0,0 0,0 0,2
442,1 348,2 411,3 412,3 414,2 415,2 417,2 0,1
552,2 348,2 540,1 430,1 324,1 0,0 0,0 0,1
