439,2 380,1 180,3 297,1 379,1 183,2 367,3 2,2
439,2 380,1 370,3 379,1 448,1 0,0 0,0 1,1
278,1 380,1 514,3 428,2 0,0 0,0 0,0 1,1
439,1 188,1 0,0 0,0 0,0 0,0 0,0 3,3
259,1 184,1 514,1 0,0 0,0 0,0 0,0 1,1
439,2 380,1 188,1 0,0 0,0 0,0 0,0 2,2
259,1 184,1 351,1 0,0 0,0 0,0 0,0 1,1
259,1 514,1 375,1 0,0 0,0 0,0 0,0 2,2
439,2 367,1 370,3 371,3 0,0 0,0 0,0 1,1
439,1 380,1 514,1 379,1 448,1 0,0 0,0 1,1
439,2 380,1 180,3 373,2 336,1 0,0 0,0 1,1
439,2 370,3 367,1 373,2 426,2 0,0 0,0 1,1
439,1 426,1 367,1 373,1 448,1 0,0 0,0 1,1
439,2 380,1 379,1 371,3 0,0 0,0 0,0 1,1
259,1 375,1 448,1 0,0 0,0 0,0 0,0 1,1
439,2 180,1 367,3 380,1 379,1 336,1 0,0 1,1
439,1 184,1 183,1 0,0 0,0 0,0 0,0 1,1
259,1 426,1 180,1 183,1 378,1 379,1 380,1 1,1
439,2 180,1 367,3 183,1 373,1 0,0 0,0 1,1
439,2 426,3 367,3 373,2 336,1 0,0 0,0 1,1
259,1 184,1 367,1 380,1 378,1 0,0 0,0 1,1
439,1 367,1 370,1 371,1 380,1 0,0 0,0 1,1
259,2 428,2 380,1 273,1 379,1 367,3 0,0 1,1
439,2 188,1 0,0 0,0 0,0 0,0 0,0 1,1
439,2 367,3 380,1 426,2 373,2 336,1 0,0 2,2
259,1 367,1 380,1 188,1 0,0 0,0 0,0 1,1
439,2 367,3 183,1 448,1 379,1 0,0 0,0 1,1
439,1 367,1 370,1 371,1 0,0 0,0 0,0 1,1
439,2 367,3 426,3 373,2 336,1 0,0 0,0 2,2
439,2 367,3 370,3 371,3 380,1 0,0 0,0 4,4
259,2 380,1 297,1 188,1 0,0 0,0 0,0 1,1
259,2 380,1 180,3 371,3 237,2 297,1 0,0 1,1
439,2 370,3 367,3 380,1 379,1 183,1 0,0 1,1
439,2 370,3 380,1 426,3 379,1 183,1 0,0 1,1
439,2 375,2 367,3 426,1 0,0 0,0 0,0 1,1
439,2 380,1 514,3 373,1 183,1 0,0 0,0 4,4
439,1 380,1 514,1 373,1 183,1 0,0 0,0 1,1
259,1 180,1 367,1 379,1 351,1 380,1 0,0 1,1
278,1 380,1 542,2 428,2 0,0 0,0 0,0 1,1
439,2 428,2 336,1 183,1 367,3 0,0 0,0 1,1
439,1 370,1 368,1 367,1 0,0 0,0 0,0 1,1
189,1 380,1 514,1 184,1 0,0 0,0 0,0 1,1
549,2 180,1 312,3 0,0 0,0 0,0 0,0 1,1
439,2 380,1 370,3 379,1 336,1 0,0 0,0 2,2
259,2 184,1 336,1 0,0 0,0 0,0 0,0 1,1
259,1 367,1 184,1 237,1 0,0 0,0 0,0 1,1
259,1 542,1 184,1 0,0 0,0 0,0 0,0 1,1
189,1 349,1 451,1 0,0 0,0 0,0 0,0 1,1
189,1 451,1 0,0 0,0 0,0 0,0 0,0 1,1
439,2 380,1 373,2 336,1 183,1 0,0 0,0 1,1
259,2 180,3 297,1 371,3 237,2 380,1 0,0 1,1
439,2 367,3 380,1 426,1 373,2 336,1 0,0 1,1
439,2 180,3 380,1 367,3 183,2 379,1 297,1 1,1
439,1 375,1 427,1 0,0 0,0 0,0 0,0 1,1
439,2 367,3 380,1 426,3 373,2 336,1 0,0 5,6
439,2 380,1 373,1 336,1 183,1 0,0 0,0 4,5
259,1 380,1 184,1 183,1 367,1 0,0 0,0 31,40
