442,1 361,2 366,1 354,3 357,3 351,2 359,2 2,2
442,1 546,1 542,1 523,1 424,1 427,1 346,1 1,1
240,2 348,2 345,2 344,3 346,3 426,3 0,0 1,1
442,1 348,2 459,1 387,2 351,2 392,1 346,2 1,1
224,1 348,1 347,1 337,1 287,1 0,0 0,0 1,1
442,1 348,2 345,1 344,2 346,1 0,0 0,0 2,2
503,1 375,1 514,1 371,1 369,1 0,0 0,0 1,1
442,1 436,1 357,3 457,2 351,2 346,2 527,3 1,1
240,1 542,1 492,1 424,2 395,1 0,0 0,0 1,1
442,1 348,2 353,3 341,2 357,3 351,2 0,0 1,1
224,2 542,1 533,3 344,2 343,3 346,2 409,3 1,1
442,1 388,2 384,3 394,1 337,3 351,2 0,0 1,1
442,1 348,2 420,2 344,2 345,2 422,1 0,0 1,1
224,2 348,2 344,2 411,3 351,1 414,2 409,3 2,2
224,1 539,1 348,1 542,1 436,1 0,0 0,0 1,1
503,2 361,1 354,3 359,2 357,3 490,3 0,0 1,1
442,1 348,2 411,3 351,2 485,3 426,3 422,1 1,1
442,1 361,1 542,1 359,2 525,1 358,2 364,1 1,1
442,1 348,2 345,2 344,2 346,2 0,0 0,0 1,1
224,1 348,1 347,1 338,1 172,1 346,1 0,0 1,1
224,1 339,1 337,1 452,1 0,0 0,0 0,0 1,1
442,1 436,1 351,2 379,1 457,2 514,3 346,2 1,1
224,1 337,1 452,1 543,1 0,0 0,0 0,0 1,1
224,1 542,1 533,1 344,1 411,1 346,1 422,1 1,1
224,1 533,1 544,1 0,0 0,0 0,0 0,0 1,1
442,1 348,1 387,2 448,1 385,3 381,3 0,0 1,1
442,1 361,2 542,2 359,2 525,1 358,2 364,1 1,1
224,1 348,1 542,1 339,1 346,1 0,0 0,0 3,4
224,1 542,1 533,1 344,1 346,1 414,1 409,1 7,10
224,1 542,1 533,1 344,1 411,1 346,1 0,0 109,161
224,1 542,1 533,1 344,1 411,1 414,1 0,0 28,42
224,1 533,1 344,1 345,1 0,0 0,0 0,0 2,3
224,1 348,1 344,1 424,1 411,1 351,1 0,0 2,3
224,1 542,1 339,1 387,1 337,1 351,1 381,1 2,3
224,1 348,1 514,1 371,1 346,1 367,1 426,1 2,3
224,1 348,1 514,1 371,1 346,1 427,1 0,0 90,147
224,1 348,1 542,1 519,1 387,1 381,1 0,0 17,28
224,1 361,1 542,1 359,1 525,1 358,1 346,1 8,15
224,1 184,1 346,1 371,1 427,1 183,1 367,1 6,12
224,1 380,1 348,1 514,1 371,1 346,1 427,1 11,22
224,1 348,1 341,1 359,1 525,1 346,1 0,0 1,2
224,1 348,1 395,1 351,1 401,1 346,1 427,1 1,2
224,1 542,1 514,1 451,1 543,1 0,0 0,0 1,2
442,1 348,2 450,1 0,0 0,0 0,0 0,0 1,2
224,1 348,1 347,1 341,1 346,1 0,0 0,0 1,2
224,1 339,1 387,1 338,1 346,1 337,1 0,0 2,4
224,1 413,1 414,1 150,1 411,1 417,1 0,0 3,6
224,1 348,1 344,1 414,1 411,1 351,1 409,1 9,20
224,1 348,1 426,1 395,1 163,1 161,1 346,1 3,7
224,1 361,1 542,1 359,1 525,1 358,1 427,1 4,10
224,1 361,1 353,1 359,1 358,1 360,1 136,1 2,6
224,1 542,1 533,1 532,1 0,0 0,0 0,0 1,3
224,1 348,1 344,1 345,1 346,1 0,0 0,0 2,7
224,1 348,1 345,1 344,1 346,1 0,0 0,0 1,4
224,1 542,1 348,1 344,1 424,1 411,1 0,0 1,5
224,1 542,1 533,1 345,1 343,1 0,0 0,0 0,1
224,2 339,1 338,2 337,3 351,2 426,2 381,1 0,1
224,1 542,1 533,1 344,1 414,1 411,1 0,0 0,2
224,1 348,1 542,1 415,1 346,1 344,1 0,0 0,1
224,1 184,1 0,0 0,0 0,0 0,0 0,0 0,1
442,1 492,1 394,1 351,1 387,2 0,0 0,0 0,1
224,1 348,1 514,1 371,1 369,1 426,1 0,0 0,1
224,1 348,1 385,1 387,1 346,1 381,1 426,1 0,1
442,1 436,1 346,2 448,1 371,3 336,1 378,1 0,1
240,1 343,2 414,1 411,1 344,1 345,1 542,1 0,1
442,1 348,2 542,2 357,3 363,2 0,0 0,0 0,1
240,1 348,1 525,1 364,1 362,1 346,1 0,0 0,1
224,1 348,1 351,1 138,1 346,1 361,1 0,0 0,1
224,1 348,1 542,1 333,1 0,0 0,0 0,0 0,1
224,1 348,1 411,1 415,1 344,1 414,1 0,0 0,1
224,1 361,1 542,1 359,1 525,1 358,1 353,1 0,2
442,1 388,2 394,1 346,2 392,1 452,3 382,3 0,1
552,2 349,3 426,3 430,1 448,1 542,1 0,0 0,1
224,1 348,1 387,1 519,1 427,1 172,1 0,0 0,1
224,2 381,3 339,1 338,2 280,2 0,0 0,0 0,1
224,1 348,1 426,1 395,1 161,1 346,1 400,1 0,1
442,1 361,2 357,3 351,2 230,1 362,1 0,0 0,1
224,1 348,1 514,1 371,1 346,1 183,1 0,0 0,2
224,1 514,1 348,1 371,1 346,1 427,1 0,0 0,2
224,1 348,1 169,1 338,1 387,1 346,1 172,1 0,1
224,1 162,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,3
442,1 348,2 387,2 448,1 385,3 381,3 0,0 0,1
503,1 339,1 387,1 351,1 337,2 490,1 381,2 0,1
552,2 339,1 387,1 351,2 517,1 381,3 426,1 0,1
442,1 533,2 411,1 344,2 420,1 351,2 0,0 0,1
224,1 542,1 342,1 359,1 346,1 358,1 427,1 0,1
224,1 348,1 345,1 346,1 344,1 0,0 0,0 0,3
552,1 520,1 543,1 0,0 0,0 0,0 0,0 0,2
224,1 348,1 347,1 351,1 401,1 0,0 0,0 0,1
554,1 348,2 381,3 427,2 392,1 346,2 382,3 0,2
224,2 361,1 542,2 359,1 525,2 358,2 346,2 0,1
224,1 492,1 394,1 387,1 424,1 0,0 0,0 0,1
224,1 395,1 0,0 0,0 0,0 0,0 0,0 0,2
224,2 380,1 348,1 514,3 371,3 346,2 427,1 0,1
224,1 542,1 533,1 344,1 411,1 414,1 422,1 0,1
240,2 184,2 279,2 371,1 367,1 297,1 0,0 0,1
