437,2 339,1 542,1 519,2 175,2 352,1 237,2 1,1
437,2 174,1 385,3 387,1 520,2 172,1 427,1 1,1
437,1 170,1 520,1 542,1 519,1 382,1 517,1 1,1
437,2 339,1 459,1 385,3 338,2 382,3 394,1 1,1
437,1 518,1 337,1 385,1 542,1 520,1 424,1 1,1
437,2 394,1 388,1 339,1 385,3 427,2 392,1 1,1
437,1 339,1 387,1 424,1 338,1 385,1 381,1 2,2
437,2 339,1 542,2 519,1 387,2 520,3 0,0 5,5
507,1 542,1 521,2 338,2 387,1 424,2 426,1 1,1
507,1 432,1 287,1 394,1 385,3 381,3 0,0 1,1
437,1 394,1 339,1 390,1 385,1 386,1 0,0 1,1
437,2 383,1 339,1 542,1 519,1 338,2 427,1 1,1
547,2 521,1 544,1 542,1 519,1 0,0 0,0 1,1
437,1 518,1 428,1 517,1 542,1 519,1 385,1 1,1
437,2 339,1 542,1 520,3 382,3 387,2 392,1 1,1
507,1 339,1 521,3 381,3 387,2 426,1 392,1 1,1
437,2 428,2 385,2 389,2 382,3 519,2 386,2 1,1
437,1 388,1 169,1 382,1 519,1 385,1 172,1 1,1
437,2 339,1 385,1 337,3 387,1 520,1 0,0 1,1
507,1 388,1 521,3 542,1 424,3 169,1 0,0 1,1
437,2 339,1 542,2 519,2 387,1 520,3 0,0 1,1
507,1 388,2 521,3 518,1 394,1 426,3 381,3 1,1
437,2 339,1 459,2 385,3 338,2 382,3 394,1 1,1
437,2 388,2 384,3 385,3 387,2 381,3 394,1 2,2
437,2 383,1 387,1 390,1 542,1 519,1 386,1 1,1
437,2 383,1 387,1 390,1 542,2 519,2 386,1 1,1
437,2 339,1 351,1 385,1 390,1 0,0 0,0 2,2
437,1 339,1 338,1 519,1 520,1 381,1 0,0 1,1
178,1 339,1 542,1 520,1 544,1 452,1 0,0 1,1
547,2 544,3 308,1 542,1 520,3 0,0 0,0 1,1
437,2 339,1 390,1 385,1 351,2 0,0 0,0 1,1
178,1 339,1 542,1 390,1 386,1 387,1 392,1 1,1
178,1 339,1 542,1 390,1 387,1 386,1 392,1 1,1
437,1 518,1 520,1 385,1 542,1 337,1 351,1 2,2
437,1 518,1 452,1 338,1 385,1 542,1 382,1 1,1
437,1 388,1 542,1 519,1 427,1 383,1 338,1 1,1
437,1 518,1 423,1 337,1 382,1 385,1 386,1 1,1
437,1 452,1 520,1 542,1 519,1 382,1 386,1 2,2
437,2 388,2 287,2 385,3 337,3 382,3 0,0 1,1
547,1 542,1 544,1 339,1 519,1 0,0 0,0 2,2
437,1 383,1 339,1 519,1 517,1 520,1 0,0 1,1
437,2 339,1 542,1 385,3 337,3 520,3 394,1 1,1
437,2 383,3 339,1 382,3 385,1 386,2 427,1 1,1
437,2 518,1 520,2 542,2 519,1 172,1 382,2 1,1
547,1 251,1 459,1 387,1 310,1 280,1 175,1 1,1
437,2 518,1 520,3 542,1 519,1 172,1 382,2 1,1
178,2 542,1 339,1 387,1 338,2 172,1 520,3 1,1
437,2 518,1 520,3 385,2 542,1 337,3 386,1 1,1
437,2 339,1 542,1 519,2 387,1 520,3 0,0 1,1
437,2 339,1 394,1 519,1 390,2 387,2 381,3 1,1
437,2 339,1 542,1 519,2 387,2 280,1 0,0 1,1
437,2 381,3 339,1 542,2 519,2 390,1 0,0 1,1
507,1 339,1 521,3 381,3 387,2 394,1 386,2 1,1
437,2 383,3 339,1 385,3 280,2 351,2 394,1 1,1
437,1 383,1 542,1 339,1 385,1 280,1 0,0 1,1
437,1 174,1 196,1 385,1 386,1 382,1 424,1 1,1
437,2 383,3 339,1 542,1 519,1 386,2 382,3 1,1
437,2 383,2 339,1 382,2 385,2 386,2 427,2 2,2
437,2 339,1 542,1 520,2 382,3 387,2 392,1 1,1
507,1 388,2 521,1 381,3 387,1 424,3 394,1 1,1
498,2 339,1 385,3 387,3 280,2 337,3 0,0 1,1
437,2 518,1 520,3 385,3 542,2 337,3 386,2 1,1
437,1 518,1 516,1 385,1 424,1 517,1 394,1 1,1
437,2 542,1 339,1 387,2 424,3 448,1 280,1 1,1
437,2 339,1 520,3 387,2 337,1 351,1 542,2 1,1
437,2 339,1 520,2 387,2 337,1 351,1 542,2 1,1
178,2 339,1 542,1 519,1 338,2 387,2 351,2 1,1
437,2 174,1 385,3 542,1 520,3 427,1 172,1 1,1
437,1 383,1 339,1 337,1 387,1 177,1 0,0 1,1
437,2 381,1 339,1 542,1 519,2 390,1 0,0 1,1
437,2 339,1 542,1 519,2 520,3 427,1 426,1 1,1
437,2 383,2 339,1 382,3 385,3 386,1 427,1 2,2
437,1 339,1 542,1 519,1 520,1 427,1 426,1 2,2
437,2 339,1 542,1 519,1 520,3 426,3 381,3 1,1
437,2 542,1 339,1 387,2 541,1 280,1 392,1 1,1
437,2 542,2 339,1 387,2 541,1 280,1 392,1 2,2
437,2 521,1 338,2 443,1 517,1 386,1 394,1 1,1
437,2 383,3 339,1 382,2 385,3 386,2 427,1 2,2
437,2 383,3 384,3 385,3 382,3 452,3 542,2 1,1
437,2 383,3 339,1 382,3 385,2 386,2 427,2 1,1
547,1 521,1 544,1 306,1 0,0 0,0 0,0 1,1
178,1 452,1 337,1 544,1 0,0 0,0 0,0 1,1
178,1 349,1 337,1 452,1 0,0 0,0 0,0 1,1
437,1 518,1 452,1 542,1 519,1 338,1 382,1 2,2
437,1 518,1 386,1 385,1 542,1 520,1 517,1 1,1
178,1 339,1 338,1 452,1 337,1 0,0 0,0 1,1
437,2 383,3 339,1 382,3 385,3 386,1 427,1 1,1
437,1 339,1 542,1 519,1 387,1 389,1 386,1 1,1
437,2 339,1 542,2 519,2 424,1 387,2 541,1 1,1
437,2 339,1 542,1 519,1 424,3 387,2 541,1 1,1
437,1 339,1 542,1 519,1 338,1 382,1 426,1 1,1
437,2 339,1 542,2 519,2 387,2 520,2 0,0 1,1
437,2 518,1 520,2 386,2 385,1 172,1 382,3 1,1
437,2 542,1 339,1 387,2 541,2 280,1 392,1 1,1
437,2 339,1 338,1 424,1 385,3 387,2 392,1 1,1
437,2 383,1 339,1 382,1 385,1 386,1 427,1 1,1
437,1 339,1 542,1 519,1 338,1 387,1 172,1 8,9
437,2 339,1 542,1 519,1 448,1 387,2 382,3 4,5
437,2 339,1 542,1 519,2 387,2 520,3 0,0 4,5
437,2 339,1 383,3 382,3 385,3 386,2 427,2 3,4
437,1 339,1 390,1 385,1 351,1 0,0 0,0 3,4
437,2 339,1 542,1 519,2 387,1 520,2 0,0 3,4
437,2 339,1 392,1 387,2 520,2 280,1 0,0 3,4
437,1 339,1 520,1 387,1 337,1 351,1 542,1 3,4
437,1 339,1 542,1 519,1 387,1 520,1 0,0 152,208
437,1 383,1 339,1 542,1 519,1 386,1 382,1 97,137
178,1 339,1 542,1 519,1 387,1 338,1 337,1 94,133
437,1 518,1 520,1 386,1 385,1 172,1 382,1 14,20
437,1 518,1 520,1 542,1 519,1 172,1 382,1 22,32
437,1 383,1 387,1 390,1 542,1 519,1 386,1 54,80
437,1 521,1 339,1 381,1 172,1 387,1 337,1 2,3
437,2 339,1 542,1 519,2 387,2 520,2 0,0 2,3
437,1 339,1 542,1 519,1 520,1 427,1 381,1 2,3
437,2 339,1 542,1 519,1 387,1 520,3 0,0 2,3
437,2 339,1 542,2 519,1 387,1 520,3 0,0 2,3
437,2 339,1 542,1 519,1 387,1 520,2 0,0 2,3
437,1 518,1 520,1 385,1 542,1 337,1 386,1 21,32
437,1 518,1 386,1 385,1 542,1 520,1 424,1 3,5
437,1 339,1 542,1 519,1 520,1 387,1 0,0 6,10
437,1 383,1 172,1 385,1 519,1 542,1 520,1 10,17
437,2 381,3 339,1 338,2 337,3 351,2 385,3 4,7
437,1 383,1 337,1 385,1 339,1 520,1 0,0 7,13
437,1 521,1 542,1 520,1 387,1 172,1 427,1 29,55
437,1 339,1 542,1 519,1 338,1 389,1 381,1 11,21
437,2 339,1 542,1 519,1 387,2 520,1 0,0 1,2
437,2 383,3 339,1 382,3 385,2 386,2 427,1 5,10
437,2 383,2 339,1 382,2 385,2 386,2 427,1 1,2
437,1 383,1 427,1 385,1 519,1 542,1 520,1 5,10
437,1 339,1 542,1 519,1 338,1 337,1 427,1 1,2
437,2 339,1 542,2 520,3 382,3 387,2 392,1 1,2
437,2 339,1 385,1 424,3 338,2 382,3 394,1 1,2
437,2 388,1 384,3 385,3 387,2 381,3 394,1 1,2
437,1 518,1 386,1 385,1 542,1 520,1 383,1 1,2
437,1 388,1 519,1 542,1 382,1 386,1 387,1 1,2
437,1 518,1 520,1 385,1 542,1 337,1 383,1 1,2
547,1 521,1 544,1 542,1 519,1 0,0 0,0 1,2
437,2 383,3 338,2 542,1 519,1 337,3 520,3 1,2
437,1 339,1 542,1 519,1 385,1 337,1 381,1 1,2
437,1 174,1 172,1 382,1 387,1 168,1 385,1 1,2
437,2 381,3 339,1 390,2 338,2 387,2 0,0 1,2
437,2 339,1 542,1 519,1 387,2 520,3 0,0 2,4
437,1 388,1 542,1 519,1 387,1 386,1 382,1 14,29
437,2 339,1 392,1 387,2 520,3 280,1 0,0 7,15
437,1 339,1 542,1 519,1 520,1 426,1 381,1 8,18
437,1 381,1 339,1 338,1 337,1 351,1 385,1 6,14
178,1 383,1 339,1 386,1 390,1 392,1 172,1 7,17
437,1 174,1 385,1 520,1 382,1 172,1 169,1 9,22
437,1 337,1 339,1 424,1 385,1 387,1 386,1 2,5
437,1 428,1 520,1 337,1 382,1 385,1 386,1 2,5
437,2 383,3 339,1 382,3 385,3 386,2 427,2 6,16
437,1 339,1 542,1 519,1 385,1 382,1 0,0 3,8
