261,2 420,2 194,2 418,2 448,1 415,2 153,2 1,1
551,1 529,1 415,1 0,0 0,0 0,0 0,0 1,1
156,1 420,1 194,1 345,1 415,1 448,1 0,0 1,1
551,2 529,1 415,1 0,0 0,0 0,0 0,0 1,1
156,1 529,1 528,1 0,0 0,0 0,0 0,0 1,1
551,2 529,1 429,1 0,0 0,0 0,0 0,0 1,1
156,2 345,1 486,1 288,1 0,0 0,0 0,0 1,1
463,1 420,1 429,2 345,2 415,2 0,0 0,0 1,1
463,1 529,1 430,2 0,0 0,0 0,0 0,0 1,1
551,1 345,1 420,1 415,1 429,1 0,0 0,0 1,1
441,2 415,2 345,2 448,1 418,1 420,1 0,0 1,1
156,1 529,1 430,1 418,1 0,0 0,0 0,0 1,1
261,1 415,1 429,1 345,1 194,1 0,0 0,0 1,1
441,2 415,2 429,1 194,1 345,1 0,0 0,0 1,1
441,2 415,2 194,1 529,1 0,0 0,0 0,0 2,2
156,1 345,1 418,1 420,1 194,1 415,1 0,0 52,78
441,1 529,1 345,1 0,0 0,0 0,0 0,0 10,15
156,1 529,1 418,1 415,1 0,0 0,0 0,0 8,12
156,1 194,1 415,1 429,1 528,1 0,0 0,0 2,3
156,1 345,1 415,1 418,1 420,1 194,1 0,0 15,23
156,1 194,1 420,1 415,1 345,1 418,1 0,0 42,73
156,1 345,1 529,1 0,0 0,0 0,0 0,0 12,22
156,1 194,1 415,1 529,1 0,0 0,0 0,0 3,6
441,2 345,2 415,1 421,1 0,0 0,0 0,0 1,2
156,1 194,1 345,1 429,1 415,1 0,0 0,0 19,41
441,2 529,1 345,2 0,0 0,0 0,0 0,0 3,7
156,1 415,1 194,1 529,1 0,0 0,0 0,0 9,22
551,1 529,1 429,1 0,0 0,0 0,0 0,0 2,5
156,1 194,1 429,1 345,1 415,1 0,0 0,0 3,9
156,1 430,1 194,1 415,1 429,1 0,0 0,0 1,3
441,2 345,2 415,1 429,1 194,1 0,0 0,0 1,3
156,1 194,1 415,1 429,1 345,1 0,0 0,0 7,26
551,1 429,1 415,1 194,1 0,0 0,0 0,0 1,4
156,1 194,1 415,1 345,1 429,1 0,0 0,0 1,4
441,1 429,1 194,1 415,1 0,0 0,0 0,0 2,10
156,1 420,1 429,1 194,1 415,1 418,1 0,0 1,5
156,1 345,1 415,1 429,1 194,1 0,0 0,0 1,5
156,1 345,1 429,1 415,1 0,0 0,0 0,0 1,6
441,1 415,1 429,1 194,1 345,1 0,0 0,0 2,12
441,2 415,1 429,1 194,1 345,2 0,0 0,0 4,25
441,1 345,1 415,1 0,0 0,0 0,0 0,0 1,7
441,2 415,1 429,1 194,1 345,1 0,0 0,0 1,7
551,1 345,1 0,0 0,0 0,0 0,0 0,0 1,9
156,1 415,1 194,1 429,1 0,0 0,0 0,0 2,23
156,1 345,1 415,1 0,0 0,0 0,0 0,0 2,32
441,1 415,1 194,1 429,1 0,0 0,0 0,0 1,26
441,1 345,1 0,0 0,0 0,0 0,0 0,0 0,1
441,1 415,1 429,1 194,1 0,0 0,0 0,0 0,6
441,2 345,2 415,2 421,1 0,0 0,0 0,0 0,5
441,2 415,2 345,2 0,0 0,0 0,0 0,0 0,1
441,1 429,1 415,1 194,1 0,0 0,0 0,0 0,14
441,1 194,1 415,1 429,1 0,0 0,0 0,0 0,13
156,1 345,1 415,1 429,1 0,0 0,0 0,0 0,5
156,1 415,1 345,1 429,1 0,0 0,0 0,0 0,2
156,1 429,1 194,1 345,1 0,0 0,0 0,0 0,1
441,1 345,1 415,1 429,1 194,1 0,0 0,0 0,1
441,2 415,2 345,1 0,0 0,0 0,0 0,0 0,1
156,1 429,1 194,1 415,1 528,1 0,0 0,0 0,4
441,1 415,1 345,1 0,0 0,0 0,0 0,0 0,6
156,1 194,1 429,1 415,1 528,1 0,0 0,0 0,1
441,2 429,2 415,2 194,2 0,0 0,0 0,0 0,2
156,1 345,1 194,1 429,1 0,0 0,0 0,0 0,3
156,1 415,1 345,1 194,1 0,0 0,0 0,0 0,2
551,1 429,1 0,0 0,0 0,0 0,0 0,0 0,1
156,2 194,1 415,1 429,1 345,1 0,0 0,0 0,1
551,1 430,1 415,1 345,1 0,0 0,0 0,0 0,1
156,1 429,1 415,1 194,1 528,1 0,0 0,0 0,1
441,1 528,1 194,1 429,1 415,1 0,0 0,0 0,1
441,2 415,2 429,1 194,1 345,2 0,0 0,0 0,5
441,2 345,2 415,2 0,0 0,0 0,0 0,0 0,2
156,1 270,1 415,1 345,1 0,0 0,0 0,0 0,1
441,2 194,2 415,2 429,2 0,0 0,0 0,0 0,1
441,2 429,1 415,2 194,1 0,0 0,0 0,0 0,1
441,2 429,1 415,1 0,0 0,0 0,0 0,0 0,10
441,1 429,1 415,1 0,0 0,0 0,0 0,0 0,4
441,2 345,1 448,1 415,1 429,1 0,0 0,0 0,1
441,1 194,1 429,1 415,1 0,0 0,0 0,0 0,5
441,2 429,2 415,2 194,1 0,0 0,0 0,0 0,1
156,2 345,2 415,1 0,0 0,0 0,0 0,0 0,1
156,2 194,1 420,1 415,2 345,2 418,2 0,0 0,2
156,1 415,1 194,1 0,0 0,0 0,0 0,0 0,3
441,2 429,1 415,2 0,0 0,0 0,0 0,0 0,3
