240,2 343,3 345,2 415,3 411,2 351,2 414,3 1,1
552,2 380,1 315,1 371,3 546,2 367,3 0,0 1,1
442,1 436,1 347,2 430,1 448,1 426,1 0,0 1,1
552,2 512,1 490,1 312,1 351,2 367,3 0,0 1,1
224,1 184,1 371,1 180,1 183,1 367,1 426,1 1,1
262,2 348,2 347,2 457,2 351,2 426,3 0,0 1,1
552,1 339,1 306,1 337,1 0,0 0,0 0,0 1,1
552,1 339,1 544,1 337,1 0,0 0,0 0,0 1,1
224,1 348,1 369,1 371,1 424,1 0,0 0,0 1,1
200,1 348,2 347,2 203,1 555,3 0,0 0,0 1,1
552,1 339,1 305,1 337,1 0,0 0,0 0,0 1,1
442,1 348,1 450,1 353,3 0,0 0,0 0,0 1,1
224,1 348,1 361,1 362,1 0,0 0,0 0,0 2,2
552,1 339,1 544,1 0,0 0,0 0,0 0,0 1,1
552,1 339,1 308,1 0,0 0,0 0,0 0,0 1,1
224,2 361,1 426,3 359,1 141,1 424,3 356,1 1,1
552,1 339,1 305,1 0,0 0,0 0,0 0,0 3,3
552,1 339,1 546,1 519,1 0,0 0,0 0,0 1,1
224,1 348,1 401,1 351,1 158,1 395,1 0,0 1,1
442,1 348,2 380,1 426,3 457,2 371,3 367,3 1,1
554,1 348,2 459,2 387,2 424,3 381,3 394,1 1,1
224,2 361,1 426,1 359,1 141,1 424,1 356,1 1,1
554,1 348,2 347,2 387,2 424,3 394,1 0,0 1,1
224,2 366,1 361,1 341,2 141,1 359,1 458,1 1,1
552,2 533,3 532,2 0,0 0,0 0,0 0,0 1,1
224,1 184,1 371,1 424,1 426,1 546,1 367,1 2,2
224,1 348,1 371,1 424,1 546,1 426,1 367,1 1,1
224,2 184,1 371,3 424,1 369,3 380,1 0,0 1,1
224,1 348,1 398,1 426,1 158,1 402,1 546,1 1,1
224,2 348,2 394,1 339,1 351,2 169,1 0,0 1,1
224,1 348,1 387,1 519,1 381,1 546,1 426,1 3,4
224,1 361,1 341,1 141,1 359,1 458,1 0,0 46,67
224,1 348,1 426,1 341,1 141,1 359,1 353,1 24,35
224,1 361,1 341,1 359,1 138,1 458,1 426,1 5,8
224,1 348,1 426,1 402,1 158,1 395,1 398,1 26,42
224,1 436,1 138,1 341,1 359,1 357,1 136,1 10,17
224,1 348,1 409,1 415,1 345,1 0,0 0,0 8,14
224,1 348,1 414,1 345,1 343,1 409,1 0,0 4,7
224,1 184,1 371,1 424,1 369,1 380,1 0,0 7,13
224,1 140,1 426,1 359,1 141,1 424,1 356,1 1,2
552,1 544,1 538,1 0,0 0,0 0,0 0,0 1,2
224,1 380,1 184,1 371,1 424,1 351,1 0,0 1,2
224,1 361,1 426,1 359,1 357,1 424,1 138,1 1,2
224,1 140,1 138,1 341,1 359,1 424,1 426,1 1,2
224,1 348,1 341,1 424,1 359,1 353,1 426,1 5,10
224,1 409,1 348,1 455,1 457,1 0,0 0,0 2,4
224,1 184,1 371,1 424,1 351,1 0,0 0,0 14,29
224,1 348,1 387,1 519,1 172,1 381,1 0,0 35,73
224,1 184,1 426,1 371,1 424,1 183,1 0,0 11,23
224,1 348,1 387,1 519,1 172,1 169,1 0,0 9,19
224,1 361,1 426,1 359,1 357,1 141,1 138,1 9,19
224,1 361,1 357,1 359,1 141,1 424,1 0,0 3,7
552,1 544,1 513,1 515,1 0,0 0,0 0,0 2,5
224,1 412,1 409,1 345,1 415,1 411,1 414,1 2,5
224,1 366,1 361,1 341,1 141,1 359,1 458,1 3,8
224,1 361,1 426,1 359,1 141,1 424,1 356,1 17,50
552,1 515,1 0,0 0,0 0,0 0,0 0,0 1,3
552,1 544,1 527,1 526,1 0,0 0,0 0,0 1,3
224,1 184,1 424,1 371,1 367,1 180,1 0,0 1,3
442,1 348,2 450,1 367,3 0,0 0,0 0,0 1,3
224,1 184,1 371,1 183,1 424,1 426,1 0,0 11,36
224,1 380,1 184,1 371,1 183,1 424,1 426,1 2,7
552,1 544,1 532,1 0,0 0,0 0,0 0,0 1,5
552,1 174,1 0,0 0,0 0,0 0,0 0,0 1,6
