438,2 353,1 542,1 359,1 525,2 0,0 0,0 1,1
438,2 354,3 426,3 359,2 358,2 0,0 0,0 4,4
438,2 353,3 366,1 354,3 359,2 358,2 0,0 10,10
438,2 426,3 341,2 359,2 358,2 0,0 0,0 2,2
438,2 426,2 354,2 362,1 0,0 0,0 0,0 1,1
438,2 366,1 341,1 359,1 525,2 0,0 0,0 1,1
438,1 353,1 523,1 0,0 0,0 0,0 0,0 1,1
258,2 477,1 525,1 353,3 0,0 0,0 0,0 1,1
438,2 354,1 341,2 358,1 0,0 0,0 0,0 1,1
438,2 136,1 353,3 426,2 359,1 357,2 0,0 1,1
438,1 230,1 426,1 359,1 358,1 237,1 353,1 1,1
438,1 230,1 354,1 359,1 358,1 0,0 0,0 1,1
438,2 136,1 353,1 426,3 359,2 357,1 0,0 1,1
438,2 353,3 359,2 341,2 358,2 0,0 0,0 2,2
438,2 353,3 230,1 365,1 0,0 0,0 0,0 1,1
438,2 366,1 341,2 359,1 525,2 0,0 0,0 1,1
438,2 366,1 542,1 504,1 0,0 0,0 0,0 1,1
438,2 353,3 351,2 426,3 359,2 358,2 0,0 1,1
145,1 356,1 0,0 0,0 0,0 0,0 0,0 1,1
438,2 353,3 341,2 359,2 358,2 0,0 0,0 1,1
438,2 353,3 359,2 458,1 358,2 366,1 0,0 1,1
438,2 366,1 353,3 354,1 359,1 358,2 0,0 2,2
438,2 353,2 523,1 0,0 0,0 0,0 0,0 1,1
438,2 366,1 353,3 542,2 359,1 525,2 0,0 1,1
438,2 353,3 361,2 341,2 0,0 0,0 0,0 1,1
438,2 366,1 353,3 542,2 359,1 525,1 0,0 1,1
438,1 354,1 341,1 359,1 0,0 0,0 0,0 1,1
438,2 524,1 357,3 366,1 0,0 0,0 0,0 1,1
438,1 353,1 355,1 356,1 359,1 0,0 0,0 2,2
438,2 366,1 353,3 359,1 341,2 358,2 0,0 2,2
438,2 353,3 354,3 359,1 358,1 0,0 0,0 1,1
258,2 136,1 426,1 354,1 359,1 358,1 0,0 1,1
438,2 366,1 354,3 353,3 359,2 358,2 0,0 1,1
548,1 527,1 526,1 0,0 0,0 0,0 0,0 2,2
438,2 366,1 353,3 359,1 341,1 358,1 0,0 1,1
438,2 366,1 353,3 354,2 359,2 358,2 0,0 1,1
438,2 353,1 366,1 354,1 359,1 358,1 0,0 1,1
438,2 353,3 354,3 359,2 358,1 0,0 0,0 6,7
438,2 366,1 426,3 354,3 359,2 358,2 0,0 11,13
438,2 354,3 426,1 359,2 358,2 0,0 0,0 5,6
438,1 523,1 353,1 0,0 0,0 0,0 0,0 5,6
438,2 353,3 366,1 354,3 359,1 358,2 0,0 13,16
438,1 353,1 366,1 354,1 359,1 358,1 0,0 25,31
438,2 353,3 542,2 359,1 525,1 0,0 0,0 4,5
438,2 426,3 354,3 359,2 358,2 0,0 0,0 7,9
438,2 353,3 354,3 359,2 358,2 0,0 0,0 7,9
438,1 366,1 353,1 542,1 359,1 525,1 0,0 3,4
438,2 366,1 353,3 354,3 359,1 358,2 0,0 23,31
438,2 366,1 353,3 354,3 359,2 358,2 0,0 7,10
438,2 366,1 353,1 542,2 359,1 525,2 0,0 2,3
438,2 426,1 354,3 362,2 0,0 0,0 0,0 2,3
438,2 426,1 354,3 362,1 0,0 0,0 0,0 6,9
438,2 426,3 354,3 362,1 0,0 0,0 0,0 2,3
438,2 353,3 366,1 354,3 359,1 358,1 0,0 2,3
438,1 140,1 353,1 358,1 0,0 0,0 0,0 2,3
258,1 136,1 426,1 354,1 359,1 358,1 0,0 61,92
438,1 140,1 359,1 426,1 0,0 0,0 0,0 21,33
438,2 353,3 542,2 359,2 525,2 0,0 0,0 5,8
438,1 353,1 341,1 359,1 358,1 0,0 0,0 15,24
438,1 353,1 359,1 341,1 358,1 0,0 0,0 9,15
438,2 140,1 359,1 426,1 0,0 0,0 0,0 3,5
438,1 354,1 341,1 358,1 0,0 0,0 0,0 33,57
145,1 426,1 353,1 354,1 359,1 358,1 0,0 7,13
438,1 353,1 354,1 359,1 358,1 0,0 0,0 88,166
145,1 349,1 453,1 0,0 0,0 0,0 0,0 1,2
438,2 366,1 354,3 359,2 341,2 0,0 0,0 1,2
438,1 426,1 341,1 359,1 358,1 0,0 0,0 1,2
145,1 354,1 341,1 458,1 0,0 0,0 0,0 1,2
438,1 366,1 353,1 354,1 359,1 358,1 0,0 1,2
438,2 366,1 341,2 359,2 525,2 0,0 0,0 1,2
145,1 426,1 353,1 354,1 359,1 358,1 366,1 1,2
438,1 353,1 354,1 362,1 0,0 0,0 0,0 1,2
438,1 426,1 523,1 0,0 0,0 0,0 0,0 1,2
438,2 354,3 341,2 358,2 0,0 0,0 0,0 3,6
438,2 366,1 351,2 458,1 359,2 426,1 0,0 1,2
438,2 136,3 353,3 426,3 359,2 357,3 0,0 1,2
438,2 136,1 353,3 426,1 359,2 357,3 0,0 1,2
438,1 354,1 426,1 359,1 358,1 0,0 0,0 5,10
438,2 354,3 426,2 359,2 358,2 0,0 0,0 1,2
438,1 354,1 359,1 458,1 0,0 0,0 0,0 2,4
438,1 342,1 359,1 0,0 0,0 0,0 0,0 2,4
438,1 353,1 542,1 359,1 525,1 0,0 0,0 174,370
145,1 366,1 353,1 426,1 341,1 359,1 358,1 6,13
145,1 353,1 426,1 354,1 359,1 358,1 0,0 4,9
145,1 427,1 354,1 359,1 358,1 0,0 0,0 7,16
438,1 426,1 354,1 359,1 358,1 0,0 0,0 10,23
145,1 426,1 354,1 359,1 141,1 136,1 0,0 8,19
438,2 353,3 542,2 359,1 525,2 0,0 0,0 2,5
145,1 353,1 426,1 341,1 359,1 358,1 0,0 7,18
438,1 190,1 359,1 0,0 0,0 0,0 0,0 3,8
438,2 353,3 542,2 359,2 525,1 0,0 0,0 3,8
145,1 136,1 426,1 354,1 359,1 141,1 0,0 27,75
145,1 366,1 136,1 426,1 354,1 359,1 141,1 7,20
438,2 426,2 354,3 362,1 0,0 0,0 0,0 2,6
438,2 140,1 359,1 426,3 0,0 0,0 0,0 1,3
438,1 361,1 341,1 353,1 0,0 0,0 0,0 1,3
438,1 426,1 354,1 362,1 0,0 0,0 0,0 4,12
438,2 353,3 542,1 359,2 525,1 0,0 0,0 1,3
438,2 353,3 341,2 359,1 358,2 0,0 0,0 1,3
438,2 353,3 542,1 359,2 525,2 0,0 0,0 1,3
438,1 353,1 542,1 341,1 358,1 0,0 0,0 1,4
548,1 527,1 544,1 0,0 0,0 0,0 0,0 1,4
438,1 542,1 342,1 0,0 0,0 0,0 0,0 1,4
145,1 527,1 354,1 359,1 358,1 0,0 0,0 2,9
438,1 353,1 426,1 542,1 359,1 358,1 0,0 4,19
548,1 542,1 525,1 527,1 0,0 0,0 0,0 1,5
438,2 353,3 542,1 359,1 525,1 0,0 0,0 1,5
548,1 544,1 527,1 0,0 0,0 0,0 0,0 1,7
438,1 353,1 542,1 341,1 359,1 0,0 0,0 1,9
438,1 361,1 426,1 429,1 0,0 0,0 0,0 1,17
438,2 342,1 359,2 366,1 0,0 0,0 0,0 0,3
438,1 542,1 341,1 359,1 353,1 0,0 0,0 0,3
145,1 140,1 359,1 427,1 0,0 0,0 0,0 0,1
438,2 366,1 353,1 354,3 359,1 358,2 0,0 0,1
145,1 353,1 136,1 426,1 354,1 359,1 427,1 0,1
438,1 354,1 458,1 359,1 0,0 0,0 0,0 0,1
438,1 136,1 354,1 359,1 358,1 0,0 0,0 0,2
438,1 526,1 527,1 427,1 0,0 0,0 0,0 0,1
438,2 361,2 426,1 429,1 0,0 0,0 0,0 0,2
438,1 353,1 137,1 136,1 138,1 426,1 427,1 0,1
438,1 353,1 354,1 359,1 141,1 0,0 0,0 0,1
438,1 354,1 341,1 141,1 0,0 0,0 0,0 0,1
438,2 426,3 354,1 362,1 0,0 0,0 0,0 0,1
438,1 353,1 190,1 138,1 0,0 0,0 0,0 0,1
438,2 426,1 354,2 362,1 0,0 0,0 0,0 0,1
438,1 190,1 358,1 0,0 0,0 0,0 0,0 0,5
145,1 136,1 354,1 359,1 427,1 364,1 0,0 0,1
438,1 527,1 138,1 424,1 525,1 0,0 0,0 0,1
553,1 542,1 246,3 0,0 0,0 0,0 0,0 0,1
438,1 527,1 136,1 353,1 359,1 525,1 0,0 0,2
438,2 426,1 354,1 362,1 0,0 0,0 0,0 0,3
438,2 354,3 359,2 426,3 358,2 0,0 0,0 0,1
438,1 526,1 193,1 0,0 0,0 0,0 0,0 0,2
438,2 342,1 359,2 0,0 0,0 0,0 0,0 0,1
438,2 353,3 351,2 426,1 359,1 358,2 0,0 0,1
438,1 190,1 136,1 427,1 0,0 0,0 0,0 0,1
438,2 366,1 426,2 353,3 341,2 364,1 358,2 0,1
438,2 426,3 354,1 359,2 358,1 0,0 0,0 0,1
