549,2 350,1 374,2 423,3 456,2 335,2 543,2 1,1
500,1 494,1 514,2 374,1 467,1 423,1 335,1 1,1
549,1 543,1 514,1 542,1 313,1 0,0 0,0 1,1
549,2 350,1 374,1 423,1 456,1 335,1 543,2 1,1
259,2 494,1 456,2 467,1 469,1 374,1 192,1 1,1
509,1 514,3 542,2 540,1 510,1 350,2 543,3 1,1
439,2 350,2 423,3 456,2 431,1 335,2 514,3 1,1
189,1 185,1 195,1 192,1 374,1 423,1 427,1 2,3
549,1 350,1 374,1 423,1 195,1 196,1 185,1 7,13
549,1 543,1 542,1 514,1 0,0 0,0 0,0 1,2
189,1 423,1 196,1 192,1 374,1 185,1 195,1 1,2
189,1 374,1 196,1 423,1 192,1 185,1 195,1 3,7
549,1 543,1 514,1 542,1 0,0 0,0 0,0 1,3
439,2 374,2 335,2 350,2 456,2 0,0 0,0 1,4
189,1 185,1 196,1 192,1 195,1 423,1 350,1 3,12
549,1 514,1 543,1 0,0 0,0 0,0 0,0 1,4
189,1 514,1 196,1 192,1 374,1 423,1 195,1 5,22
439,1 514,1 195,1 196,1 374,1 192,1 423,1 1,5
549,1 350,1 374,1 423,1 456,1 335,1 543,1 1,6
189,1 196,1 423,1 192,1 374,1 185,1 195,1 5,31
439,1 192,1 185,1 196,1 427,1 195,1 423,1 0,1
439,1 185,1 423,1 374,1 427,1 196,1 195,1 0,1
549,1 543,1 0,0 0,0 0,0 0,0 0,0 0,2
549,1 543,1 542,1 0,0 0,0 0,0 0,0 0,3
439,1 195,1 185,1 196,1 374,1 427,1 423,1 0,2
439,1 423,1 196,1 543,1 514,1 542,1 192,1 0,3
549,1 514,1 542,1 196,1 374,1 423,1 195,1 0,1
549,2 350,1 374,1 423,1 195,1 196,1 185,1 0,4
439,1 427,1 374,1 514,1 543,1 542,1 423,1 0,2
439,1 423,1 185,1 192,1 374,1 427,1 195,1 0,1
189,1 196,1 514,1 423,1 185,1 427,1 195,1 0,1
439,1 374,1 196,1 423,1 427,1 192,1 185,1 0,2
189,1 192,1 427,1 196,1 185,1 374,1 195,1 0,7
189,1 350,1 0,0 0,0 0,0 0,0 0,0 0,3
439,1 374,1 423,1 192,1 427,1 196,1 195,1 0,2
439,1 350,1 431,1 335,1 542,1 514,1 427,1 0,1
189,1 543,1 196,1 192,1 423,1 195,1 374,1 0,1
439,2 374,2 456,2 335,2 350,2 0,0 0,0 0,1
439,2 374,2 423,3 0,0 0,0 0,0 0,0 0,2
439,1 195,1 196,1 427,1 192,1 374,1 185,1 0,2
439,1 543,1 423,1 514,1 427,1 195,1 192,1 0,1
439,1 195,1 374,1 427,1 514,1 192,1 423,1 0,2
439,2 374,2 456,2 335,2 446,1 514,3 0,0 0,1
439,1 185,1 423,1 196,1 195,1 427,1 514,1 0,3
549,1 514,1 196,1 374,1 195,1 423,1 543,1 0,2
549,1 514,1 0,0 0,0 0,0 0,0 0,0 0,1
189,2 427,1 196,1 185,1 374,2 192,1 195,1 0,1
439,1 195,1 192,1 423,1 514,1 543,1 374,1 0,1
439,2 374,2 423,1 0,0 0,0 0,0 0,0 0,1
439,1 192,1 427,1 423,1 374,1 196,1 185,1 0,1
439,2 350,2 423,3 456,2 431,1 335,2 514,2 0,1
439,2 350,2 374,2 456,2 431,1 543,3 542,2 0,1
439,1 192,1 185,1 374,1 196,1 423,1 195,1 0,1
439,1 192,1 427,1 374,1 423,1 543,1 185,1 0,1
439,1 374,1 542,1 192,1 427,1 195,1 185,1 0,1
439,1 374,1 196,1 427,1 192,1 423,1 195,1 0,1
439,1 195,1 374,1 192,1 543,1 427,1 185,1 0,1
189,1 427,1 196,1 185,1 374,1 192,1 195,1 0,1
439,2 423,1 377,1 456,2 542,1 514,2 186,1 0,1
549,1 543,1 514,1 0,0 0,0 0,0 0,0 0,1
189,1 423,1 374,1 196,1 192,1 185,1 195,1 0,2
439,1 195,1 192,1 196,1 423,1 543,1 427,1 0,1
439,1 543,1 514,1 427,1 192,1 374,1 195,1 0,1
189,1 185,1 374,1 423,1 192,1 195,1 0,0 0,1
549,2 543,2 514,3 542,1 0,0 0,0 0,0 0,1
439,1 185,1 192,1 514,1 427,1 195,1 423,1 0,1
439,1 423,1 196,1 374,1 427,1 185,1 542,1 0,1
189,1 427,1 0,0 0,0 0,0 0,0 0,0 0,1
189,1 514,1 0,0 0,0 0,0 0,0 0,0 0,1
439,1 192,1 514,1 196,1 423,1 195,1 185,1 0,1
439,1 427,1 195,1 196,1 374,1 185,1 423,1 0,1
439,1 423,1 195,1 185,1 196,1 427,1 192,1 0,1
