224,2 348,2 414,2 344,2 343,3 457,2 411,3 1,1
442,1 348,2 450,1 428,1 0,0 0,0 0,0 1,1
224,1 348,1 414,1 415,1 417,1 346,1 409,1 1,1
552,1 339,1 519,1 543,1 0,0 0,0 0,0 1,1
552,1 339,1 543,1 337,1 0,0 0,0 0,0 1,1
224,1 436,1 424,1 525,1 457,1 357,1 346,1 1,1
552,1 542,1 514,1 330,1 543,1 0,0 0,0 1,1
224,1 348,1 346,1 426,1 161,1 158,1 163,1 1,1
552,1 533,1 540,1 0,0 0,0 0,0 0,0 1,1
552,1 542,1 514,1 546,1 312,1 543,1 0,0 1,1
552,1 305,1 519,1 543,1 0,0 0,0 0,0 1,1
224,1 348,1 424,1 158,1 435,1 395,1 0,0 1,1
442,1 436,1 525,2 351,2 457,1 357,1 364,1 1,1
224,1 348,1 344,1 424,1 555,1 411,1 351,1 1,1
291,1 348,2 422,1 457,2 411,3 351,2 346,2 1,1
442,1 348,1 436,1 420,1 415,2 344,2 422,1 1,1
224,1 361,1 341,1 359,1 358,1 346,1 356,1 1,1
552,1 542,1 514,1 543,1 312,1 0,0 0,0 3,3
224,1 514,1 544,1 349,1 543,1 0,0 0,0 1,1
224,1 542,1 342,1 359,1 358,1 424,1 490,1 1,1
224,1 162,1 426,1 402,1 161,1 163,1 395,1 1,1
224,1 348,1 346,1 426,1 402,1 158,1 163,1 49,73
224,1 348,1 426,1 427,1 161,1 158,1 163,1 2,3
224,1 348,1 161,1 163,1 158,1 346,1 395,1 5,8
224,1 514,1 184,1 542,1 371,1 346,1 367,1 16,27
224,1 348,1 346,1 158,1 395,1 161,1 163,1 4,7
224,1 348,1 426,1 402,1 161,1 158,1 395,1 11,20
224,1 348,1 409,1 414,1 415,1 417,1 346,1 12,22
552,1 542,1 514,1 543,1 513,1 0,0 0,0 7,13
224,1 348,1 542,1 359,1 525,1 358,1 346,1 4,8
552,1 542,1 526,1 543,1 527,1 0,0 0,0 1,2
552,1 533,1 543,1 0,0 0,0 0,0 0,0 1,2
442,1 436,1 459,1 387,2 338,2 448,1 386,2 1,2
552,1 542,1 514,1 543,1 546,1 513,1 0,0 1,2
224,1 348,1 542,1 333,1 395,1 346,1 0,0 1,2
224,1 255,1 158,1 161,1 163,1 0,0 0,0 4,8
224,1 542,1 533,1 414,1 344,1 411,1 343,1 4,8
224,1 356,1 354,1 141,1 138,1 357,1 361,1 4,9
224,1 426,1 162,1 161,1 424,1 158,1 163,1 8,19
224,1 162,1 161,1 426,1 424,1 158,1 163,1 5,12
224,1 361,1 341,1 359,1 424,1 525,1 542,1 2,5
224,1 361,1 357,1 359,1 458,1 364,1 282,1 3,8
224,1 348,1 341,1 525,1 357,1 346,1 0,0 3,9
552,1 533,1 532,1 0,0 0,0 0,0 0,0 1,3
224,1 348,1 357,1 138,1 359,1 358,1 346,1 1,5
224,1 424,1 426,1 162,1 161,1 158,1 163,1 0,3
503,1 453,2 366,1 351,1 424,1 357,2 445,1 0,1
224,1 348,1 341,1 359,1 525,1 358,1 546,1 0,1
200,1 348,1 424,1 357,2 490,1 273,1 351,1 0,1
552,1 409,1 0,0 0,0 0,0 0,0 0,0 0,6
224,1 348,1 353,1 359,1 358,1 360,1 426,1 0,1
552,2 542,2 526,3 543,2 525,1 0,0 0,0 0,1
224,1 348,1 546,1 414,1 415,1 417,1 346,1 0,1
442,1 348,2 347,2 424,1 457,2 351,2 426,2 0,1
262,2 348,2 420,2 490,3 415,2 344,2 346,2 0,1
224,1 348,1 160,1 426,1 402,1 158,1 163,1 0,1
552,1 542,1 0,0 0,0 0,0 0,0 0,0 0,2
224,1 413,1 409,1 542,1 421,1 414,1 344,1 0,1
224,1 348,1 337,1 338,1 457,1 351,1 0,0 0,1
503,2 348,2 459,2 457,1 387,2 338,3 0,0 0,1
224,1 361,1 542,1 359,1 358,1 196,1 139,1 0,1
224,2 348,1 387,1 457,2 351,2 337,2 172,1 0,1
442,1 348,2 555,3 457,2 359,2 351,2 490,3 0,1
442,1 348,2 409,3 414,2 415,2 417,2 346,1 0,1
552,2 315,1 371,3 457,2 367,3 0,0 0,0 0,1
442,1 348,2 347,2 490,3 457,2 346,2 427,1 0,1
552,1 542,1 514,1 543,1 544,1 0,0 0,0 0,1
442,1 348,2 397,3 399,3 402,2 426,3 0,0 0,1
224,1 348,1 347,1 351,1 457,1 379,1 380,1 0,1
552,1 367,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 409,1 343,1 345,1 346,1 351,1 457,1 0,1
224,1 346,1 348,1 409,1 414,1 415,1 417,1 0,1
442,1 348,2 436,1 420,1 415,2 344,2 422,1 0,1
552,2 533,2 532,2 0,0 0,0 0,0 0,0 0,1
291,1 226,3 379,1 424,1 179,1 0,0 0,0 0,1
552,2 533,2 543,2 0,0 0,0 0,0 0,0 0,1
224,1 348,1 426,1 359,1 357,1 138,1 457,1 0,1
224,1 348,1 395,1 346,1 158,1 161,1 163,1 0,1
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 514,1 184,1 371,1 424,1 542,1 0,0 0,2
552,2 533,3 540,1 0,0 0,0 0,0 0,0 0,2
552,1 541,1 514,1 543,1 544,1 0,0 0,0 0,1
224,1 346,1 348,1 426,1 402,1 158,1 163,1 0,3
552,2 542,1 514,2 543,2 513,1 0,0 0,0 0,1
224,1 348,1 409,1 411,1 415,1 344,1 351,1 0,1
224,1 160,1 162,1 542,1 402,1 161,1 395,1 0,1
240,2 348,2 538,1 424,3 351,2 462,1 0,0 0,1
