261,2 343,3 455,1 411,3 351,2 414,1 409,3 1,1
441,2 343,2 420,2 422,1 415,1 414,2 427,1 1,1
156,2 422,1 409,3 415,2 150,1 411,3 414,1 1,1
261,2 343,3 276,1 455,2 420,1 415,2 0,0 1,1
156,2 422,1 409,3 415,1 150,1 411,3 414,1 1,1
261,1 412,1 422,1 420,1 411,1 414,1 351,1 1,1
261,1 343,1 409,1 153,1 420,1 414,1 237,1 1,1
261,1 412,1 422,1 420,1 276,1 414,1 351,1 1,1
261,2 409,2 412,3 415,1 411,1 414,2 0,0 1,1
156,2 343,3 409,1 411,1 415,1 351,2 0,0 1,1
441,1 409,1 455,1 414,1 343,1 416,1 0,0 1,1
156,2 422,1 409,3 415,2 150,1 411,3 414,2 1,1
502,2 343,3 455,3 414,3 411,3 351,2 422,1 1,1
441,2 409,3 455,2 411,3 414,2 344,2 422,1 1,1
156,2 409,3 412,3 414,1 415,1 351,2 0,0 1,1
441,1 147,1 410,1 149,1 427,1 0,0 0,0 1,1
551,2 422,1 542,2 320,1 0,0 0,0 0,0 1,1
261,1 422,1 409,1 426,1 455,1 411,1 485,1 26,32
261,1 409,1 412,1 415,1 411,1 414,1 0,0 16,26
156,1 343,1 409,1 455,1 411,1 351,1 414,1 2,4
441,2 413,3 423,3 422,1 0,0 0,0 0,0 1,2
441,2 409,3 411,3 414,2 343,1 344,1 0,0 1,2
156,1 409,1 412,1 414,1 415,1 411,1 0,0 1,2
156,1 409,1 412,1 414,1 411,1 415,1 0,0 1,2
156,1 413,1 151,1 0,0 0,0 0,0 0,0 1,2
156,1 409,1 415,1 150,1 411,1 414,1 0,0 1,2
156,1 343,1 455,1 409,1 351,1 411,1 414,1 20,45
156,1 412,1 409,1 345,1 414,1 0,0 0,0 5,12
156,1 409,1 426,1 424,1 150,1 411,1 414,1 16,40
156,1 409,1 412,1 415,1 411,1 414,1 0,0 15,39
156,1 422,1 409,1 415,1 150,1 411,1 414,1 17,45
156,1 343,1 409,1 150,1 411,1 414,1 427,1 7,20
156,1 343,1 455,1 411,1 351,1 414,1 426,1 3,9
156,1 426,1 409,1 424,1 150,1 411,1 414,1 21,67
156,1 343,1 409,1 411,1 414,1 351,1 427,1 3,10
156,1 413,1 415,1 411,1 0,0 0,0 0,0 2,7
156,1 413,1 345,1 0,0 0,0 0,0 0,0 1,4
441,1 455,1 409,1 414,1 411,1 351,1 426,1 1,4
156,1 409,1 343,1 414,1 415,1 0,0 0,0 2,8
551,1 544,1 542,1 0,0 0,0 0,0 0,0 2,10
156,1 412,1 409,1 414,1 411,1 415,1 0,0 1,5
551,1 544,1 0,0 0,0 0,0 0,0 0,0 1,6
441,1 532,1 542,1 409,1 0,0 0,0 0,0 1,6
441,1 533,1 191,1 0,0 0,0 0,0 0,0 0,4
441,1 409,1 190,1 191,1 0,0 0,0 0,0 0,2
441,1 343,1 415,1 149,1 0,0 0,0 0,0 0,1
441,2 413,3 351,2 542,1 0,0 0,0 0,0 0,1
261,2 422,1 455,2 420,2 237,1 153,1 154,1 0,1
261,2 422,1 409,1 426,1 455,2 411,1 485,3 0,1
156,1 409,1 351,1 414,1 426,1 427,1 0,0 0,2
441,2 413,3 414,2 415,2 0,0 0,0 0,0 0,5
156,1 409,1 414,1 411,1 150,1 415,1 0,0 0,1
551,1 544,1 541,1 0,0 0,0 0,0 0,0 0,1
551,1 343,1 320,1 409,1 0,0 0,0 0,0 0,1
156,1 409,1 413,1 426,1 411,1 414,1 0,0 0,3
156,2 409,2 412,2 415,1 411,2 414,2 0,0 0,1
441,1 533,1 424,1 0,0 0,0 0,0 0,0 0,1
441,1 409,1 411,1 414,1 343,1 344,1 0,0 0,1
441,1 533,1 150,1 0,0 0,0 0,0 0,0 0,1
156,1 343,1 409,1 411,1 345,1 0,0 0,0 0,1
441,1 428,1 544,1 149,1 0,0 0,0 0,0 0,1
156,1 409,1 343,1 150,1 411,1 414,1 427,1 0,2
441,1 544,1 415,1 149,1 0,0 0,0 0,0 0,3
441,1 409,1 544,1 150,1 149,1 0,0 0,0 0,1
156,1 343,1 409,1 345,1 426,1 414,1 0,0 0,3
156,1 343,1 344,1 411,1 414,1 427,1 0,0 0,2
156,2 542,2 533,3 409,3 0,0 0,0 0,0 0,1
441,1 152,1 410,1 0,0 0,0 0,0 0,0 0,1
502,2 343,3 411,3 415,2 351,2 422,1 0,0 0,1
441,1 544,1 193,1 427,1 0,0 0,0 0,0 0,1
156,1 413,1 426,1 415,1 414,1 0,0 0,0 0,4
441,2 152,1 429,1 0,0 0,0 0,0 0,0 0,3
441,1 409,1 152,1 412,1 0,0 0,0 0,0 0,1
463,1 343,3 414,2 351,2 411,3 422,1 0,0 0,1
441,2 413,3 415,2 427,2 0,0 0,0 0,0 0,1
156,1 349,1 351,1 0,0 0,0 0,0 0,0 0,2
441,2 460,1 542,1 414,2 422,1 0,0 0,0 0,1
502,1 343,1 411,1 415,1 351,1 422,1 0,0 0,1
156,2 343,3 412,3 411,3 455,2 351,2 422,1 0,1
441,1 147,1 428,1 410,1 0,0 0,0 0,0 0,1
441,2 413,3 414,2 415,2 422,1 0,0 0,0 0,3
551,2 542,2 320,2 0,0 0,0 0,0 0,0 0,1
261,1 533,1 542,1 409,1 0,0 0,0 0,0 0,1
551,2 544,2 542,1 0,0 0,0 0,0 0,0 0,1
502,2 533,2 420,2 426,1 0,0 0,0 0,0 0,1
551,2 544,1 542,2 0,0 0,0 0,0 0,0 0,1
441,1 413,1 411,1 351,1 0,0 0,0 0,0 0,1
441,2 409,3 410,3 455,2 412,3 343,3 0,0 0,1
156,1 343,1 409,1 411,1 414,1 427,1 150,1 0,1
441,1 412,1 343,1 417,1 409,1 0,0 0,0 0,1
156,1 343,1 409,1 414,1 345,1 426,1 0,0 0,1
551,1 532,1 0,0 0,0 0,0 0,0 0,0 0,1
156,1 412,1 409,1 411,1 343,1 0,0 0,0 0,1
441,1 533,1 351,1 0,0 0,0 0,0 0,0 0,1
441,2 343,3 409,2 485,3 411,1 0,0 0,0 0,1
261,2 426,2 409,3 150,1 351,1 411,3 414,2 0,1
239,1 542,1 351,2 150,1 422,1 0,0 0,0 0,1
441,2 428,1 152,1 0,0 0,0 0,0 0,0 0,2
156,1 413,1 409,1 414,1 411,1 426,1 0,0 0,1
156,1 409,1 455,1 414,1 420,1 415,1 427,1 0,1
441,1 343,1 426,1 422,1 351,1 344,1 414,1 0,2
441,1 152,1 196,1 0,0 0,0 0,0 0,0 0,1
441,1 425,1 409,1 411,1 426,1 0,0 0,0 0,1
441,1 409,1 411,1 426,1 427,1 195,1 0,0 0,1
441,1 413,1 423,1 0,0 0,0 0,0 0,0 0,1
441,1 190,1 191,1 426,1 0,0 0,0 0,0 0,1
551,2 544,2 0,0 0,0 0,0 0,0 0,0 0,1
441,1 425,1 147,1 426,1 0,0 0,0 0,0 0,1
441,1 409,1 413,1 414,1 426,1 149,1 0,0 0,1
551,2 343,2 320,1 426,2 0,0 0,0 0,0 0,1
156,1 542,1 533,1 409,1 0,0 0,0 0,0 0,1
441,1 343,1 344,1 417,1 0,0 0,0 0,0 0,1
156,1 409,1 460,1 411,1 414,1 0,0 0,0 0,1
