261,2 288,1 153,2 448,1 420,2 0,0 0,0 1,1
261,1 345,1 430,1 0,0 0,0 0,0 0,0 1,1
551,2 415,1 345,1 0,0 0,0 0,0 0,0 1,1
156,1 194,1 415,1 430,1 0,0 0,0 0,0 1,1
156,1 420,1 194,1 415,1 418,1 0,0 0,0 3,4
441,1 529,1 0,0 0,0 0,0 0,0 0,0 10,18
441,1 345,1 415,1 0,0 0,0 0,0 0,0 3,6
441,2 430,1 448,1 415,2 0,0 0,0 0,0 1,2
156,2 345,2 415,2 0,0 0,0 0,0 0,0 1,2
156,1 529,1 418,1 0,0 0,0 0,0 0,0 8,16
441,2 529,1 0,0 0,0 0,0 0,0 0,0 6,13
156,1 415,1 345,1 418,1 0,0 0,0 0,0 59,129
156,1 529,1 0,0 0,0 0,0 0,0 0,0 5,11
156,1 345,1 420,1 415,1 0,0 0,0 0,0 5,12
156,1 420,1 345,1 415,1 0,0 0,0 0,0 41,99
551,2 529,1 0,0 0,0 0,0 0,0 0,0 4,10
441,2 430,1 345,1 0,0 0,0 0,0 0,0 4,10
156,1 194,1 528,1 415,1 0,0 0,0 0,0 2,5
156,1 345,1 418,1 415,1 0,0 0,0 0,0 20,57
441,2 345,2 415,2 0,0 0,0 0,0 0,0 1,3
441,2 415,2 345,2 0,0 0,0 0,0 0,0 1,3
156,1 194,1 429,1 415,1 0,0 0,0 0,0 3,10
551,1 529,1 0,0 0,0 0,0 0,0 0,0 3,10
441,1 429,1 194,1 415,1 0,0 0,0 0,0 2,7
551,1 415,1 345,1 0,0 0,0 0,0 0,0 2,7
156,1 345,1 415,1 420,1 0,0 0,0 0,0 2,8
156,1 345,1 415,1 0,0 0,0 0,0 0,0 5,20
156,1 194,1 415,1 429,1 0,0 0,0 0,0 15,61
441,1 415,1 429,1 194,1 0,0 0,0 0,0 2,9
441,2 415,1 345,1 0,0 0,0 0,0 0,0 1,5
441,2 430,1 345,2 0,0 0,0 0,0 0,0 8,52
156,1 415,1 194,1 429,1 0,0 0,0 0,0 2,13
551,1 415,1 429,1 0,0 0,0 0,0 0,0 1,7
551,1 345,1 415,1 0,0 0,0 0,0 0,0 1,7
441,1 194,1 429,1 415,1 0,0 0,0 0,0 1,9
441,1 194,1 415,1 429,1 0,0 0,0 0,0 1,9
441,1 415,1 345,1 0,0 0,0 0,0 0,0 2,18
551,1 345,1 0,0 0,0 0,0 0,0 0,0 2,19
441,1 345,1 0,0 0,0 0,0 0,0 0,0 1,11
441,2 415,1 345,2 0,0 0,0 0,0 0,0 1,16
156,1 429,1 194,1 415,1 0,0 0,0 0,0 1,17
441,1 415,1 194,1 429,1 0,0 0,0 0,0 1,18
502,1 486,1 496,1 0,0 0,0 0,0 0,0 0,1
441,2 429,1 415,2 194,1 0,0 0,0 0,0 0,8
261,1 270,1 486,1 0,0 0,0 0,0 0,0 0,2
441,1 429,1 415,1 194,1 0,0 0,0 0,0 0,6
551,1 415,1 0,0 0,0 0,0 0,0 0,0 0,2
551,2 345,2 0,0 0,0 0,0 0,0 0,0 0,1
441,2 430,1 448,1 415,1 0,0 0,0 0,0 0,1
441,2 429,2 194,1 415,2 0,0 0,0 0,0 0,1
156,2 420,1 345,2 415,1 0,0 0,0 0,0 0,2
441,1 429,1 0,0 0,0 0,0 0,0 0,0 0,1
441,2 429,1 415,1 194,1 0,0 0,0 0,0 0,1
551,2 415,1 194,1 0,0 0,0 0,0 0,0 0,1
441,2 420,1 429,1 415,2 0,0 0,0 0,0 0,1
156,1 415,1 0,0 0,0 0,0 0,0 0,0 0,1
441,2 429,2 415,2 194,1 0,0 0,0 0,0 0,2
441,2 345,1 415,2 0,0 0,0 0,0 0,0 0,1
156,1 415,1 345,1 0,0 0,0 0,0 0,0 0,4
156,1 194,1 415,1 0,0 0,0 0,0 0,0 0,2
156,1 194,1 415,1 528,1 0,0 0,0 0,0 0,2
156,2 420,2 345,2 415,1 0,0 0,0 0,0 0,1
441,2 429,2 415,2 194,2 0,0 0,0 0,0 0,1
261,1 421,1 345,1 0,0 0,0 0,0 0,0 0,1
156,1 415,1 194,1 528,1 0,0 0,0 0,0 0,1
441,1 194,1 0,0 0,0 0,0 0,0 0,0 0,1
156,1 345,1 194,1 0,0 0,0 0,0 0,0 0,2
441,2 345,2 415,1 0,0 0,0 0,0 0,0 0,1
551,2 345,1 0,0 0,0 0,0 0,0 0,0 0,4
441,2 430,2 345,1 0,0 0,0 0,0 0,0 0,1
441,2 415,2 345,1 0,0 0,0 0,0 0,0 0,1
551,1 415,1 320,1 0,0 0,0 0,0 0,0 0,1
441,2 194,1 415,2 429,1 0,0 0,0 0,0 0,4
551,1 429,1 0,0 0,0 0,0 0,0 0,0 0,1
156,2 420,1 345,2 415,2 0,0 0,0 0,0 0,1
156,2 345,1 420,1 415,1 0,0 0,0 0,0 0,1
441,1 194,1 528,1 0,0 0,0 0,0 0,0 0,1
156,1 345,1 415,1 418,1 0,0 0,0 0,0 0,1
