291,1 443,1 387,2 338,2 276,2 280,2 237,2 1,1
552,2 376,1 514,3 315,1 542,2 367,1 0,0 1,1
442,1 342,1 341,2 360,1 358,1 353,1 362,1 1,1
224,1 342,1 354,1 359,1 360,1 358,1 356,1 1,1
224,1 413,1 409,1 345,1 415,1 417,1 153,1 1,1
552,1 339,1 542,1 541,1 519,1 337,1 0,0 1,1
442,1 342,1 366,1 523,1 362,2 357,3 0,0 1,1
552,1 514,1 315,1 542,1 371,1 275,1 183,1 1,1
552,1 339,1 543,1 544,1 0,0 0,0 0,0 1,1
552,1 339,1 542,1 543,1 544,1 0,0 0,0 1,1
442,1 331,3 436,1 402,1 491,1 396,3 400,1 1,1
552,1 515,1 543,1 544,1 0,0 0,0 0,0 1,1
552,1 305,1 541,1 543,1 519,1 0,0 0,0 1,1
552,1 545,1 542,1 543,1 519,1 0,0 0,0 1,1
224,1 343,1 344,1 345,1 349,1 0,0 0,0 1,1
224,1 542,1 533,1 345,1 344,1 424,1 411,1 23,43
224,1 539,1 162,1 424,1 402,1 161,1 163,1 33,65
224,1 162,1 539,1 402,1 161,1 424,1 163,1 1,2
224,1 348,1 395,1 346,1 402,1 163,1 161,1 3,6
552,1 544,1 539,1 543,1 537,1 541,1 0,0 1,2
224,1 409,1 542,1 345,1 415,1 531,1 417,1 2,4
224,1 348,1 411,1 345,1 344,1 531,1 0,0 1,2
442,1 343,3 436,1 420,1 421,1 344,2 419,1 1,2
224,1 348,1 395,1 402,1 161,1 158,1 163,1 3,9
224,1 343,1 542,1 345,1 531,1 415,1 417,1 1,4
552,1 514,1 543,1 544,1 0,0 0,0 0,0 1,4
224,1 361,1 354,1 359,1 141,1 138,1 357,1 6,31
224,1 162,1 539,1 424,1 402,1 161,1 163,1 0,2
224,1 162,1 428,1 400,1 402,1 161,1 163,1 0,1
224,2 348,2 514,1 371,2 457,1 351,1 252,1 0,1
224,1 343,1 348,1 427,1 345,1 415,1 417,1 0,1
224,1 162,1 400,1 163,1 161,1 158,1 402,1 0,3
552,2 348,2 347,2 443,1 280,2 169,3 381,3 0,1
442,1 443,1 450,1 452,3 387,2 382,3 394,1 0,1
552,1 426,1 0,0 0,0 0,0 0,0 0,0 0,6
503,1 436,1 379,1 371,1 237,1 510,1 541,1 0,1
224,1 348,1 346,1 395,1 163,1 402,1 161,1 0,1
442,1 348,2 347,2 349,3 0,0 0,0 0,0 0,1
291,1 542,1 533,3 529,1 448,1 0,0 0,0 0,1
552,1 514,1 543,1 513,1 544,1 0,0 0,0 0,2
442,1 339,1 348,2 346,2 423,3 171,1 394,1 0,1
224,1 426,1 351,1 436,1 433,1 542,1 346,1 0,1
224,1 184,1 183,1 179,1 371,1 424,1 185,1 0,3
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,5
552,1 514,1 543,1 0,0 0,0 0,0 0,0 0,1
224,1 353,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 539,1 436,1 402,1 406,1 292,1 448,1 0,1
