291,1 443,1 462,1 273,3 555,1 385,3 394,1 1,1
224,2 348,2 344,2 346,2 414,1 457,2 0,0 2,2
224,1 184,1 427,1 183,1 371,1 346,1 0,0 1,1
224,1 180,1 375,1 179,1 457,1 183,1 0,0 5,5
552,1 544,1 312,1 513,1 0,0 0,0 0,0 2,2
224,1 348,1 248,1 346,1 163,1 400,1 0,0 1,1
442,1 348,2 347,2 371,3 346,2 0,0 0,0 2,2
442,1 348,2 347,2 483,2 408,1 346,2 0,0 1,1
442,1 388,2 394,1 452,3 382,3 346,2 392,1 2,2
442,1 443,1 427,2 346,2 382,3 392,1 389,2 1,1
442,1 348,2 347,2 408,1 427,2 400,2 346,2 2,2
442,1 348,2 347,2 457,2 346,2 427,2 0,0 1,1
224,2 348,2 180,1 179,3 371,3 0,0 0,0 1,1
200,1 348,2 347,2 422,1 415,2 344,2 346,2 1,1
442,1 413,3 347,2 344,2 415,2 414,2 0,0 1,1
224,1 348,1 341,1 138,1 457,1 364,1 366,1 1,1
442,1 348,2 457,2 485,3 346,2 0,0 0,0 1,1
442,1 348,2 344,2 419,1 0,0 0,0 0,0 1,1
442,1 348,1 344,2 415,1 420,1 346,1 0,0 1,1
442,1 348,2 347,2 415,2 344,2 422,1 0,0 1,1
291,1 339,1 385,3 457,1 0,0 0,0 0,0 1,1
291,1 199,1 364,2 138,3 366,1 555,3 273,1 1,1
552,1 544,1 521,1 307,1 0,0 0,0 0,0 1,1
552,1 544,1 305,1 0,0 0,0 0,0 0,0 1,1
291,1 348,2 347,2 248,3 457,2 408,1 0,0 1,1
442,1 348,2 422,1 420,1 415,1 344,2 346,2 1,1
442,1 348,2 347,2 344,2 427,2 346,2 0,0 1,1
224,1 184,1 272,1 371,1 427,1 346,1 0,0 1,1
442,1 348,1 344,2 419,1 0,0 0,0 0,0 1,1
442,1 348,2 414,2 415,2 417,2 0,0 0,0 1,1
224,1 348,1 344,1 457,1 555,1 414,1 0,0 206,263
442,1 348,2 347,2 392,1 382,3 346,2 394,1 2,3
552,1 544,1 339,1 0,0 0,0 0,0 0,0 2,3
224,1 184,1 179,1 371,1 346,1 0,0 0,0 2,3
224,1 348,1 344,1 415,1 346,1 414,1 0,0 6,9
224,1 348,1 172,1 457,1 385,1 0,0 0,0 87,132
224,1 184,1 179,1 371,1 427,1 0,0 0,0 14,22
224,1 348,1 341,1 427,1 346,1 458,1 0,0 3,5
224,1 184,1 183,1 427,1 371,1 346,1 0,0 15,25
224,1 348,1 344,1 346,1 417,1 0,0 0,0 7,13
224,1 348,1 430,1 427,1 400,1 0,0 0,0 8,15
224,1 515,1 544,1 0,0 0,0 0,0 0,0 1,2
224,1 348,1 344,1 346,1 427,1 414,1 149,1 3,6
224,1 348,1 398,1 346,1 400,1 163,1 0,0 8,16
552,1 544,1 515,1 0,0 0,0 0,0 0,0 1,2
224,1 348,1 339,1 346,1 427,1 0,0 0,0 1,2
224,1 184,1 183,1 371,1 427,1 346,1 0,0 1,2
224,1 184,1 371,1 346,1 457,1 0,0 0,0 4,8
224,1 180,1 348,1 179,1 346,1 457,1 0,0 2,4
224,1 348,1 354,1 427,1 341,1 346,1 0,0 4,9
224,1 184,1 183,1 179,1 371,1 0,0 0,0 6,14
224,1 348,1 371,1 346,1 427,1 180,1 0,0 2,5
552,1 544,1 527,1 525,1 0,0 0,0 0,0 2,5
224,1 348,1 457,1 458,1 138,1 346,1 0,0 1,3
224,1 348,1 385,1 346,1 382,1 0,0 0,0 1,3
224,1 184,1 196,1 371,1 346,1 0,0 0,0 1,3
224,1 184,1 371,1 427,1 346,1 183,1 0,0 1,3
552,1 544,1 339,1 452,1 0,0 0,0 0,0 1,3
224,1 348,1 341,1 525,1 346,1 427,1 0,0 6,25
224,1 348,1 414,1 415,1 417,1 0,0 0,0 4,19
224,1 348,1 341,1 138,1 457,1 346,1 0,0 1,5
224,1 544,1 0,0 0,0 0,0 0,0 0,0 1,9
224,1 348,1 344,1 346,1 414,1 457,1 0,0 0,4
224,1 342,1 341,1 346,1 525,1 427,1 0,0 0,1
224,1 348,1 399,1 346,1 427,1 163,1 0,0 0,1
224,1 348,1 371,1 346,1 427,1 183,1 0,0 0,2
224,2 348,1 414,1 415,1 417,1 0,0 0,0 0,2
240,1 348,1 347,1 344,1 414,1 457,1 0,0 0,1
224,2 348,1 344,1 346,1 414,2 457,1 0,0 0,1
224,1 348,1 385,1 427,1 346,1 172,1 0,0 0,4
442,1 348,1 457,1 344,1 414,1 555,3 0,0 0,1
552,1 180,1 315,1 371,1 0,0 0,0 0,0 0,1
442,1 348,1 457,1 414,1 422,1 344,1 346,1 0,1
224,1 348,1 371,1 513,1 346,1 0,0 0,0 0,1
224,1 348,1 354,1 341,1 139,1 0,0 0,0 0,2
442,1 413,1 427,1 415,1 414,1 417,1 0,0 0,1
224,1 348,1 172,1 385,1 427,1 346,1 0,0 0,4
224,1 184,1 371,1 179,1 346,1 0,0 0,0 0,1
442,1 348,1 457,2 344,2 415,1 0,0 0,0 0,1
442,1 443,1 339,1 346,1 392,1 394,1 172,1 0,1
442,1 348,1 347,1 371,1 346,1 0,0 0,0 0,1
224,1 348,1 344,1 415,1 414,1 346,1 0,0 0,3
224,1 348,1 346,1 519,1 172,1 427,1 0,0 0,2
224,1 180,1 368,1 179,1 183,1 457,1 427,1 0,1
262,1 348,1 341,1 346,1 430,1 0,0 0,0 0,1
224,1 348,1 415,1 414,1 457,1 346,1 0,0 0,1
442,1 348,1 347,2 392,1 385,1 0,0 0,0 0,1
224,1 348,1 179,1 346,1 427,1 457,1 0,0 0,1
224,1 348,1 183,1 457,1 346,1 179,1 0,0 0,1
552,2 343,3 555,3 330,1 417,2 422,1 0,0 0,1
224,1 348,1 371,1 427,1 346,1 0,0 0,0 0,1
552,2 544,3 527,3 525,1 0,0 0,0 0,0 0,1
552,2 544,2 527,2 525,1 0,0 0,0 0,0 0,1
442,1 343,1 344,1 414,1 415,1 423,1 346,1 0,1
552,2 544,2 527,3 525,1 0,0 0,0 0,0 0,1
224,1 343,1 348,1 344,1 346,1 414,1 149,1 0,1
224,1 348,1 347,1 346,1 344,1 420,1 0,0 0,1
552,1 544,1 513,1 515,1 0,0 0,0 0,0 0,2
552,1 544,1 521,1 0,0 0,0 0,0 0,0 0,2
224,1 180,1 0,0 0,0 0,0 0,0 0,0 0,1
552,1 541,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 348,1 180,1 179,1 371,1 0,0 0,0 0,1
224,1 348,1 343,1 344,1 346,1 414,1 427,1 0,1
224,1 427,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 343,1 0,0 0,0 0,0 0,0 0,0 0,1
552,1 339,1 385,1 392,1 307,1 0,0 0,0 0,1
224,1 348,1 385,1 382,1 346,1 0,0 0,0 0,1
442,1 348,2 347,2 366,1 341,2 364,1 346,2 0,1
224,1 348,1 346,1 414,1 457,1 344,1 0,0 0,2
