442,1 340,3 426,3 436,1 359,2 256,1 358,2 1,1
224,1 542,1 184,1 371,1 424,1 427,1 346,1 2,2
442,1 412,3 343,3 345,2 415,1 417,2 346,2 1,1
224,2 412,3 343,3 346,2 345,1 415,2 417,2 1,1
552,1 542,1 513,1 543,1 546,1 544,1 0,0 1,1
552,1 542,1 532,1 543,1 0,0 0,0 0,0 1,1
291,1 348,2 424,1 344,1 417,2 0,0 0,0 1,1
224,1 514,1 184,1 371,1 424,1 183,1 378,1 2,2
442,1 348,2 347,2 344,2 417,1 346,2 422,1 1,1
442,1 348,2 344,2 414,2 415,2 417,2 0,0 1,1
442,1 412,3 343,3 345,2 415,2 417,2 346,2 1,1
552,1 339,1 520,1 519,1 0,0 0,0 0,0 1,1
552,1 544,1 514,1 513,1 329,1 0,0 0,0 1,1
554,1 348,2 385,3 387,2 338,2 394,1 0,0 1,1
224,2 380,1 542,2 184,1 371,3 424,1 513,2 2,2
291,1 348,2 409,3 420,2 344,2 417,2 422,1 1,1
224,1 514,1 184,1 371,1 424,1 346,1 378,1 1,1
552,1 542,1 514,1 543,1 544,1 313,1 0,0 1,1
552,1 180,1 514,1 315,1 371,1 426,1 0,0 1,1
224,1 514,1 184,1 371,1 424,1 426,1 542,1 1,1
552,1 367,1 514,1 315,1 371,1 378,1 0,0 1,1
552,1 339,1 542,1 521,1 0,0 0,0 0,0 5,6
224,1 514,1 184,1 371,1 424,1 427,1 346,1 4,5
224,1 412,1 343,1 346,1 345,1 415,1 417,1 14,18
224,1 542,1 348,1 415,1 417,1 346,1 546,1 6,8
224,1 514,1 184,1 424,1 371,1 427,1 346,1 3,4
224,1 184,1 185,1 424,1 371,1 346,1 427,1 21,29
224,1 184,1 427,1 185,1 424,1 371,1 346,1 21,29
224,1 514,1 184,1 371,1 424,1 513,1 0,0 38,56
224,1 542,1 184,1 371,1 424,1 513,1 0,0 218,330
224,1 380,1 542,1 184,1 371,1 424,1 513,1 11,17
224,1 542,1 184,1 371,1 424,1 346,1 427,1 9,14
224,1 343,1 542,1 345,1 415,1 417,1 346,1 7,11
224,1 542,1 184,1 371,1 424,1 514,1 367,1 7,11
224,1 514,1 184,1 371,1 424,1 346,1 427,1 62,107
224,1 514,1 184,1 371,1 424,1 427,1 183,1 38,68
224,1 343,1 409,1 414,1 345,1 415,1 417,1 15,27
224,1 348,1 542,1 402,1 346,1 427,1 424,1 6,11
224,1 348,1 353,1 359,1 346,1 360,1 358,1 10,19
224,1 348,1 537,1 546,1 402,1 161,1 346,1 1,2
552,1 544,1 514,1 512,1 513,1 0,0 0,0 1,2
