442,1 436,1 394,1 351,2 337,3 169,1 0,0 1,1
224,1 136,1 426,1 359,1 138,1 357,1 0,0 2,2
224,1 361,1 230,1 359,1 346,1 0,0 0,0 1,1
224,1 353,1 230,1 359,1 138,1 357,1 0,0 1,1
442,1 348,2 490,3 367,1 0,0 0,0 0,0 1,1
442,1 436,1 546,1 341,2 346,2 0,0 0,0 1,1
224,1 361,1 138,1 353,1 358,1 0,0 0,0 1,1
224,1 343,1 422,1 414,1 411,1 351,1 346,1 1,1
552,1 315,1 0,0 0,0 0,0 0,0 0,0 2,2
224,1 353,1 426,1 341,1 359,1 358,1 0,0 1,1
224,1 356,1 353,1 359,1 346,1 358,1 0,0 1,1
224,1 361,1 353,1 366,1 359,1 346,1 0,0 1,1
442,1 343,3 351,2 414,1 411,2 346,2 422,1 1,1
442,1 348,2 414,1 346,2 0,0 0,0 0,0 1,1
200,1 348,2 344,2 409,3 0,0 0,0 0,0 1,1
224,1 348,1 462,1 364,1 366,1 0,0 0,0 1,1
224,2 366,1 426,3 353,3 359,1 138,1 357,3 1,1
552,2 521,2 0,0 0,0 0,0 0,0 0,0 1,1
224,1 542,1 342,1 353,1 0,0 0,0 0,0 1,1
224,1 361,1 546,1 358,1 346,1 0,0 0,0 1,1
503,2 348,2 344,3 0,0 0,0 0,0 0,0 7,8
224,1 361,1 546,1 359,1 138,1 0,0 0,0 3,4
224,1 353,1 136,1 546,1 341,1 359,1 346,1 3,4
224,1 408,1 348,1 542,1 395,1 0,0 0,0 5,7
224,1 361,1 353,1 359,1 364,1 0,0 0,0 25,35
224,1 348,1 420,1 346,1 422,1 0,0 0,0 21,30
224,1 366,1 426,1 353,1 359,1 138,1 357,1 6,9
224,1 348,1 364,1 346,1 0,0 0,0 0,0 8,12
224,1 353,1 546,1 359,1 357,1 138,1 0,0 2,3
224,1 348,1 344,1 0,0 0,0 0,0 0,0 2,3
224,1 348,1 387,1 381,1 0,0 0,0 0,0 2,3
224,1 348,1 542,1 395,1 0,0 0,0 0,0 75,114
224,1 361,1 359,1 346,1 353,1 0,0 0,0 21,32
224,1 426,1 353,1 359,1 138,1 357,1 0,0 19,29
224,1 348,1 172,1 346,1 0,0 0,0 0,0 5,8
224,1 361,1 353,1 359,1 346,1 0,0 0,0 14,23
224,1 348,1 346,1 172,1 0,0 0,0 0,0 11,19
224,1 361,1 359,1 358,1 0,0 0,0 0,0 11,19
224,1 353,1 426,1 546,1 359,1 346,1 525,1 4,7
224,1 361,1 353,1 346,1 359,1 0,0 0,0 4,7
224,1 348,1 426,1 158,1 0,0 0,0 0,0 17,30
224,1 361,1 136,1 359,1 346,1 0,0 0,0 33,59
224,1 348,1 346,1 183,1 0,0 0,0 0,0 5,9
224,1 361,1 136,1 359,1 138,1 0,0 0,0 5,9
224,1 361,1 546,1 359,1 346,1 0,0 0,0 28,52
224,1 348,1 424,1 546,1 0,0 0,0 0,0 8,15
224,1 353,1 542,1 359,1 358,1 346,1 0,0 95,188
224,1 361,1 359,1 353,1 136,1 426,1 0,0 1,2
224,1 353,1 426,1 359,1 357,1 138,1 0,0 1,2
442,1 348,2 347,2 0,0 0,0 0,0 0,0 1,2
224,1 348,1 395,1 158,1 0,0 0,0 0,0 1,2
224,1 361,1 426,1 359,1 346,1 0,0 0,0 1,2
224,1 348,1 542,1 409,1 0,0 0,0 0,0 1,2
442,1 394,1 381,3 383,3 346,2 392,1 382,3 1,2
552,1 339,1 0,0 0,0 0,0 0,0 0,0 1,2
552,1 542,1 532,1 0,0 0,0 0,0 0,0 3,6
224,1 353,1 426,1 136,1 341,1 359,1 346,1 4,8
224,1 348,1 346,1 414,1 0,0 0,0 0,0 9,19
224,1 361,1 353,1 359,1 138,1 0,0 0,0 9,20
224,1 348,1 542,1 426,1 0,0 0,0 0,0 7,16
552,1 521,1 0,0 0,0 0,0 0,0 0,0 13,30
224,1 361,1 359,1 542,1 0,0 0,0 0,0 6,14
224,1 361,1 353,1 359,1 346,1 366,1 0,0 2,5
224,1 361,1 353,1 358,1 346,1 0,0 0,0 2,5
224,1 366,1 361,1 353,1 359,1 138,1 0,0 6,16
224,1 361,1 353,1 346,1 358,1 0,0 0,0 5,15
552,1 533,1 409,1 0,0 0,0 0,0 0,0 2,6
552,1 533,1 0,0 0,0 0,0 0,0 0,0 1,3
224,1 542,1 348,1 409,1 0,0 0,0 0,0 1,3
442,1 348,2 344,2 0,0 0,0 0,0 0,0 1,3
552,1 514,1 543,1 0,0 0,0 0,0 0,0 2,6
224,1 542,1 353,1 359,1 358,1 346,1 0,0 2,7
224,1 361,1 359,1 138,1 353,1 0,0 0,0 1,5
224,1 353,1 426,1 359,1 138,1 357,1 0,0 1,5
224,1 361,1 427,1 353,1 359,1 0,0 0,0 0,1
224,1 361,1 424,1 359,1 0,0 0,0 0,0 0,2
224,2 366,1 361,1 353,3 359,1 138,1 0,0 0,1
552,1 453,1 525,1 0,0 0,0 0,0 0,0 0,1
224,1 361,1 359,1 353,1 346,1 0,0 0,0 0,2
224,1 348,1 387,1 426,1 0,0 0,0 0,0 0,3
224,1 361,1 358,1 138,1 136,1 0,0 0,0 0,1
224,1 361,1 359,1 138,1 546,1 0,0 0,0 0,1
200,1 542,1 348,2 364,1 0,0 0,0 0,0 0,1
