291,1 436,1 486,3 415,1 345,2 418,1 153,1 1,1
291,1 339,1 474,1 389,1 352,1 175,2 0,0 1,1
552,2 433,1 420,2 415,2 429,2 430,1 0,0 1,1
552,2 429,1 436,1 194,1 430,1 0,0 0,0 1,1
224,2 436,1 448,1 338,2 429,2 430,1 389,2 1,1
552,2 436,1 448,1 338,2 429,2 430,2 519,2 1,1
552,2 436,1 448,1 345,2 429,2 430,1 528,1 1,1
552,2 194,1 359,1 448,1 141,1 493,1 324,1 1,1
442,1 492,1 493,1 406,2 402,2 0,0 0,0 1,1
291,1 436,1 198,1 204,1 448,1 256,1 458,1 1,1
503,1 436,1 373,1 430,1 371,1 194,1 513,1 1,1
552,1 339,1 0,0 0,0 0,0 0,0 0,0 2,3
552,2 519,1 0,0 0,0 0,0 0,0 0,0 1,2
552,1 372,1 429,1 371,1 183,1 194,1 373,1 1,3
552,1 429,1 415,1 194,1 0,0 0,0 0,0 3,12
552,2 429,1 415,1 194,1 0,0 0,0 0,0 1,5
552,1 519,1 0,0 0,0 0,0 0,0 0,0 1,5
552,1 345,1 0,0 0,0 0,0 0,0 0,0 3,16
224,1 373,1 371,1 513,1 372,1 183,1 0,0 0,1
262,2 436,1 448,1 415,2 429,2 430,1 496,1 0,1
552,1 430,1 429,1 448,1 0,0 0,0 0,0 0,1
554,1 407,1 433,1 402,2 429,1 0,0 0,0 0,1
224,1 372,1 513,1 371,1 373,1 0,0 0,0 0,1
552,1 528,1 0,0 0,0 0,0 0,0 0,0 0,1
554,1 433,1 371,3 373,2 429,1 336,1 0,0 0,1
442,1 339,1 250,1 519,1 338,2 429,1 0,0 0,1
552,1 345,1 415,1 194,1 0,0 0,0 0,0 0,1
554,1 433,1 407,1 402,2 429,1 0,0 0,0 0,1
554,1 433,1 513,1 373,2 429,1 336,1 0,0 0,1
552,1 345,1 415,1 429,1 0,0 0,0 0,0 0,1
224,1 373,1 371,1 513,1 194,1 183,1 0,0 0,2
224,1 373,1 513,1 372,1 371,1 183,1 0,0 0,1
552,1 172,1 0,0 0,0 0,0 0,0 0,0 0,1
552,1 338,1 0,0 0,0 0,0 0,0 0,0 0,1
442,1 492,1 430,1 496,1 371,1 0,0 0,0 0,1
552,1 345,1 415,1 0,0 0,0 0,0 0,0 0,1
442,1 436,1 365,1 433,1 362,1 0,0 0,0 0,1
262,1 339,1 250,1 293,1 338,1 429,1 389,1 0,1
552,1 345,1 415,1 194,1 429,1 0,0 0,0 0,1
200,1 492,1 339,1 436,1 430,1 0,0 0,0 0,1
503,1 345,1 429,1 415,1 418,1 0,0 0,0 0,1
