440,1 157,1 395,1 248,1 227,1 158,1 401,1 1,1
440,2 399,3 408,1 158,1 401,2 396,1 0,0 1,1
440,2 395,3 399,3 397,2 401,1 408,1 0,0 1,1
440,2 399,3 395,3 401,1 402,2 0,0 0,0 1,1
440,2 395,3 398,2 399,3 158,2 401,1 0,0 1,1
440,2 395,3 399,3 158,1 401,2 160,1 0,0 2,2
440,2 398,3 395,2 399,3 158,1 401,1 0,0 1,1
440,2 395,3 399,3 397,3 401,2 408,1 0,0 2,2
440,2 399,3 401,2 158,1 396,3 0,0 0,0 1,1
550,1 333,1 0,0 0,0 0,0 0,0 0,0 1,1
440,2 398,1 399,1 401,1 158,1 395,3 0,0 1,1
440,2 395,1 399,1 158,1 398,1 401,1 0,0 1,1
440,2 405,1 395,1 158,1 401,2 0,0 0,0 1,1
440,1 405,1 406,1 398,1 408,1 0,0 0,0 1,1
440,2 395,2 398,1 399,3 158,1 401,1 0,0 1,1
440,2 405,1 395,1 158,1 401,1 0,0 0,0 2,2
440,2 395,3 536,1 401,2 158,1 0,0 0,0 1,1
440,2 399,2 408,1 158,1 401,2 396,2 0,0 1,1
440,2 399,3 397,3 401,2 395,3 0,0 0,0 1,1
440,2 162,2 401,2 158,3 0,0 0,0 0,0 1,1
440,2 395,1 398,3 399,3 158,1 401,1 0,0 2,2
440,2 162,1 402,1 158,1 0,0 0,0 0,0 1,1
440,2 398,2 399,2 401,2 158,1 395,3 0,0 1,1
440,2 398,1 395,2 399,1 158,1 401,1 0,0 1,1
440,2 398,1 395,1 399,2 158,1 401,1 0,0 1,1
440,2 399,3 397,2 158,2 537,1 0,0 0,0 1,1
440,2 395,3 398,3 401,2 158,1 400,2 0,0 1,1
440,1 395,1 399,1 158,1 401,1 160,1 408,1 1,1
440,2 395,3 399,3 401,2 158,1 398,3 408,1 2,2
440,2 395,1 398,2 399,3 158,1 401,1 0,0 1,1
440,2 398,3 399,1 401,1 158,1 395,3 0,0 1,1
440,2 405,2 395,1 158,1 401,1 0,0 0,0 1,1
440,2 162,1 401,2 158,3 0,0 0,0 0,0 1,1
440,2 395,3 398,1 399,3 158,1 401,2 0,0 1,1
440,2 395,2 398,3 399,3 158,1 401,2 0,0 1,1
440,2 395,3 399,3 158,1 401,2 160,2 408,1 3,3
440,2 399,3 395,3 401,2 402,2 0,0 0,0 2,2
440,2 395,3 536,2 401,1 158,1 0,0 0,0 1,1
440,2 395,2 399,3 158,1 401,2 160,1 0,0 1,1
236,1 408,1 399,3 400,2 163,1 0,0 0,0 1,1
440,1 399,1 158,1 396,1 401,1 0,0 0,0 1,1
440,2 398,2 395,2 399,2 158,1 401,1 0,0 2,2
440,2 398,3 395,3 399,3 158,1 401,1 0,0 1,1
440,2 395,3 399,3 158,1 401,2 160,3 408,1 1,1
440,2 405,1 395,3 401,2 537,2 0,0 0,0 1,1
440,2 408,1 162,1 158,1 401,1 0,0 0,0 1,1
440,2 398,3 395,3 399,3 158,3 401,2 0,0 3,3
440,2 405,1 395,3 401,1 396,3 408,1 0,0 1,1
440,2 398,3 399,2 401,2 158,1 395,3 0,0 4,4
550,2 405,1 227,1 304,1 395,1 0,0 0,0 1,1
236,1 395,3 408,1 248,3 396,3 160,3 400,2 1,1
167,1 396,1 162,1 158,1 395,1 160,1 0,0 1,1
440,2 395,3 399,3 158,1 401,2 398,1 0,0 1,1
440,2 399,3 397,2 401,2 395,3 408,1 0,0 1,1
440,2 395,3 157,2 401,1 158,2 396,3 0,0 1,1
440,2 162,1 408,1 158,1 401,2 0,0 0,0 1,1
440,2 395,3 399,3 158,3 401,2 160,3 0,0 12,13
440,2 395,3 398,3 399,3 158,3 401,2 0,0 4,5
440,2 405,1 395,2 158,1 401,1 0,0 0,0 8,10
440,2 405,1 395,3 158,1 401,1 0,0 0,0 4,5
440,2 395,3 399,3 401,2 398,3 396,3 0,0 3,4
440,1 405,1 395,1 158,1 401,1 0,0 0,0 57,76
440,2 395,3 398,2 399,3 158,1 401,1 0,0 6,8
440,1 395,1 399,1 401,1 158,1 398,1 0,0 6,8
167,1 396,1 162,1 161,1 395,1 0,0 0,0 2,3
440,2 398,3 399,3 401,1 158,1 395,3 0,0 4,6
440,2 395,2 398,3 399,3 158,1 401,1 0,0 4,6
440,2 408,1 405,1 395,3 158,1 401,1 0,0 8,12
440,2 398,3 399,3 401,2 158,1 395,2 0,0 2,3
440,2 398,3 399,3 401,2 158,1 395,3 0,0 16,25
440,1 395,1 536,1 401,1 158,1 0,0 0,0 34,54
440,2 398,3 399,2 401,1 158,1 395,3 0,0 5,8
440,1 536,1 401,1 158,1 395,1 0,0 0,0 14,23
440,1 162,1 401,1 158,1 0,0 0,0 0,0 3,5
440,1 398,1 395,1 399,1 158,1 401,1 0,0 44,79
440,1 399,1 395,1 158,1 401,1 398,1 0,0 5,9
440,1 398,1 399,1 401,1 158,1 395,1 0,0 3,6
440,1 395,1 398,1 399,1 158,1 401,1 0,0 4,8
440,1 162,1 157,1 402,1 0,0 0,0 0,0 1,2
440,2 395,3 398,1 399,3 158,1 401,1 0,0 1,2
167,1 162,1 395,1 158,1 161,1 0,0 0,0 1,2
167,1 539,1 333,1 0,0 0,0 0,0 0,0 2,4
440,2 395,3 398,2 399,3 158,1 401,2 0,0 1,2
440,1 395,1 405,1 158,1 401,1 0,0 0,0 1,2
440,2 395,1 536,1 401,1 158,1 0,0 0,0 1,2
440,1 162,1 402,1 158,1 0,0 0,0 0,0 1,2
440,2 160,1 395,3 399,3 158,1 401,2 0,0 1,2
167,2 395,3 162,2 158,3 401,2 0,0 0,0 1,2
440,1 399,1 397,1 400,1 398,1 0,0 0,0 2,4
440,1 405,1 395,1 401,1 396,1 408,1 0,0 1,2
440,2 399,3 397,3 401,1 395,3 408,1 0,0 3,6
440,2 395,3 399,3 397,3 401,1 0,0 0,0 1,2
440,2 398,2 399,3 401,2 158,1 395,3 0,0 1,2
440,1 162,1 408,1 158,1 401,1 0,0 0,0 9,18
440,1 399,1 395,1 401,1 539,1 0,0 0,0 32,65
440,2 395,3 399,3 397,3 401,2 0,0 0,0 3,7
440,2 395,2 398,2 399,3 158,1 401,1 0,0 5,12
440,1 395,1 399,1 158,1 401,1 160,1 0,0 7,17
440,2 399,3 397,3 401,2 395,3 408,1 0,0 2,5
440,2 408,1 399,3 395,3 401,1 539,3 0,0 2,5
440,2 395,3 398,3 399,3 158,1 401,1 0,0 2,5
440,1 395,1 399,1 158,1 398,1 401,1 0,0 10,26
440,2 399,3 397,3 400,2 398,3 0,0 0,0 1,3
440,1 399,1 397,1 401,1 395,1 0,0 0,0 1,3
440,2 408,1 395,3 536,1 401,1 158,1 0,0 1,3
440,1 399,1 397,1 401,1 395,1 408,1 0,0 1,3
440,2 162,1 408,1 158,1 401,1 0,0 0,0 1,3
167,1 395,1 162,1 158,1 401,1 0,0 0,0 2,6
440,2 395,3 399,3 398,3 402,2 396,3 0,0 1,3
440,2 398,3 399,2 401,1 158,1 395,2 0,0 1,3
440,2 398,2 399,2 401,1 158,1 395,3 0,0 3,11
440,1 162,1 158,1 401,1 0,0 0,0 0,0 1,4
440,2 405,2 395,2 158,1 401,1 0,0 0,0 1,4
440,2 398,2 399,3 401,1 158,1 395,3 0,0 1,4
440,1 395,1 399,1 398,1 402,1 396,1 0,0 1,5
167,1 539,1 538,1 0,0 0,0 0,0 0,0 1,6
440,1 538,1 402,1 160,1 0,0 0,0 0,0 1,6
167,1 538,1 0,0 0,0 0,0 0,0 0,0 1,7
167,1 395,1 0,0 0,0 0,0 0,0 0,0 1,22
440,1 538,1 395,1 158,1 396,1 0,0 0,0 0,3
440,1 399,1 159,1 398,1 402,1 0,0 0,0 0,1
440,2 395,3 397,3 248,3 158,1 400,2 0,0 0,1
440,1 162,1 158,1 398,1 396,1 0,0 0,0 0,1
440,2 395,3 399,3 158,1 401,1 160,1 0,0 0,1
440,1 162,1 395,1 396,1 400,1 0,0 0,0 0,1
167,1 162,1 160,1 158,1 400,1 0,0 0,0 0,1
440,2 538,3 402,1 160,1 0,0 0,0 0,0 0,1
440,2 395,2 398,2 399,3 158,1 401,2 0,0 0,1
440,2 398,2 399,2 401,1 158,1 395,2 0,0 0,2
167,1 395,1 162,1 161,1 157,1 0,0 0,0 0,1
440,1 395,1 401,1 398,1 396,1 400,1 0,0 0,2
167,1 162,1 395,1 158,1 401,1 0,0 0,0 0,4
550,2 538,3 539,3 0,0 0,0 0,0 0,0 0,1
440,1 395,1 399,1 162,1 158,1 0,0 0,0 0,1
440,2 395,1 398,1 399,3 158,1 401,1 0,0 0,1
440,2 331,3 397,3 408,1 401,2 398,1 0,0 0,1
167,1 539,1 538,1 537,1 0,0 0,0 0,0 0,6
440,1 399,1 395,1 158,1 160,1 401,1 0,0 0,1
440,2 398,1 399,2 401,1 158,1 395,3 0,0 0,1
440,1 399,1 402,1 160,1 163,1 0,0 0,0 0,1
440,1 538,1 397,1 398,1 0,0 0,0 0,0 0,1
167,1 162,1 158,1 400,1 395,1 0,0 0,0 0,2
167,1 539,1 0,0 0,0 0,0 0,0 0,0 0,3
440,2 399,3 158,3 537,1 401,2 0,0 0,0 0,1
440,2 398,1 399,2 401,1 158,1 395,2 0,0 0,2
440,2 398,1 399,1 401,1 158,1 395,2 0,0 0,1
440,2 404,2 401,2 395,3 408,1 0,0 0,0 0,1
440,1 538,1 395,1 161,1 0,0 0,0 0,0 0,1
236,1 405,2 158,2 398,3 395,3 0,0 0,0 0,1
440,1 538,1 395,1 398,1 163,1 0,0 0,0 0,1
440,2 398,3 395,2 399,2 158,1 401,1 0,0 0,1
440,2 395,3 398,3 399,3 158,1 401,2 0,0 0,1
440,1 395,1 399,1 397,1 401,1 408,1 0,0 0,1
464,1 447,1 0,0 0,0 0,0 0,0 0,0 0,1
440,1 398,1 399,1 395,1 401,1 158,1 0,0 0,2
440,2 408,1 398,3 395,3 399,3 158,1 401,2 0,1
440,1 395,1 408,1 248,1 163,1 158,1 401,1 0,1
440,1 399,1 395,1 401,1 402,1 0,0 0,0 0,1
