439,2 184,1 380,1 371,1 379,1 513,1 0,0 1,1
278,1 380,1 180,3 179,3 514,3 188,1 0,0 1,1
439,2 184,2 380,1 373,2 371,3 336,1 0,0 1,1
439,2 184,1 373,2 371,3 183,1 367,3 380,1 1,1
439,2 380,1 373,2 514,1 371,3 379,1 513,1 1,1
259,2 184,2 379,1 297,1 371,3 378,2 272,3 1,1
439,2 184,1 180,1 379,1 371,3 183,1 0,0 1,1
549,1 514,1 315,1 367,1 377,1 0,0 0,0 1,1
439,2 380,1 188,1 371,3 514,3 336,1 0,0 1,1
439,1 466,1 514,1 369,1 456,1 371,1 0,0 1,1
549,2 514,1 315,1 371,3 367,3 0,0 0,0 1,1
439,2 380,1 184,2 513,1 371,3 379,1 0,0 1,1
509,1 334,3 371,1 179,1 369,1 0,0 0,0 1,1
439,2 184,2 373,2 371,3 183,2 367,3 380,1 1,1
549,2 515,3 514,3 315,1 0,0 0,0 0,0 1,1
439,2 372,2 380,1 336,1 371,3 379,1 0,0 2,2
439,2 184,1 336,1 379,1 371,3 367,3 0,0 1,1
439,2 380,1 367,3 253,1 373,2 336,1 371,3 1,1
439,2 380,1 184,1 367,1 373,2 371,3 183,1 1,1
439,2 184,1 373,2 371,3 336,1 0,0 0,0 1,1
549,2 514,3 315,1 379,1 369,1 0,0 0,0 1,1
439,2 184,2 379,1 371,3 183,2 367,3 0,0 1,1
439,2 184,1 373,1 183,1 371,2 367,3 0,0 1,1
439,2 184,1 367,3 371,3 379,1 336,1 0,0 1,1
439,2 184,1 367,3 373,2 371,3 183,1 0,0 1,1
549,1 514,1 315,1 371,1 367,1 380,1 0,0 1,1
549,1 515,1 513,1 514,1 451,1 311,1 0,0 1,1
439,2 184,1 180,1 371,3 379,1 183,1 380,1 2,2
278,1 370,3 451,3 514,3 188,1 0,0 0,0 1,1
439,2 184,1 367,1 373,2 183,1 371,3 380,1 2,2
509,1 334,3 380,1 379,1 371,3 378,1 367,3 1,1
439,2 184,1 373,2 183,2 379,1 336,1 0,0 6,6
439,2 184,2 180,3 183,1 379,1 371,2 380,1 1,1
439,2 184,1 367,1 373,1 183,1 371,3 380,1 3,3
439,2 370,3 180,3 253,1 371,3 379,1 380,1 1,1
549,1 370,1 515,1 514,1 312,1 183,1 0,0 1,1
259,1 180,1 184,1 465,1 371,1 0,0 0,0 1,1
439,2 184,1 367,1 373,2 183,1 371,3 0,0 2,2
259,1 514,1 376,1 379,1 371,1 0,0 0,0 1,1
509,1 370,3 380,1 373,2 379,1 371,3 378,2 1,1
549,1 514,1 315,1 367,1 371,1 0,0 0,0 1,1
439,2 184,1 367,3 373,2 371,2 183,1 380,1 1,1
439,2 372,2 380,1 379,1 336,1 371,3 0,0 2,2
439,1 370,1 367,1 184,1 180,1 371,1 183,1 2,2
439,2 370,3 380,1 373,2 379,1 371,3 378,1 1,1
259,1 180,1 184,1 371,1 379,1 369,1 380,1 1,1
439,2 184,2 373,2 183,1 379,1 336,1 0,0 2,2
439,2 184,2 373,2 183,2 379,1 336,1 0,0 1,1
439,2 367,2 184,1 188,1 336,1 0,0 0,0 1,1
