261,2 269,1 486,3 198,2 153,2 415,2 418,2 1,1
551,1 421,1 345,1 429,1 415,1 420,1 0,0 1,1
441,2 345,2 420,2 415,2 528,1 418,2 421,1 1,1
156,1 194,1 415,1 429,1 529,1 345,1 0,0 1,1
551,1 320,1 0,0 0,0 0,0 0,0 0,0 2,2
441,2 430,1 448,1 429,1 345,1 415,2 0,0 1,1
551,1 430,1 448,1 429,1 345,1 415,1 528,1 1,1
463,1 421,1 448,1 345,1 529,1 418,1 0,0 3,3
441,2 345,2 420,2 415,2 418,2 194,1 429,1 1,1
551,1 529,1 345,1 320,1 415,1 194,1 0,0 1,1
156,1 529,1 345,1 430,1 415,1 496,1 418,1 1,1
441,2 430,1 448,1 415,2 345,1 429,1 0,0 1,1
441,2 529,1 528,1 415,2 429,1 430,1 0,0 1,1
551,2 529,1 420,1 418,1 430,2 345,2 415,1 1,1
551,2 486,1 345,2 448,1 418,1 415,2 320,2 1,1
551,2 288,1 345,1 418,2 420,1 486,3 0,0 1,1
441,2 529,1 415,2 345,2 429,1 430,1 0,0 1,1
441,2 345,2 448,1 415,2 429,1 430,1 352,1 1,1
551,2 194,1 320,1 415,1 429,1 0,0 0,0 1,1
441,2 430,1 415,1 345,1 429,1 0,0 0,0 1,1
551,2 430,1 448,1 429,1 415,2 345,1 0,0 1,1
156,1 486,1 415,1 194,1 429,1 0,0 0,0 1,1
441,2 345,2 415,1 429,2 194,1 0,0 0,0 4,4
441,2 429,1 415,1 345,2 0,0 0,0 0,0 1,1
463,1 486,1 415,2 421,1 429,2 0,0 0,0 1,1
551,2 430,1 448,1 429,1 345,2 415,1 0,0 1,1
463,1 448,1 345,2 529,1 421,1 418,1 420,1 1,1
551,2 288,2 345,2 418,1 420,1 486,1 0,0 1,1
156,1 194,1 429,1 345,1 486,1 415,1 288,1 1,1
551,2 430,2 448,1 429,1 345,2 415,1 0,0 1,1
441,2 489,1 421,1 430,1 415,2 345,2 420,1 1,1
441,2 430,1 486,1 421,1 415,2 345,2 448,1 1,1
441,2 429,1 420,1 345,2 415,2 418,1 448,1 1,1
551,1 529,1 0,0 0,0 0,0 0,0 0,0 2,2
441,2 415,1 345,1 0,0 0,0 0,0 0,0 1,1
551,2 529,1 0,0 0,0 0,0 0,0 0,0 1,1
261,2 270,1 528,1 415,1 153,1 345,2 421,1 1,1
551,2 429,1 430,1 345,1 448,1 415,1 320,1 1,1
551,1 430,1 448,1 415,1 345,1 429,1 0,0 3,4
551,2 288,2 345,2 418,2 420,1 486,2 0,0 7,10
441,2 429,1 415,2 194,1 0,0 0,0 0,0 2,3
551,2 430,1 429,1 415,2 345,2 418,1 420,1 2,3
156,1 415,1 429,1 194,1 529,1 0,0 0,0 13,25
551,2 288,2 345,2 418,1 420,1 486,3 0,0 3,6
156,1 194,1 429,1 529,1 415,1 345,1 0,0 1,2
441,2 345,2 429,2 415,2 194,1 0,0 0,0 1,2
156,1 429,1 194,1 415,1 529,1 345,1 0,0 9,18
156,1 345,1 415,1 418,1 194,1 429,1 0,0 1,2
551,2 288,2 345,2 418,1 420,1 486,2 0,0 1,2
551,2 288,2 345,1 418,1 420,1 486,3 0,0 1,2
551,1 430,1 448,1 429,1 345,1 415,1 0,0 12,24
156,1 415,1 194,1 429,1 529,1 0,0 0,0 4,9
551,1 288,1 345,1 418,1 420,1 486,1 0,0 13,31
441,1 345,1 194,1 415,1 429,1 0,0 0,0 11,29
156,1 415,1 345,1 194,1 429,1 0,0 0,0 3,8
551,2 288,2 345,2 418,2 420,1 486,3 0,0 5,14
441,1 429,1 415,1 345,1 0,0 0,0 0,0 9,26
551,1 528,1 0,0 0,0 0,0 0,0 0,0 1,3
551,2 288,1 345,2 418,1 420,1 486,1 0,0 1,3
551,2 288,2 345,2 418,2 420,2 486,2 0,0 1,3
441,2 345,2 194,1 415,2 429,1 0,0 0,0 1,3
156,1 345,1 194,1 429,1 415,1 0,0 0,0 8,26
156,1 415,1 194,1 345,1 429,1 0,0 0,0 14,51
441,1 345,1 0,0 0,0 0,0 0,0 0,0 1,4
551,1 345,1 420,1 418,1 288,1 486,1 0,0 3,12
441,1 345,1 429,1 415,1 194,1 0,0 0,0 1,4
156,1 415,1 194,1 429,1 0,0 0,0 0,0 5,20
156,1 345,1 415,1 429,1 194,1 0,0 0,0 2,12
551,2 288,2 345,2 418,2 420,2 486,3 0,0 1,6
441,2 345,2 415,1 429,1 194,1 0,0 0,0 1,6
551,1 345,1 0,0 0,0 0,0 0,0 0,0 1,7
441,2 345,2 194,1 415,1 429,1 0,0 0,0 2,19
441,2 429,2 415,1 0,0 0,0 0,0 0,0 0,4
441,2 429,2 415,2 0,0 0,0 0,0 0,0 0,1
441,2 429,1 415,1 0,0 0,0 0,0 0,0 0,19
551,2 345,2 420,1 418,1 288,1 486,1 0,0 0,1
551,2 288,1 345,1 418,1 420,1 486,1 0,0 0,2
156,1 194,1 415,1 528,1 429,1 0,0 0,0 0,1
156,1 345,1 415,1 194,1 429,1 0,0 0,0 0,1
441,1 429,1 415,1 0,0 0,0 0,0 0,0 0,6
441,2 429,2 415,2 194,1 0,0 0,0 0,0 0,2
441,1 345,1 415,1 0,0 0,0 0,0 0,0 0,7
441,2 429,2 420,1 345,2 415,2 418,2 448,1 0,2
156,1 429,1 415,1 194,1 528,1 0,0 0,0 0,1
441,1 415,1 194,1 429,1 0,0 0,0 0,0 0,11
156,2 415,2 194,1 345,1 429,2 0,0 0,0 0,1
441,1 415,1 429,1 194,1 0,0 0,0 0,0 0,14
441,1 429,1 415,1 194,1 0,0 0,0 0,0 0,11
551,2 288,2 345,1 418,2 420,1 486,3 0,0 0,4
441,1 194,1 415,1 429,1 0,0 0,0 0,0 0,9
156,1 194,1 415,1 429,1 0,0 0,0 0,0 0,1
441,2 345,1 194,1 415,1 429,1 0,0 0,0 0,5
156,1 194,1 429,1 415,1 528,1 0,0 0,0 0,1
441,2 345,1 415,1 429,1 194,1 0,0 0,0 0,1
551,1 194,1 429,1 415,1 0,0 0,0 0,0 0,1
551,1 345,1 415,1 0,0 0,0 0,0 0,0 0,2
156,1 194,1 486,1 429,1 345,1 415,1 0,0 0,1
441,2 430,1 420,1 415,2 429,2 418,2 345,2 0,1
551,2 288,2 345,1 418,1 420,1 486,2 0,0 0,1
441,1 345,1 194,1 429,1 415,1 0,0 0,0 0,6
156,2 194,1 429,2 529,1 415,2 345,2 0,0 0,1
551,2 528,1 194,1 415,1 429,1 0,0 0,0 0,1
551,2 288,2 345,1 418,2 420,1 486,2 0,0 0,3
441,1 429,1 194,1 415,1 0,0 0,0 0,0 0,6
441,2 345,2 429,1 415,1 194,1 0,0 0,0 0,1
441,1 194,1 429,1 415,1 0,0 0,0 0,0 0,5
441,2 429,2 415,2 194,2 0,0 0,0 0,0 0,1
441,2 345,2 415,2 0,0 0,0 0,0 0,0 0,1
551,1 415,1 429,1 194,1 0,0 0,0 0,0 0,1
441,1 345,1 415,1 429,1 194,1 0,0 0,0 0,3
156,1 429,1 0,0 0,0 0,0 0,0 0,0 0,3
441,2 345,2 194,1 415,1 429,2 0,0 0,0 0,5
551,1 528,1 194,1 415,1 429,1 0,0 0,0 0,1
551,1 415,1 194,1 429,1 0,0 0,0 0,0 0,1
156,1 194,1 415,1 429,1 528,1 0,0 0,0 0,1
551,2 430,1 448,1 429,2 345,2 415,1 0,0 0,1
551,2 345,1 0,0 0,0 0,0 0,0 0,0 0,1
156,1 194,1 429,1 415,1 0,0 0,0 0,0 0,2
156,2 415,1 194,1 345,2 429,1 0,0 0,0 0,2
441,2 345,1 194,1 415,2 429,1 0,0 0,0 0,1
551,2 288,1 345,1 418,2 420,1 486,1 0,0 0,1
441,2 429,1 415,2 0,0 0,0 0,0 0,0 0,1
441,2 429,2 420,2 345,2 415,2 418,2 448,1 0,1
156,1 429,1 194,1 415,1 529,1 0,0 0,0 0,1
551,2 430,1 429,2 415,2 345,2 418,1 420,1 0,1
441,2 345,2 415,1 0,0 0,0 0,0 0,0 0,1
156,2 415,2 194,1 345,2 429,1 0,0 0,0 0,1
156,1 194,1 415,1 429,1 529,1 0,0 0,0 0,1
441,2 345,1 415,1 429,2 194,1 0,0 0,0 0,1
261,1 270,1 288,1 429,1 418,1 415,1 345,1 0,1
441,2 345,1 194,1 415,1 429,2 0,0 0,0 0,2
551,1 430,1 496,1 421,1 415,1 418,1 420,1 0,1
441,2 415,2 345,2 0,0 0,0 0,0 0,0 0,5
551,1 421,1 345,1 486,1 429,1 415,1 418,1 0,1
156,2 415,2 194,1 0,0 0,0 0,0 0,0 0,1
551,2 288,1 345,2 418,2 420,1 486,3 0,0 0,1
551,2 288,1 345,2 418,1 420,1 486,3 0,0 0,1
