224,1 343,1 346,1 414,1 345,1 415,1 417,1 2,2
442,1 348,2 347,2 490,3 346,2 382,1 172,1 1,1
442,1 348,2 420,2 345,2 344,2 346,2 422,1 1,1
224,2 348,2 555,3 344,2 417,2 411,3 422,1 1,1
224,2 348,1 341,2 141,1 359,1 357,2 0,0 1,1
224,2 348,2 344,2 414,1 346,2 417,1 409,3 1,1
291,1 342,1 476,3 366,1 525,2 364,1 0,0 1,1
224,1 533,1 343,1 344,1 346,1 414,1 415,1 1,1
291,1 348,2 392,2 387,2 280,1 394,1 0,0 1,1
224,1 348,1 346,1 395,1 161,1 158,1 163,1 1,1
552,1 303,1 539,1 538,1 0,0 0,0 0,0 1,1
224,1 184,1 183,1 335,1 371,1 346,1 0,0 2,2
442,1 361,2 341,2 359,2 525,1 358,1 282,1 1,1
224,2 348,1 344,1 346,1 414,2 457,1 411,1 1,1
442,1 402,1 436,1 535,1 346,2 546,1 395,1 1,1
224,1 348,1 149,1 344,1 346,1 411,1 457,1 1,1
552,2 515,2 514,1 513,1 312,1 0,0 0,0 1,1
224,2 348,2 344,2 346,2 414,2 411,3 415,2 1,1
442,1 348,2 411,3 414,2 415,2 344,2 346,2 1,1
442,1 348,1 411,3 414,2 415,2 344,2 346,1 1,1
442,1 348,2 450,1 457,2 0,0 0,0 0,0 1,1
224,1 348,1 395,1 402,1 158,1 163,1 160,1 1,1
291,1 436,1 422,1 457,2 411,3 485,3 343,3 1,1
224,1 348,1 409,1 344,1 414,1 411,1 416,1 1,1
291,1 177,1 210,1 394,1 0,0 0,0 0,0 1,1
224,1 533,1 344,1 414,1 415,1 343,1 346,1 3,4
224,1 184,1 514,1 371,1 346,1 369,1 367,1 3,4
224,1 184,1 183,1 346,1 371,1 456,1 0,0 31,42
224,1 514,1 348,1 371,1 346,1 546,1 369,1 8,11
224,1 533,1 344,1 346,1 417,1 414,1 0,0 4,6
224,1 348,1 344,1 414,1 346,1 417,1 409,1 10,16
224,1 348,1 346,1 158,1 163,1 402,1 395,1 8,13
224,1 348,1 344,1 346,1 414,1 457,1 411,1 43,71
224,1 348,1 346,1 344,1 414,1 457,1 411,1 44,73
224,1 184,1 514,1 346,1 371,1 183,1 180,1 12,20
224,1 533,1 344,1 415,1 346,1 414,1 343,1 3,5
224,1 348,1 344,1 414,1 417,1 346,1 409,1 7,12
224,1 348,1 395,1 402,1 158,1 346,1 163,1 113,195
224,1 184,1 514,1 371,1 183,1 185,1 546,1 21,38
224,1 361,1 354,1 359,1 357,1 141,1 138,1 13,25
224,1 348,1 457,1 414,1 411,1 344,1 343,1 1,2
224,1 361,1 354,1 457,1 357,1 346,1 138,1 3,6
552,1 344,1 343,1 345,1 0,0 0,0 0,0 1,2
224,1 184,1 367,1 371,1 369,1 183,1 185,1 1,2
224,1 348,1 138,1 136,1 457,1 357,1 346,1 4,8
224,1 343,1 414,1 345,1 415,1 417,1 346,1 2,4
