442,1 426,1 354,3 359,2 346,1 358,1 427,1 1,1
224,1 339,1 452,1 0,0 0,0 0,0 0,0 2,2
291,1 339,1 452,3 0,0 0,0 0,0 0,0 1,1
291,1 230,2 542,2 256,1 290,1 0,0 0,0 1,1
442,1 339,1 387,2 452,3 0,0 0,0 0,0 3,3
442,1 436,1 359,2 448,1 341,2 0,0 0,0 1,1
442,1 343,3 346,2 420,1 427,2 344,2 418,1 1,1
442,1 436,1 352,1 346,2 344,2 0,0 0,0 1,1
442,1 339,1 546,1 387,1 386,1 0,0 0,0 1,1
442,1 339,1 387,1 452,3 0,0 0,0 0,0 1,1
442,1 339,1 546,1 346,2 382,1 0,0 0,0 1,1
291,1 339,1 175,1 0,0 0,0 0,0 0,0 1,1
442,1 339,1 452,3 387,2 0,0 0,0 0,0 1,1
224,1 180,1 427,1 424,1 429,1 426,1 185,1 4,4
442,1 436,1 344,2 417,2 0,0 0,0 0,0 1,1
224,2 542,2 436,1 424,1 346,2 427,2 0,0 1,1
224,1 542,1 514,1 0,0 0,0 0,0 0,0 1,1
224,1 542,1 436,1 163,1 346,1 546,1 0,0 1,1
291,1 237,2 482,2 0,0 0,0 0,0 0,0 1,1
224,1 436,1 427,1 358,1 359,1 346,1 0,0 7,9
224,1 436,1 426,1 169,1 387,1 171,1 0,0 8,11
224,1 180,1 436,1 371,1 378,1 0,0 0,0 15,21
224,1 426,1 333,1 161,1 0,0 0,0 0,0 12,18
224,1 343,1 345,1 344,1 0,0 0,0 0,0 2,3
442,1 339,1 387,2 448,1 0,0 0,0 0,0 2,3
224,1 436,1 426,1 344,1 148,1 0,0 0,0 4,6
552,1 520,1 0,0 0,0 0,0 0,0 0,0 1,2
224,1 343,1 426,1 344,1 346,1 417,1 0,0 1,2
224,1 343,1 344,1 415,1 346,1 424,1 0,0 2,4
224,1 343,1 415,1 345,1 346,1 0,0 0,0 3,7
224,1 343,1 344,1 345,1 346,1 0,0 0,0 5,12
224,1 539,1 543,1 0,0 0,0 0,0 0,0 1,3
442,1 436,1 427,2 371,3 346,2 0,0 0,0 1,3
224,1 426,1 402,1 289,1 424,1 0,0 0,0 1,4
224,1 520,1 543,1 0,0 0,0 0,0 0,0 1,5
224,1 354,1 341,1 359,1 346,1 427,1 0,0 1,5
552,1 542,1 513,1 514,1 0,0 0,0 0,0 1,6
552,1 542,1 543,1 0,0 0,0 0,0 0,0 2,12
442,1 426,3 333,2 402,2 0,0 0,0 0,0 0,1
224,1 343,1 426,1 346,1 415,1 417,1 0,0 0,1
224,1 542,1 345,1 424,1 346,1 0,0 0,0 0,1
224,1 436,1 333,1 0,0 0,0 0,0 0,0 0,1
224,1 343,1 542,1 345,1 346,1 426,1 0,0 0,1
224,1 339,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 339,1 280,1 0,0 0,0 0,0 0,0 0,1
240,2 339,1 171,1 387,1 0,0 0,0 0,0 0,1
503,1 339,1 452,2 387,1 0,0 0,0 0,0 0,1
552,1 531,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 180,1 0,0 0,0 0,0 0,0 0,0 0,4
552,1 426,1 0,0 0,0 0,0 0,0 0,0 0,2
552,2 542,2 513,1 514,3 0,0 0,0 0,0 0,1
442,1 426,2 333,2 402,2 0,0 0,0 0,0 0,1
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,13
552,2 542,1 543,3 0,0 0,0 0,0 0,0 0,1
224,1 331,1 427,1 346,1 424,1 402,1 0,0 0,1
224,2 436,1 427,2 358,2 359,2 346,2 0,0 0,1
442,1 436,1 426,1 398,3 396,3 427,1 346,2 0,1
224,1 539,1 0,0 0,0 0,0 0,0 0,0 0,1
224,2 339,1 424,1 387,2 426,2 0,0 0,0 0,1
552,2 524,1 543,3 0,0 0,0 0,0 0,0 0,1
552,1 524,1 543,1 0,0 0,0 0,0 0,0 0,1
224,1 180,1 427,1 371,1 429,1 426,1 0,0 0,2
224,1 426,1 542,1 403,1 546,1 346,1 427,1 0,1
