442,1 348,2 403,2 398,3 423,3 400,2 346,2 2,2
262,2 388,1 339,1 519,2 382,1 0,0 0,0 1,1
442,1 408,1 346,2 348,2 402,2 430,1 406,1 1,1
442,1 340,3 436,1 346,2 423,3 358,2 360,2 1,1
442,1 348,1 415,1 420,1 344,2 417,1 346,2 1,1
442,1 340,3 436,1 346,2 423,1 358,2 360,2 2,2
442,1 383,3 339,1 436,1 382,3 423,1 392,1 1,1
224,1 339,1 337,1 452,1 0,0 0,0 0,0 1,1
224,1 544,1 543,1 519,1 520,1 0,0 0,0 1,1
442,1 361,2 340,3 430,1 346,2 427,1 360,2 1,1
224,1 349,1 343,1 345,1 0,0 0,0 0,0 1,1
224,1 340,1 527,1 349,1 453,1 0,0 0,0 1,1
224,1 412,1 348,1 346,1 345,1 415,1 194,1 3,4
224,1 361,1 348,1 346,1 359,1 358,1 341,1 8,15
224,1 428,1 348,1 400,1 537,1 402,1 163,1 49,97
224,1 349,1 527,1 543,1 544,1 453,1 0,0 1,2
224,1 544,1 514,1 543,1 513,1 0,0 0,0 1,2
224,1 538,1 539,1 543,1 544,1 0,0 0,0 1,2
224,1 532,1 533,1 543,1 542,1 0,0 0,0 2,4
224,1 428,1 395,1 396,1 196,1 402,1 161,1 1,2
224,1 538,1 545,1 539,1 537,1 0,0 0,0 1,2
224,1 538,1 539,1 333,1 537,1 542,1 0,0 1,2
224,1 395,1 348,1 333,1 396,1 346,1 402,1 3,6
224,1 532,1 543,1 531,1 544,1 0,0 0,0 1,3
224,1 538,1 539,1 543,1 537,1 542,1 0,0 1,3
224,1 348,1 401,1 346,1 402,1 163,1 427,1 1,3
552,1 544,1 542,1 546,1 543,1 539,1 0,0 1,3
224,1 538,1 539,1 542,1 543,1 0,0 0,0 2,6
224,1 532,1 533,1 543,1 0,0 0,0 0,0 2,7
224,1 538,1 539,1 537,1 543,1 542,1 0,0 2,7
224,1 538,1 539,1 537,1 543,1 0,0 0,0 2,10
224,1 538,1 539,1 333,1 537,1 0,0 0,0 0,5
224,1 190,1 395,1 402,1 400,1 192,1 163,1 0,1
224,1 538,1 539,1 537,1 454,1 543,1 0,0 0,3
224,1 409,1 343,1 344,1 532,1 543,1 542,1 0,6
442,1 348,2 347,2 429,1 427,1 346,1 423,2 0,1
554,1 348,1 402,2 400,2 491,1 0,0 0,0 0,1
442,1 348,2 436,1 420,1 345,2 346,2 344,2 0,1
224,1 428,1 348,1 400,1 402,1 163,1 537,1 0,1
552,1 349,1 430,1 448,1 423,1 542,1 427,1 0,1
224,2 361,2 348,2 346,2 341,2 359,1 358,1 0,1
224,2 348,2 395,1 402,2 400,1 454,3 346,2 0,1
224,1 428,1 0,0 0,0 0,0 0,0 0,0 0,11
442,1 388,2 383,3 386,2 382,3 472,1 427,2 0,1
224,1 361,1 348,1 359,1 346,1 360,1 427,1 0,1
224,1 361,1 542,1 359,1 525,1 358,1 360,1 0,1
554,1 428,2 448,1 351,2 429,2 430,2 555,1 0,1
224,1 395,1 0,0 0,0 0,0 0,0 0,0 0,23
224,1 409,1 348,1 346,1 345,1 415,1 194,1 0,1
552,1 490,1 343,1 345,1 320,1 531,1 0,0 0,1
224,1 348,1 395,1 402,1 194,1 429,1 400,1 0,3
224,2 361,1 348,2 341,2 346,2 359,1 358,2 0,1
224,1 538,1 543,1 544,1 0,0 0,0 0,0 0,11
442,1 348,2 425,3 402,1 400,1 346,2 0,0 0,2
224,1 538,1 539,1 543,1 0,0 0,0 0,0 0,6
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,3
224,1 184,1 370,1 373,1 543,1 185,1 183,1 0,1
224,1 532,1 531,1 544,1 0,0 0,0 0,0 0,4
552,2 544,2 514,3 515,1 0,0 0,0 0,0 0,1
224,1 453,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 409,1 533,1 345,1 346,1 417,1 542,1 0,1
224,1 428,1 348,1 396,1 346,1 402,1 163,1 0,1
224,1 409,1 348,1 345,1 415,1 417,1 346,1 0,1
