224,1 426,1 546,1 351,1 457,1 555,1 0,0 1,1
224,2 353,3 341,2 359,1 346,2 427,1 0,0 1,1
224,2 409,3 343,3 414,2 411,3 351,1 426,2 2,2
224,2 343,3 409,3 344,2 411,3 346,2 0,0 1,1
224,2 343,3 411,3 351,2 414,2 346,2 0,0 1,1
442,1 343,3 411,3 351,2 344,2 0,0 0,0 1,1
224,1 409,1 426,1 414,1 411,1 415,1 0,0 1,1
442,1 428,2 351,2 346,2 462,1 426,3 0,0 1,1
442,1 343,3 411,3 414,2 351,2 546,1 426,3 1,1
442,1 428,2 351,1 411,3 422,1 343,3 0,0 1,1
200,1 527,3 426,1 546,1 525,2 555,1 351,2 1,1
224,2 366,1 353,3 542,2 359,1 358,1 346,2 1,1
224,1 542,1 527,1 0,0 0,0 0,0 0,0 1,1
224,2 343,3 555,3 414,2 411,2 346,1 426,2 1,1
224,1 422,1 455,1 153,1 415,1 420,1 0,0 1,1
224,1 426,1 353,1 546,1 341,1 359,1 427,1 3,4
224,1 353,1 136,1 546,1 341,1 359,1 346,1 138,184
224,1 343,1 409,1 344,1 411,1 414,1 0,0 2,3
224,1 542,1 341,1 359,1 346,1 0,0 0,0 46,84
224,1 426,1 353,1 341,1 359,1 358,1 0,0 8,15
224,1 353,1 542,1 359,1 358,1 346,1 0,0 8,15
224,1 353,1 546,1 341,1 359,1 427,1 426,1 1,2
224,1 353,1 426,1 546,1 341,1 359,1 346,1 1,2
224,1 542,1 353,1 546,1 359,1 358,1 426,1 1,2
224,1 409,1 0,0 0,0 0,0 0,0 0,0 1,2
442,1 428,2 351,1 411,1 422,1 343,2 0,0 1,2
224,1 138,1 353,1 341,1 359,1 346,1 0,0 1,2
224,1 366,1 353,1 542,1 359,1 358,1 346,1 1,2
224,1 353,1 341,1 359,1 346,1 427,1 0,0 2,5
224,1 343,1 542,1 415,1 414,1 409,1 0,0 3,8
224,1 426,1 353,1 359,1 346,1 358,1 427,1 1,3
224,1 353,1 428,1 426,1 359,1 358,1 0,0 1,3
224,1 353,1 136,1 341,1 359,1 346,1 0,0 1,3
224,1 343,1 542,1 414,1 344,1 409,1 0,0 4,14
224,1 426,1 136,1 353,1 341,1 359,1 346,1 2,8
224,1 180,1 370,1 179,1 369,1 0,0 0,0 1,5
224,1 353,1 136,1 426,1 341,1 359,1 346,1 3,15
224,1 514,1 451,1 0,0 0,0 0,0 0,0 1,5
224,1 527,1 426,1 136,1 359,1 138,1 141,1 0,1
442,1 347,2 457,2 351,1 0,0 0,0 0,0 0,2
224,1 427,1 426,1 136,1 359,1 138,1 141,1 0,1
224,1 353,1 426,1 136,1 341,1 359,1 346,1 0,1
262,1 343,1 542,1 455,1 344,1 0,0 0,0 0,1
224,1 343,1 546,1 415,1 411,1 414,1 0,0 0,1
224,1 138,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 412,1 411,1 414,1 420,1 427,1 0,0 0,1
200,1 399,3 408,1 457,2 426,3 429,2 0,0 0,1
442,1 383,3 394,1 381,3 457,2 337,3 426,3 0,1
224,1 367,1 369,1 179,1 346,1 427,1 0,0 0,1
224,1 542,1 0,0 0,0 0,0 0,0 0,0 0,1
442,1 514,3 428,2 426,3 490,3 367,3 0,0 0,1
224,1 542,1 359,1 341,1 346,1 0,0 0,0 0,1
224,1 353,1 136,1 341,1 359,1 358,1 0,0 0,1
262,2 428,2 347,2 344,2 422,1 0,0 0,0 0,1
224,1 353,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 542,1 409,1 415,1 414,1 346,1 0,0 0,1
