224,2 366,1 546,1 353,3 341,2 359,2 346,2 1,1
442,1 361,2 353,3 457,2 366,1 0,0 0,0 1,1
200,1 348,2 394,1 387,2 296,1 0,0 0,0 1,1
442,1 348,2 387,2 0,0 0,0 0,0 0,0 1,1
442,1 348,2 414,2 409,3 0,0 0,0 0,0 2,2
240,2 348,2 387,1 381,3 0,0 0,0 0,0 1,1
200,1 348,2 387,2 381,3 0,0 0,0 0,0 1,1
224,1 353,1 136,1 341,1 359,1 346,1 0,0 3,3
442,1 348,2 424,2 0,0 0,0 0,0 0,0 1,1
442,1 348,1 353,2 346,1 0,0 0,0 0,0 1,1
224,1 348,1 183,1 367,1 0,0 0,0 0,0 1,1
240,2 412,3 415,3 351,2 414,3 0,0 0,0 1,1
442,1 348,2 351,2 0,0 0,0 0,0 0,0 1,1
442,1 348,2 387,2 394,1 0,0 0,0 0,0 1,1
224,2 353,1 426,2 341,2 359,1 346,2 0,0 1,1
442,1 348,2 387,1 0,0 0,0 0,0 0,0 1,1
552,1 533,1 0,0 0,0 0,0 0,0 0,0 1,1
224,2 353,3 426,1 341,2 359,2 346,2 0,0 1,1
224,1 353,1 546,1 341,1 359,1 427,1 0,0 1,1
224,1 361,1 366,1 359,1 346,1 0,0 0,0 8,9
240,1 348,1 344,1 0,0 0,0 0,0 0,0 3,4
224,1 348,1 411,1 422,1 0,0 0,0 0,0 15,21
224,1 353,1 426,1 341,1 359,1 346,1 0,0 39,57
224,1 361,1 346,1 358,1 0,0 0,0 0,0 13,19
224,1 136,1 436,1 359,1 138,1 0,0 0,0 14,21
224,1 542,1 342,1 0,0 0,0 0,0 0,0 2,3
224,1 381,1 172,1 339,1 0,0 0,0 0,0 6,9
224,1 348,1 336,1 0,0 0,0 0,0 0,0 2,3
224,1 353,1 546,1 359,1 357,1 136,1 0,0 2,3
224,1 348,1 514,1 0,0 0,0 0,0 0,0 2,3
224,1 348,1 346,1 367,1 0,0 0,0 0,0 4,6
224,1 361,1 346,1 359,1 0,0 0,0 0,0 40,60
224,1 361,1 359,1 138,1 0,0 0,0 0,0 43,65
224,1 353,1 426,1 546,1 359,1 358,1 427,1 15,24
224,1 353,1 136,1 341,1 359,1 138,1 0,0 8,13
224,1 353,1 426,1 546,1 359,1 358,1 138,1 64,107
224,1 361,1 359,1 138,1 366,1 0,0 0,0 5,9
224,1 361,1 426,1 359,1 353,1 0,0 0,0 12,22
224,1 348,1 387,1 0,0 0,0 0,0 0,0 14,26
224,1 361,1 427,1 359,1 0,0 0,0 0,0 23,43
442,1 348,2 414,1 409,3 0,0 0,0 0,0 1,2
224,1 348,1 411,1 0,0 0,0 0,0 0,0 2,4
224,1 366,1 361,1 359,1 346,1 0,0 0,0 1,2
224,1 426,1 353,1 341,1 359,1 346,1 0,0 11,22
240,1 348,1 387,1 381,2 0,0 0,0 0,0 1,2
224,1 348,1 346,1 0,0 0,0 0,0 0,0 1,2
224,1 184,1 346,1 367,1 0,0 0,0 0,0 1,2
224,1 339,1 387,1 0,0 0,0 0,0 0,0 1,2
224,1 353,1 136,1 426,1 359,1 138,1 141,1 1,2
503,2 348,2 346,3 0,0 0,0 0,0 0,0 1,2
224,1 542,1 348,1 0,0 0,0 0,0 0,0 38,78
224,1 353,1 546,1 341,1 359,1 346,1 0,0 9,20
224,1 348,1 426,1 183,1 0,0 0,0 0,0 7,17
224,1 348,1 158,1 0,0 0,0 0,0 0,0 8,20
224,1 361,1 359,1 346,1 0,0 0,0 0,0 2,5
224,1 136,1 426,1 353,1 359,1 358,1 346,1 13,36
224,1 353,1 136,1 341,1 359,1 427,1 0,0 3,9
224,1 136,1 353,1 341,1 359,1 346,1 0,0 2,6
224,1 395,1 542,1 402,1 346,1 0,0 0,0 1,3
224,1 361,1 357,1 0,0 0,0 0,0 0,0 1,3
224,1 366,1 353,1 426,1 341,1 359,1 346,1 1,3
224,1 136,1 426,1 353,1 138,1 359,1 141,1 3,10
224,1 136,1 426,1 353,1 359,1 427,1 358,1 2,8
224,1 353,1 426,1 136,1 359,1 358,1 346,1 1,4
224,1 348,1 395,1 346,1 0,0 0,0 0,0 1,4
224,1 348,1 542,1 0,0 0,0 0,0 0,0 8,37
552,1 532,1 343,1 0,0 0,0 0,0 0,0 1,6
442,1 348,2 358,1 366,1 0,0 0,0 0,0 0,1
224,1 361,1 138,1 141,1 0,0 0,0 0,0 0,1
552,1 544,1 527,1 0,0 0,0 0,0 0,0 0,1
224,1 348,1 424,1 0,0 0,0 0,0 0,0 0,1
442,1 348,2 490,3 0,0 0,0 0,0 0,0 0,1
442,1 348,1 424,3 0,0 0,0 0,0 0,0 0,1
224,1 353,1 341,1 359,1 358,1 0,0 0,0 0,1
224,1 387,1 424,1 351,1 346,1 0,0 0,0 0,1
224,1 361,1 353,1 359,1 426,1 0,0 0,0 0,1
224,1 170,1 168,1 169,1 172,1 0,0 0,0 0,2
224,1 395,1 426,1 158,1 402,1 546,1 0,0 0,1
224,1 353,1 136,1 546,1 359,1 141,1 138,1 0,1
224,1 348,1 387,1 394,1 0,0 0,0 0,0 0,1
224,2 409,3 343,3 351,2 411,3 414,2 0,0 0,1
224,1 348,1 359,1 0,0 0,0 0,0 0,0 0,2
224,1 361,1 426,1 353,1 359,1 0,0 0,0 0,1
224,1 533,1 414,1 0,0 0,0 0,0 0,0 0,1
224,1 348,1 346,1 426,1 0,0 0,0 0,0 0,1
552,2 533,3 0,0 0,0 0,0 0,0 0,0 0,1
442,1 412,1 426,3 411,1 351,2 409,1 0,0 0,1
224,1 426,1 136,1 353,1 359,1 427,1 358,1 0,1
224,1 348,1 409,1 414,1 0,0 0,0 0,0 0,1
442,1 348,2 424,3 0,0 0,0 0,0 0,0 0,1
224,1 348,1 346,1 395,1 0,0 0,0 0,0 0,1
224,1 343,1 344,1 411,1 414,1 0,0 0,0 0,3
442,1 348,2 546,1 346,2 0,0 0,0 0,0 0,1
552,1 162,1 301,1 0,0 0,0 0,0 0,0 0,2
