262,2 428,2 411,3 414,2 346,1 277,1 351,2 1,1
442,1 353,3 426,3 341,2 346,2 359,2 458,2 2,2
442,1 428,2 457,2 341,2 351,2 366,1 0,0 1,1
224,2 343,3 344,2 424,3 411,3 351,2 0,0 2,2
442,1 428,2 546,1 346,2 364,1 359,2 358,2 1,1
442,1 343,3 412,3 420,1 427,2 346,2 344,2 1,1
224,2 527,3 542,2 341,2 359,2 346,2 136,3 1,1
442,1 409,3 428,2 351,2 414,2 411,3 343,3 1,1
224,1 275,1 230,1 341,1 359,1 358,1 353,1 1,1
442,1 343,3 414,2 411,1 351,2 344,2 409,2 1,1
442,1 343,3 150,1 411,3 351,2 414,2 346,2 1,1
224,2 343,3 411,3 420,2 414,2 344,2 346,2 1,1
442,1 343,3 414,2 411,3 351,2 344,2 409,1 1,1
224,1 542,1 527,1 546,1 341,1 359,1 346,1 2,2
224,1 527,1 542,1 525,1 0,0 0,0 0,0 2,2
224,1 527,1 0,0 0,0 0,0 0,0 0,0 3,3
224,1 527,1 525,1 0,0 0,0 0,0 0,0 1,1
224,1 409,1 196,1 424,1 414,1 426,1 427,1 1,1
442,1 343,3 414,2 411,3 351,2 344,2 409,3 1,1
224,1 353,1 356,1 341,1 359,1 346,1 427,1 5,6
224,1 343,1 409,1 344,1 411,1 351,1 414,1 2,3
224,1 343,1 344,1 424,1 411,1 351,1 0,0 2,3
503,2 426,3 428,2 351,2 414,3 411,3 343,3 2,3
224,1 343,1 411,1 420,1 414,1 344,1 346,1 11,17
224,1 353,1 354,1 341,1 359,1 358,1 0,0 8,13
224,1 353,1 542,1 341,1 359,1 346,1 427,1 41,72
224,1 343,1 409,1 415,1 411,1 351,1 414,1 1,2
224,2 343,3 344,2 424,2 411,1 351,2 0,0 1,2
224,1 542,1 527,1 546,1 341,1 359,1 427,1 2,4
224,1 343,1 344,1 411,1 351,1 414,1 409,1 6,13
224,1 353,1 426,1 354,1 359,1 341,1 346,1 21,50
224,1 354,1 542,1 341,1 359,1 353,1 0,0 2,5
224,1 353,1 354,1 341,1 359,1 346,1 426,1 3,8
224,1 428,1 353,1 341,1 359,1 346,1 426,1 10,29
224,1 337,1 452,1 0,0 0,0 0,0 0,0 1,3
224,1 344,1 343,1 0,0 0,0 0,0 0,0 1,3
224,1 409,1 0,0 0,0 0,0 0,0 0,0 1,3
224,1 343,1 542,1 411,1 414,1 415,1 409,1 1,8
224,1 353,1 341,1 346,1 359,1 458,1 0,0 0,1
224,1 137,1 356,1 359,1 424,1 427,1 0,0 0,1
224,1 341,1 346,1 428,1 353,1 359,1 426,1 0,1
224,2 353,1 426,2 354,1 359,1 341,2 346,2 0,1
224,1 428,1 359,1 457,1 341,1 0,0 0,0 0,1
224,1 353,1 356,1 341,1 359,1 346,1 138,1 0,1
224,1 343,1 344,1 414,1 411,1 351,1 409,1 0,1
442,1 343,3 409,3 344,2 411,3 555,2 351,1 0,1
442,1 428,2 353,1 359,1 341,1 542,1 0,0 0,1
224,1 367,1 514,1 351,1 542,1 179,1 426,1 0,1
442,1 383,3 459,1 386,2 351,2 337,3 394,1 0,1
224,1 514,1 0,0 0,0 0,0 0,0 0,0 0,1
262,2 428,2 490,1 457,2 351,2 0,0 0,0 0,1
224,1 542,1 341,1 359,1 358,1 346,1 0,0 0,1
442,1 383,1 347,2 490,3 387,1 346,2 0,0 0,1
224,1 458,1 426,1 546,1 341,1 359,1 346,1 0,1
224,1 353,1 0,0 0,0 0,0 0,0 0,0 0,7
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,2
224,1 353,1 427,1 341,1 359,1 358,1 346,1 0,1
224,1 196,1 412,1 414,1 427,1 426,1 409,1 0,1
224,1 343,1 409,1 414,1 415,1 542,1 411,1 0,1
224,1 542,1 514,1 0,0 0,0 0,0 0,0 0,2
