551,2 409,3 343,3 351,2 426,3 414,1 411,3 1,1
551,1 343,1 320,1 542,1 0,0 0,0 0,0 1,1
156,1 426,1 413,1 414,1 148,1 409,1 0,0 1,1
156,1 533,1 344,1 420,1 0,0 0,0 0,0 1,1
156,2 344,2 152,1 424,2 0,0 0,0 0,0 1,1
441,2 413,1 409,1 426,3 417,1 0,0 0,0 1,1
441,2 532,3 411,2 351,2 409,3 0,0 0,0 1,1
156,2 533,3 414,2 344,1 0,0 0,0 0,0 1,1
441,2 533,1 426,3 344,2 0,0 0,0 0,0 1,1
441,2 343,3 422,1 420,2 417,2 344,2 0,0 1,1
551,2 530,1 343,1 318,1 0,0 0,0 0,0 1,1
441,2 152,1 422,1 420,2 344,2 0,0 0,0 2,2
441,2 413,3 343,3 427,1 344,2 0,0 0,0 1,1
551,1 343,1 409,1 414,1 320,1 0,0 0,0 2,2
156,1 343,1 420,1 150,1 411,1 414,1 351,1 1,1
441,2 412,1 409,1 149,1 427,1 417,2 0,0 3,3
441,2 428,1 533,3 426,1 0,0 0,0 0,0 1,1
441,2 533,3 426,3 344,2 0,0 0,0 0,0 1,1
441,2 413,3 426,3 448,1 344,2 0,0 0,0 1,1
441,1 413,1 344,1 424,1 409,1 0,0 0,0 1,1
441,2 343,3 411,3 351,2 414,1 344,2 422,1 1,1
441,2 343,3 422,1 427,2 344,2 417,2 0,0 8,8
441,1 409,1 150,1 427,1 417,1 149,1 0,0 1,1
441,2 413,3 415,2 344,2 0,0 0,0 0,0 1,1
156,2 413,3 344,2 414,2 411,3 0,0 0,0 1,1
463,1 343,3 414,2 420,2 411,3 351,2 422,1 1,1
441,2 412,3 344,2 417,1 0,0 0,0 0,0 1,1
261,2 422,1 455,2 411,3 485,3 351,2 277,1 1,1
551,2 412,1 409,1 320,1 426,1 0,0 0,0 1,1
441,1 343,1 411,1 344,1 0,0 0,0 0,0 2,2
261,2 343,3 422,1 411,3 351,2 485,3 277,1 1,1
551,2 533,1 0,0 0,0 0,0 0,0 0,0 1,1
261,2 422,1 455,2 485,3 411,3 351,2 277,1 1,1
261,2 343,3 420,2 415,2 153,2 414,2 277,1 1,1
261,2 412,3 415,2 414,2 351,2 411,3 422,1 1,1
441,1 533,1 344,1 409,1 0,0 0,0 0,0 3,4
551,1 542,1 533,1 0,0 0,0 0,0 0,0 3,4
156,1 529,1 344,1 0,0 0,0 0,0 0,0 9,13
441,2 409,3 343,3 344,2 417,1 426,3 422,1 2,3
551,1 412,1 409,1 320,1 426,1 0,0 0,0 2,3
441,2 413,3 344,2 424,3 409,3 0,0 0,0 5,8
156,1 533,1 344,1 414,1 0,0 0,0 0,0 96,155
156,1 152,1 424,1 344,1 0,0 0,0 0,0 41,68
156,1 533,1 344,1 409,1 426,1 0,0 0,0 9,15
156,1 343,1 426,1 415,1 411,1 150,1 414,1 3,5
441,2 409,3 343,3 344,2 417,2 426,1 422,1 16,27
156,1 533,1 344,1 343,1 0,0 0,0 0,0 96,168
156,1 533,1 414,1 344,1 0,0 0,0 0,0 104,188
156,1 409,1 343,1 415,1 411,1 150,1 414,1 6,11
156,1 152,1 344,1 424,1 0,0 0,0 0,0 19,35
441,1 152,1 344,1 427,1 0,0 0,0 0,0 7,13
156,2 152,1 344,2 411,3 0,0 0,0 0,0 3,6
441,1 413,1 409,1 191,1 411,1 426,1 0,0 1,2
441,2 412,2 409,3 149,1 427,1 417,2 0,0 4,8
156,1 409,1 426,1 429,1 150,1 415,1 414,1 1,2
441,2 409,3 343,3 344,2 417,2 426,2 422,1 3,6
441,2 152,1 422,1 420,1 344,1 0,0 0,0 1,2
