291,1 497,1 520,2 387,2 351,2 337,3 0,0 1,1
224,1 343,1 344,1 531,1 345,1 415,1 417,1 1,1
552,1 381,1 339,1 389,1 329,1 387,1 338,1 1,1
552,1 339,1 542,1 351,1 543,1 337,1 452,1 1,1
552,1 339,1 542,1 543,1 337,1 452,1 0,0 1,1
552,1 533,1 543,1 351,1 344,1 343,1 0,0 1,1
552,1 339,1 452,1 519,1 543,1 337,1 0,0 1,1
224,1 348,1 339,1 382,1 338,1 346,1 424,1 1,1
442,1 542,2 339,1 338,2 520,3 452,3 387,2 1,1
442,1 542,2 436,1 352,1 345,2 421,1 344,2 1,1
552,2 514,1 544,1 0,0 0,0 0,0 0,0 1,1
552,1 339,1 542,1 543,1 544,1 0,0 0,0 1,1
291,1 443,1 436,1 237,2 276,2 382,3 280,2 1,1
442,1 342,1 458,1 341,2 525,1 358,2 360,2 1,1
552,1 542,1 539,1 543,1 537,1 544,1 302,1 1,1
224,1 162,1 395,1 402,1 424,1 163,1 161,1 1,1
442,1 443,1 339,1 436,1 387,1 519,1 346,2 1,1
552,1 544,1 539,1 543,1 537,1 0,0 0,0 1,1
442,1 436,1 433,1 448,1 429,2 382,3 394,1 1,1
224,1 542,1 413,1 531,1 415,1 417,1 541,1 1,1
552,1 533,1 542,1 543,1 544,1 0,0 0,0 1,1
291,1 391,2 462,1 387,2 338,2 520,3 237,2 1,1
442,1 343,3 436,1 448,1 433,1 344,2 346,2 1,1
442,1 542,1 339,1 338,2 520,1 452,3 387,1 1,1
224,1 343,1 344,1 345,1 531,1 415,1 417,1 59,99
552,1 533,1 543,1 544,1 0,0 0,0 0,0 1,2
552,1 532,1 542,1 543,1 544,1 0,0 0,0 1,2
552,1 349,1 452,1 337,1 0,0 0,0 0,0 1,2
224,1 539,1 162,1 400,1 402,1 161,1 163,1 36,75
224,1 542,1 533,1 344,1 415,1 345,1 424,1 3,7
224,1 539,1 162,1 399,1 402,1 161,1 163,1 2,5
552,1 514,1 542,1 513,1 543,1 544,1 0,0 1,3
224,1 162,1 539,1 402,1 161,1 163,1 400,1 5,16
224,1 361,1 354,1 359,1 141,1 138,1 357,1 2,7
224,1 162,1 427,1 402,1 161,1 163,1 424,1 3,12
224,1 348,1 346,1 426,1 350,1 425,1 344,1 1,6
224,1 539,1 162,1 194,1 402,1 161,1 163,1 0,1
224,1 348,1 346,1 426,1 350,1 338,1 452,1 0,10
552,2 432,1 362,1 359,2 429,1 430,1 366,1 0,1
224,2 339,1 346,2 351,2 429,1 242,1 457,2 0,1
224,2 348,2 346,2 351,2 429,1 242,1 457,2 0,1
552,2 339,1 346,1 351,1 429,1 519,2 457,2 0,1
224,2 348,2 362,2 359,2 429,2 430,2 542,2 0,1
552,1 430,1 448,1 423,1 542,1 350,1 427,1 0,1
552,2 436,1 462,1 351,2 429,1 280,1 457,2 0,1
224,2 332,2 448,1 351,2 429,2 430,2 333,2 0,1
224,2 348,2 234,1 344,1 415,1 424,1 416,1 0,1
442,1 432,1 274,3 346,2 428,2 430,1 351,1 0,1
554,1 444,1 419,1 351,2 429,1 346,2 0,0 0,2
552,2 348,2 419,2 351,2 429,2 418,1 346,2 0,1
224,1 348,1 346,1 426,1 350,1 543,1 338,1 0,2
442,1 348,2 365,1 359,1 429,1 430,1 366,1 0,1
442,1 436,1 450,1 351,2 350,2 457,2 0,0 0,1
552,2 436,1 450,1 359,2 429,2 352,1 546,2 0,1
442,1 542,1 339,1 338,2 520,3 452,3 387,2 0,1
224,1 162,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 343,1 542,1 345,1 531,1 415,1 417,1 0,1
552,1 348,1 346,1 426,1 350,1 543,1 537,1 0,1
224,1 539,1 333,1 542,1 538,1 454,1 0,0 0,4
552,2 366,1 478,2 341,2 360,2 326,1 353,3 0,1
552,1 348,1 346,1 426,1 350,1 543,1 424,1 0,1
552,1 162,1 299,1 158,1 406,1 395,1 0,0 0,1
224,1 348,1 346,1 426,1 350,1 454,1 539,1 0,1
224,2 361,1 354,3 359,1 141,1 138,1 357,3 0,1
552,1 426,1 0,0 0,0 0,0 0,0 0,0 0,4
224,1 343,1 426,1 346,1 345,1 415,1 417,1 0,1
442,1 342,1 424,3 358,2 364,1 360,2 445,1 0,1
442,1 348,2 347,2 349,3 0,0 0,0 0,0 0,1
552,1 514,1 542,1 543,1 513,1 544,1 0,0 0,2
552,2 514,2 543,2 513,2 544,2 0,0 0,0 0,2
552,2 514,2 543,3 513,1 544,3 0,0 0,0 0,1
552,1 514,1 543,1 513,1 544,1 0,0 0,0 0,1
552,1 514,1 543,1 544,1 0,0 0,0 0,0 0,1
552,1 514,1 543,1 0,0 0,0 0,0 0,0 0,1
224,1 184,1 183,1 179,1 371,1 424,1 185,1 0,1
224,1 348,1 339,1 382,1 338,1 346,1 381,1 0,1
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 348,1 542,1 402,1 333,1 424,1 346,1 0,1
224,1 361,1 190,1 357,1 424,1 423,1 138,1 0,1
554,1 542,2 348,2 424,2 448,1 346,2 372,1 0,1
224,1 514,1 184,1 542,1 371,1 424,1 350,1 0,1
442,1 348,2 450,1 423,3 0,0 0,0 0,0 0,1
