224,2 348,2 460,1 409,3 420,2 414,2 346,2 1,1
552,1 542,1 514,1 543,1 314,1 0,0 0,0 1,1
552,1 426,1 542,1 315,1 514,1 275,1 0,0 1,1
291,1 391,2 462,1 381,3 168,3 387,2 296,1 1,1
552,1 542,1 514,1 543,1 312,1 546,1 0,0 1,1
224,1 348,1 542,1 345,1 414,1 409,1 426,1 1,1
442,1 343,3 413,3 460,1 542,1 455,2 462,1 1,1
552,2 399,2 395,3 329,1 538,3 0,0 0,0 1,1
442,1 348,2 524,1 362,2 364,2 0,0 0,0 1,1
552,1 370,1 512,1 312,1 514,1 346,1 426,1 1,1
224,1 348,1 409,1 345,1 346,1 427,1 414,1 3,3
442,1 492,1 394,1 381,3 452,1 346,2 0,0 1,1
552,2 343,3 415,2 542,2 329,1 344,2 0,0 1,1
224,1 348,1 514,1 373,1 183,1 427,1 180,1 1,1
224,2 443,1 392,2 201,1 542,2 346,2 394,1 1,1
224,1 533,1 542,1 344,1 414,1 149,1 346,1 1,1
552,1 514,1 543,1 515,1 0,0 0,0 0,0 1,1
224,1 533,1 542,1 344,1 411,1 414,1 426,1 1,1
224,1 533,1 542,1 344,1 343,1 411,1 426,1 1,1
224,1 348,1 542,1 339,1 346,1 426,1 0,0 5,6
224,1 348,1 542,1 402,1 346,1 160,1 427,1 7,9
224,1 348,1 542,1 402,1 539,1 395,1 0,0 5,7
224,1 348,1 514,1 368,1 542,1 426,1 367,1 9,13
224,1 348,1 514,1 373,1 542,1 346,1 367,1 6,9
224,1 348,1 542,1 345,1 409,1 346,1 426,1 37,59
224,1 368,1 514,1 373,1 542,1 183,1 427,1 8,13
224,1 533,1 542,1 345,1 409,1 414,1 0,0 65,108
224,1 180,1 183,1 348,1 184,1 426,1 367,1 3,5
224,1 533,1 542,1 343,1 531,1 0,0 0,0 3,5
224,1 348,1 514,1 373,1 346,1 180,1 427,1 46,78
224,1 533,1 542,1 414,1 415,1 411,1 409,1 9,17
224,1 361,1 136,1 341,1 353,1 359,1 360,1 3,6
224,1 533,1 542,1 344,1 346,1 343,1 427,1 1,2
224,1 368,1 514,1 373,1 542,1 369,1 427,1 1,2
552,1 542,1 514,1 543,1 513,1 0,0 0,0 1,2
224,1 361,1 0,0 0,0 0,0 0,0 0,0 1,2
224,1 348,1 542,1 345,1 414,1 346,1 0,0 1,2
224,1 348,1 542,1 359,1 341,1 346,1 527,1 1,2
224,1 533,1 542,1 344,1 411,1 343,1 426,1 1,2
224,1 348,1 514,1 373,1 542,1 180,1 367,1 1,2
224,1 368,1 514,1 373,1 542,1 183,1 185,1 2,5
224,1 348,1 514,1 368,1 373,1 0,0 0,0 2,5
224,1 343,1 409,1 345,1 346,1 417,1 415,1 4,11
224,1 348,1 542,1 457,1 514,1 427,1 346,1 1,3
442,1 334,3 542,2 436,1 514,3 336,1 426,3 1,3
224,1 533,1 0,0 0,0 0,0 0,0 0,0 1,5
224,1 533,1 542,1 414,1 415,1 346,1 427,1 1,7
224,1 343,1 345,1 351,1 543,1 0,0 0,0 0,3
224,1 348,1 542,1 401,1 539,1 395,1 0,0 0,1
224,1 368,1 514,1 373,1 542,1 191,1 427,1 0,1
224,1 368,1 514,1 373,1 542,1 370,1 427,1 0,1
224,1 368,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 136,1 340,1 341,1 346,1 359,1 360,1 0,4
552,1 514,1 311,1 543,1 515,1 0,0 0,0 0,1
291,1 391,2 462,1 459,2 490,3 394,1 387,2 0,1
442,1 434,1 457,2 419,1 150,1 0,0 0,0 0,1
224,1 533,1 414,1 344,1 346,1 343,1 411,1 0,1
224,2 533,3 542,2 496,2 411,1 427,2 0,0 0,1
224,1 348,1 542,1 341,1 359,1 525,1 0,0 0,1
224,1 533,1 345,1 409,1 344,1 0,0 0,0 0,1
552,1 514,1 512,1 543,1 513,1 0,0 0,0 0,1
224,1 343,1 346,1 413,1 412,1 460,1 414,1 0,3
224,1 542,1 514,1 543,1 544,1 0,0 0,0 0,1
552,1 542,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 348,1 514,1 373,1 346,1 367,1 451,1 0,2
552,1 542,1 514,1 546,1 513,1 0,0 0,0 0,1
442,1 381,3 383,1 517,1 287,1 385,1 351,2 0,1
552,1 348,1 315,1 346,1 0,0 0,0 0,0 0,1
224,2 348,2 542,1 339,1 346,2 426,2 0,0 0,1
442,1 426,1 436,1 433,1 346,2 0,0 0,0 0,1
224,1 348,1 542,1 402,1 398,1 427,1 160,1 0,1
224,1 368,1 514,1 373,1 542,1 183,1 451,1 0,1
224,1 348,1 347,1 355,1 141,1 359,1 0,0 0,1
442,1 436,1 430,1 0,0 0,0 0,0 0,0 0,1
224,1 348,1 353,1 346,1 359,1 361,1 427,1 0,2
224,1 348,1 514,1 373,1 426,1 367,1 513,1 0,1
224,2 399,3 348,2 157,3 457,2 395,3 273,3 0,1
224,1 348,1 361,1 357,1 346,1 426,1 0,0 0,1
224,1 348,1 361,1 354,1 359,1 353,1 0,0 0,1
442,1 348,2 361,2 351,2 428,2 0,0 0,0 0,1
224,1 348,1 542,1 539,1 402,1 395,1 0,0 0,2
262,2 348,2 413,3 428,2 344,2 422,1 0,0 0,1
224,1 533,1 542,1 344,1 415,1 343,1 0,0 0,1
224,1 426,1 162,1 542,1 402,1 161,1 395,1 0,1
224,2 348,1 514,3 373,1 346,2 180,1 427,1 0,1
224,1 368,1 514,1 373,1 426,1 371,1 367,1 0,1
552,2 343,3 348,2 318,3 490,3 414,2 422,1 0,1
224,1 348,1 514,1 373,1 180,1 370,1 367,1 0,1
