440,2 404,1 397,3 398,3 448,1 427,2 0,0 1,1
440,2 399,3 398,1 539,2 404,1 0,0 0,0 1,1
440,1 408,1 539,1 404,1 542,1 398,1 427,1 1,1
440,2 162,1 247,1 402,1 398,1 0,0 0,0 1,1
440,2 399,1 398,3 539,2 404,1 0,0 0,0 1,1
440,2 162,1 404,1 398,3 424,3 0,0 0,0 1,1
440,2 405,2 404,2 398,3 400,2 0,0 0,0 5,5
440,2 399,1 398,2 539,3 404,1 0,0 0,0 1,1
440,2 399,3 398,1 539,3 404,1 0,0 0,0 1,1
440,2 395,3 399,3 398,2 404,1 401,1 0,0 4,4
440,2 428,2 397,3 351,2 398,3 400,2 396,3 1,1
440,2 404,1 448,1 426,3 401,2 396,3 0,0 1,1
440,2 428,2 398,3 404,1 401,2 0,0 0,0 1,1
440,2 395,1 162,1 401,1 398,1 351,2 396,1 1,1
440,2 162,1 398,2 404,1 396,3 408,1 0,0 1,1
440,2 404,1 397,3 424,3 426,3 396,3 0,0 1,1
440,2 395,1 399,2 398,3 404,1 401,1 0,0 1,1
440,2 428,2 397,3 401,2 248,1 448,1 398,3 1,1
440,2 404,1 397,3 398,3 401,2 0,0 0,0 2,2
440,2 428,2 542,1 404,2 398,2 537,2 0,0 1,1
440,2 404,2 397,3 401,2 427,1 0,0 0,0 1,1
550,1 542,1 299,1 454,1 0,0 0,0 0,0 1,1
440,1 162,1 542,1 404,1 398,1 408,1 0,0 1,1
440,2 395,1 399,2 398,2 404,1 401,1 0,0 1,1
440,2 399,3 542,2 404,1 398,3 427,1 426,2 2,2
440,2 404,1 424,1 536,1 396,3 0,0 0,0 1,1
440,2 162,1 402,2 401,2 398,3 395,3 0,0 3,3
440,2 395,3 399,3 398,3 401,2 404,2 408,1 2,2
440,2 395,3 162,1 401,1 398,3 351,2 396,1 2,2
440,2 395,3 401,2 351,2 404,2 398,3 0,0 1,1
440,1 395,1 401,1 351,1 404,1 398,1 408,1 1,1
440,2 408,1 162,1 398,3 404,1 396,3 0,0 1,1
440,2 405,1 542,2 404,1 398,1 408,1 395,1 1,1
440,1 162,1 398,1 404,1 542,1 0,0 0,0 1,1
440,2 395,1 162,1 401,1 398,1 351,2 396,3 1,1
440,2 428,2 398,3 401,2 542,1 400,2 396,3 1,1
440,2 395,3 405,1 542,1 404,1 398,3 408,1 1,1
440,2 162,1 542,1 404,1 398,3 408,1 0,0 1,1
440,2 395,2 162,1 401,1 398,3 351,2 396,1 1,1
440,2 538,2 542,1 401,2 398,3 351,1 0,0 1,1
440,2 428,2 397,3 398,3 537,1 400,2 396,3 1,1
440,2 395,3 162,1 398,1 400,2 161,1 427,1 1,1
440,2 408,1 399,3 542,2 404,1 398,3 396,3 1,1
440,2 395,3 401,1 351,2 404,1 398,3 0,0 2,2
440,2 538,3 542,1 401,2 398,3 351,1 0,0 1,1
440,2 404,1 401,2 398,3 537,1 427,1 0,0 1,1
440,1 162,1 426,1 398,1 404,1 395,1 0,0 1,1
440,1 395,1 405,1 404,1 539,1 0,0 0,0 1,1
501,1 399,1 398,1 539,2 404,1 0,0 0,0 1,1
236,1 426,1 395,3 396,3 542,2 482,2 408,1 1,1
440,2 162,1 542,1 404,1 398,1 408,1 0,0 1,1
440,2 395,3 162,1 401,1 398,1 351,2 396,2 1,1
440,2 162,1 398,2 404,2 351,2 0,0 0,0 1,1
440,2 395,2 162,1 397,1 401,2 398,1 426,1 1,1
440,2 162,1 398,1 404,1 396,2 0,0 0,0 1,1
440,2 162,1 397,3 402,2 398,3 395,3 0,0 1,1
440,2 395,3 399,3 428,2 542,1 404,1 0,0 1,1
440,2 395,3 399,3 398,3 404,2 401,2 0,0 1,1
440,2 405,2 404,2 400,2 398,3 408,1 0,0 1,1
440,2 162,1 398,3 404,1 351,2 0,0 0,0 1,1
440,2 395,3 333,2 398,2 401,1 351,1 426,1 1,1
440,2 408,1 399,3 404,2 542,1 539,1 0,0 1,1
440,2 162,1 398,3 404,1 396,3 0,0 0,0 1,1
440,2 405,1 408,1 404,1 398,3 396,2 0,0 1,1
440,2 401,2 397,3 404,1 398,3 0,0 0,0 1,1
440,2 162,1 542,2 404,1 398,3 0,0 0,0 3,3
440,2 404,2 397,3 401,2 427,2 0,0 0,0 2,2
440,2 162,1 247,1 398,3 401,2 0,0 0,0 1,1
440,2 447,1 542,1 539,3 398,3 0,0 0,0 1,1
440,2 447,1 398,1 401,1 351,1 408,1 0,0 1,1
440,2 399,3 397,3 401,1 398,3 158,1 427,1 1,1
440,2 428,1 397,2 404,1 398,2 408,1 0,0 1,1
440,2 447,1 398,3 401,1 351,2 0,0 0,0 1,1
440,1 542,1 404,1 162,1 398,1 0,0 0,0 3,3
440,1 405,1 542,1 404,1 398,1 395,1 0,0 1,1
440,2 399,3 395,3 398,1 400,2 404,1 426,3 1,1
440,2 399,3 395,3 401,2 398,3 404,1 0,0 5,5
440,2 395,3 333,2 398,1 401,1 351,1 426,2 1,1
440,2 542,1 404,2 539,1 428,2 408,1 0,0 1,1
440,1 247,1 398,1 396,1 404,1 0,0 0,0 2,2
550,2 162,1 539,3 304,1 398,1 0,0 0,0 1,1
440,2 162,1 398,3 404,1 396,1 408,1 0,0 1,1
464,1 408,1 426,3 395,3 405,2 404,2 398,3 1,1
440,2 408,1 399,3 404,1 401,2 351,2 0,0 1,1
440,2 395,3 398,3 542,1 404,1 539,3 426,3 1,1
440,2 395,3 404,1 542,1 401,2 351,1 0,0 1,1
440,1 351,1 398,1 404,1 162,1 0,0 0,0 1,1
440,2 399,2 542,1 401,1 539,2 398,2 427,1 1,1
167,1 539,1 538,1 543,1 0,0 0,0 0,0 2,2
550,1 542,1 539,1 537,1 543,1 0,0 0,0 1,1
440,2 399,3 542,2 401,1 539,3 398,3 427,1 1,1
167,1 538,1 543,1 0,0 0,0 0,0 0,0 1,1
440,2 447,1 398,3 401,2 396,3 0,0 0,0 2,2
440,2 162,1 398,1 404,1 396,1 408,1 0,0 1,1
440,2 162,1 397,3 401,2 398,3 395,3 426,3 1,1
440,2 399,3 542,1 401,1 539,3 398,3 427,1 1,1
440,2 395,3 162,1 397,3 401,2 398,2 426,3 1,1
440,2 447,1 542,2 539,3 398,3 0,0 0,0 11,12
440,2 162,1 542,2 404,1 398,2 0,0 0,0 7,8
440,2 162,1 542,1 404,1 398,3 0,0 0,0 6,7
440,1 162,1 542,1 404,1 398,1 0,0 0,0 123,147
440,2 395,3 399,2 398,2 404,1 401,1 0,0 5,6
440,2 162,1 398,1 404,1 396,3 0,0 0,0 4,5
167,1 447,1 398,1 404,1 0,0 0,0 0,0 7,9
440,2 395,3 162,1 401,2 398,3 351,2 396,3 3,4
440,2 405,1 398,3 404,1 428,2 0,0 0,0 3,4
440,2 395,2 399,3 398,3 404,1 401,2 0,0 3,4
440,2 447,1 397,3 398,3 448,1 408,1 0,0 5,7
440,1 405,1 404,1 398,1 400,1 0,0 0,0 8,12
440,1 162,1 401,1 402,1 398,1 427,1 0,0 6,9
440,2 162,1 542,1 404,1 398,1 0,0 0,0 2,3
440,2 405,1 408,1 404,1 398,2 396,3 0,0 2,3
440,2 405,1 404,1 398,3 400,2 0,0 0,0 2,3
440,2 395,3 447,1 404,1 0,0 0,0 0,0 4,6
440,2 395,2 399,2 398,3 404,1 401,1 0,0 2,3
440,2 399,3 542,2 401,1 539,3 398,1 427,1 2,3
440,1 162,1 398,1 404,1 351,1 0,0 0,0 11,17
440,2 162,2 397,3 402,2 398,3 395,3 426,3 7,11
440,2 395,3 399,3 398,3 404,1 401,1 0,0 5,8
440,1 351,1 162,1 398,1 404,1 0,0 0,0 24,39
440,2 395,2 399,3 398,2 404,1 401,1 0,0 8,13
440,2 162,1 542,1 404,1 398,2 0,0 0,0 6,10
440,1 399,1 542,1 401,1 539,1 398,1 427,1 16,27
440,1 399,1 398,1 539,1 404,1 0,0 0,0 11,19
440,2 395,3 399,3 398,3 404,1 401,2 0,0 4,7
440,2 395,2 399,3 398,3 404,1 401,1 0,0 4,7
167,1 403,1 192,1 426,1 398,1 400,1 427,1 5,9
440,1 405,1 408,1 404,1 398,1 396,1 0,0 4,8
440,2 395,3 162,1 397,3 401,2 398,3 426,3 1,2
550,1 544,1 539,1 538,1 0,0 0,0 0,0 1,2
440,1 162,1 398,1 404,1 396,1 0,0 0,0 6,12
440,2 395,3 399,2 398,2 404,1 401,2 0,0 1,2
440,2 395,3 333,2 398,3 402,2 396,3 0,0 1,2
440,1 162,1 397,1 402,1 398,1 426,1 395,1 1,2
440,1 395,1 162,1 397,1 401,1 398,1 426,1 1,2
440,2 395,2 162,1 401,1 398,1 351,2 396,1 1,2
440,2 162,2 402,2 401,2 398,3 395,3 0,0 1,2
440,2 162,1 398,1 404,1 351,2 0,0 0,0 1,2
440,2 395,2 399,2 398,2 404,1 401,1 0,0 1,2
440,2 408,1 399,3 542,1 404,1 398,3 396,3 1,2
440,2 399,3 397,3 401,2 398,3 158,1 427,1 1,2
440,2 447,1 398,3 401,1 396,3 0,0 0,0 2,4
440,1 395,1 331,1 404,1 406,1 426,1 0,0 1,2
440,1 332,1 426,1 405,1 404,1 0,0 0,0 2,4
440,2 447,1 398,3 401,2 351,2 0,0 0,0 1,2
