240,2 348,2 381,3 0,0 0,0 0,0 0,0 3,3
224,2 348,2 0,0 0,0 0,0 0,0 0,0 3,3
224,2 409,3 343,3 411,3 414,2 0,0 0,0 1,1
200,1 366,1 361,1 359,1 0,0 0,0 0,0 1,1
262,2 348,2 408,1 0,0 0,0 0,0 0,0 3,3
224,1 409,1 420,1 411,1 414,1 422,1 0,0 1,1
552,2 428,2 427,1 0,0 0,0 0,0 0,0 1,1
442,1 366,1 348,2 0,0 0,0 0,0 0,0 1,1
442,1 348,1 0,0 0,0 0,0 0,0 0,0 1,1
442,1 348,2 394,1 0,0 0,0 0,0 0,0 1,1
262,2 348,2 366,1 0,0 0,0 0,0 0,0 1,1
200,1 348,2 381,3 394,1 0,0 0,0 0,0 1,1
200,1 370,3 371,3 0,0 0,0 0,0 0,0 1,1
503,2 348,1 0,0 0,0 0,0 0,0 0,0 2,2
224,2 353,3 426,3 359,1 351,2 0,0 0,0 1,1
224,2 409,3 426,3 546,1 411,3 420,1 422,1 1,1
224,1 395,1 426,1 158,1 424,1 0,0 0,0 2,2
442,1 348,2 0,0 0,0 0,0 0,0 0,0 4,6
224,1 136,1 353,1 542,1 359,1 0,0 0,0 7,11
224,1 136,1 353,1 359,1 358,1 0,0 0,0 19,30
224,1 366,1 136,1 353,1 359,1 358,1 0,0 5,8
224,1 136,1 353,1 426,1 359,1 427,1 0,0 18,29
224,1 353,1 426,1 136,1 359,1 138,1 0,0 15,29
224,1 348,1 0,0 0,0 0,0 0,0 0,0 18,35
224,1 436,1 359,1 0,0 0,0 0,0 0,0 2,4
224,1 348,1 422,1 0,0 0,0 0,0 0,0 1,2
262,1 348,1 0,0 0,0 0,0 0,0 0,0 1,2
224,1 426,1 353,1 542,1 359,1 0,0 0,0 17,35
224,1 409,1 414,1 411,1 427,1 0,0 0,0 3,8
224,1 426,1 136,1 353,1 359,1 427,1 0,0 4,13
224,1 136,1 353,1 359,1 138,1 426,1 0,0 3,12
224,1 339,1 0,0 0,0 0,0 0,0 0,0 1,4
503,2 348,2 0,0 0,0 0,0 0,0 0,0 1,5
442,1 348,2 422,1 0,0 0,0 0,0 0,0 0,1
224,1 383,1 386,1 172,1 0,0 0,0 0,0 0,12
224,1 140,1 136,1 0,0 0,0 0,0 0,0 0,1
552,2 544,3 0,0 0,0 0,0 0,0 0,0 0,1
442,1 366,1 348,1 0,0 0,0 0,0 0,0 0,1
224,2 230,1 426,1 366,1 359,1 358,1 0,0 0,1
552,1 312,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 343,1 409,1 411,1 414,1 0,0 0,0 0,1
224,1 409,1 455,1 414,1 411,1 0,0 0,0 0,1
240,2 381,3 394,1 351,2 387,2 427,3 0,0 0,1
224,1 353,1 341,1 359,1 0,0 0,0 0,0 0,2
240,2 367,3 380,1 351,2 336,1 427,3 0,0 0,1
240,1 348,1 381,1 0,0 0,0 0,0 0,0 0,1
503,1 348,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 353,1 542,1 359,1 426,1 0,0 0,0 0,1
224,1 353,1 546,1 359,1 141,1 0,0 0,0 0,1
