442,1 339,1 347,2 490,3 457,2 337,3 0,0 1,1
224,1 533,1 344,1 414,1 409,1 343,1 542,1 1,1
291,1 184,2 179,3 555,1 351,2 346,2 380,1 1,1
552,1 514,1 543,1 513,1 311,1 0,0 0,0 1,1
224,1 542,1 337,1 351,1 339,1 452,1 0,0 1,1
200,1 209,1 408,1 203,1 348,2 0,0 0,0 1,1
552,2 436,1 459,2 346,2 555,1 306,1 337,3 1,1
224,1 542,1 544,1 525,1 543,1 0,0 0,0 2,2
552,1 514,1 542,1 312,1 543,1 0,0 0,0 1,1
224,1 136,1 426,1 353,1 359,1 358,1 0,0 1,1
503,2 361,2 366,1 357,3 341,2 445,1 0,0 1,1
554,1 339,1 381,1 394,1 448,1 391,1 0,0 1,1
224,1 343,1 344,1 345,1 349,1 0,0 0,0 3,3
224,1 427,1 429,1 414,1 409,1 417,1 426,1 1,1
224,1 343,1 344,1 345,1 411,1 349,1 0,0 1,1
224,1 533,1 343,1 345,1 0,0 0,0 0,0 1,1
552,2 514,3 315,2 546,2 371,1 0,0 0,0 1,1
224,1 349,1 544,1 451,1 0,0 0,0 0,0 1,1
224,1 533,1 544,1 532,1 0,0 0,0 0,0 1,1
224,1 533,1 344,1 345,1 343,1 0,0 0,0 1,1
442,1 348,2 459,2 385,3 387,2 394,1 346,2 1,1
552,1 533,1 542,1 543,1 0,0 0,0 0,0 2,3
224,1 343,1 344,1 345,1 543,1 0,0 0,0 1,2
224,1 542,1 533,1 344,1 414,1 346,1 343,1 1,2
552,1 533,1 531,1 542,1 0,0 0,0 0,0 1,3
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,3
224,1 348,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 353,1 0,0 0,0 0,0 0,0 0,0 0,13
224,1 367,1 0,0 0,0 0,0 0,0 0,0 0,4
442,1 348,1 347,1 422,1 415,1 344,1 346,1 0,1
552,2 303,1 347,2 490,3 539,3 0,0 0,0 0,1
442,1 391,1 459,1 389,2 387,2 392,1 346,2 0,1
442,1 346,2 427,2 378,1 335,2 423,3 514,3 0,1
552,1 339,1 543,1 337,1 0,0 0,0 0,0 0,1
442,1 368,1 450,1 373,1 0,0 0,0 0,0 0,1
224,1 348,1 542,1 447,1 0,0 0,0 0,0 0,1
552,2 348,2 542,2 321,2 0,0 0,0 0,0 0,1
442,1 533,3 345,2 344,2 346,2 0,0 0,0 0,1
442,1 533,2 415,1 414,1 344,1 351,2 0,0 0,1
442,1 533,3 347,2 409,3 415,2 344,2 422,1 0,1
552,1 514,1 543,1 544,1 0,0 0,0 0,0 0,1
503,1 359,1 358,1 357,1 423,1 138,1 136,1 0,1
552,2 514,3 543,2 513,1 544,2 0,0 0,0 0,1
224,1 542,1 533,1 345,1 343,1 409,1 0,0 0,1
552,1 514,1 543,1 513,1 544,1 0,0 0,0 0,1
291,1 492,1 415,1 0,0 0,0 0,0 0,0 0,1
224,1 349,1 515,1 451,1 0,0 0,0 0,0 0,2
442,1 339,1 387,1 385,1 351,2 346,1 0,0 0,1
224,1 348,1 386,1 387,1 346,1 382,1 172,1 0,1
224,1 542,1 533,1 345,1 346,1 546,1 0,0 0,1
224,1 542,1 533,1 345,1 414,1 409,1 0,0 0,1
