261,2 422,1 343,3 414,2 411,3 351,2 0,0 1,1
156,1 412,1 426,1 414,1 411,1 409,1 0,0 1,1
261,2 343,3 422,1 351,2 411,3 414,2 0,0 1,1
261,2 343,3 414,2 153,2 420,2 422,1 0,0 1,1
156,2 413,3 409,1 411,3 0,0 0,0 0,0 1,1
261,2 343,3 351,2 411,3 414,2 422,1 0,0 1,1
156,1 422,1 412,1 414,1 411,1 420,1 0,0 1,1
441,2 343,2 344,2 411,1 0,0 0,0 0,0 2,2
156,2 409,3 426,3 414,1 150,1 411,3 0,0 1,1
551,2 532,1 0,0 0,0 0,0 0,0 0,0 1,1
502,1 412,1 414,1 344,1 0,0 0,0 0,0 1,1
441,2 409,1 343,1 344,1 427,2 0,0 0,0 1,1
441,1 412,1 428,1 149,1 0,0 0,0 0,0 2,2
156,2 343,3 344,2 409,3 411,3 0,0 0,0 1,1
261,2 343,3 411,3 351,2 414,2 0,0 0,0 1,1
441,2 422,1 343,3 344,2 411,3 0,0 0,0 1,1
156,2 422,1 343,3 414,2 420,2 344,2 0,0 1,1
441,2 413,2 411,2 422,1 0,0 0,0 0,0 1,1
261,1 343,1 409,1 414,1 411,1 455,1 0,0 1,1
261,2 412,3 414,2 273,1 411,3 0,0 0,0 1,1
156,2 412,1 414,1 420,1 411,3 0,0 0,0 1,1
156,2 413,1 411,1 409,1 0,0 0,0 0,0 1,1
156,2 413,3 344,2 0,0 0,0 0,0 0,0 1,1
261,1 533,1 426,1 0,0 0,0 0,0 0,0 1,1
156,1 426,1 409,1 150,1 411,1 414,1 0,0 2,2
156,1 409,1 420,1 344,1 411,1 0,0 0,0 1,1
441,2 409,1 343,3 417,2 0,0 0,0 0,0 1,1
156,1 409,1 426,1 150,1 411,1 420,1 0,0 1,1
261,2 422,1 455,2 411,3 351,2 414,2 0,0 1,1
156,2 413,3 409,3 411,3 0,0 0,0 0,0 1,1
441,2 409,3 343,1 344,2 427,2 0,0 0,0 1,1
156,1 343,1 411,1 344,1 0,0 0,0 0,0 1,1
261,1 409,1 343,1 411,1 344,1 0,0 0,0 8,10
