552,2 172,1 428,2 546,1 306,3 394,1 0,0 1,1
224,1 436,1 418,1 420,1 409,1 426,1 414,1 1,1
442,1 348,2 542,1 351,2 422,1 0,0 0,0 1,1
442,1 348,2 353,3 357,3 0,0 0,0 0,0 1,1
552,1 180,1 315,1 0,0 0,0 0,0 0,0 1,1
291,1 436,1 542,1 337,3 0,0 0,0 0,0 1,1
224,1 361,1 353,1 424,1 358,1 426,1 0,0 1,1
224,1 348,1 542,1 424,1 0,0 0,0 0,0 1,1
224,2 348,2 448,1 490,3 394,1 0,0 0,0 1,1
291,1 361,2 490,3 237,1 366,1 0,0 0,0 1,1
240,1 492,1 0,0 0,0 0,0 0,0 0,0 1,1
552,1 367,1 512,1 312,1 0,0 0,0 0,0 1,1
552,1 339,1 0,0 0,0 0,0 0,0 0,0 1,1
224,1 348,1 436,1 546,1 0,0 0,0 0,0 1,1
552,1 533,1 542,1 0,0 0,0 0,0 0,0 2,2
552,1 524,1 542,1 527,1 0,0 0,0 0,0 1,1
552,1 544,1 514,1 0,0 0,0 0,0 0,0 1,1
224,1 361,1 542,1 341,1 353,1 0,0 0,0 1,1
552,2 533,2 542,1 0,0 0,0 0,0 0,0 1,1
291,1 348,2 414,2 0,0 0,0 0,0 0,0 1,1
224,1 361,1 426,1 359,1 358,1 353,1 0,0 10,13
224,1 427,1 426,1 546,1 359,1 138,1 357,1 3,4
224,1 361,1 341,1 359,1 426,1 0,0 0,0 3,4
224,1 527,1 426,1 546,1 359,1 138,1 357,1 59,81
224,1 361,1 357,1 138,1 136,1 0,0 0,0 4,6
224,1 348,1 542,1 414,1 409,1 0,0 0,0 80,126
224,1 348,1 426,1 158,1 427,1 0,0 0,0 19,30
224,1 361,1 136,1 357,1 138,1 0,0 0,0 48,87
224,1 361,1 542,1 359,1 138,1 0,0 0,0 74,137
224,1 361,1 136,1 341,1 359,1 0,0 0,0 9,17
224,1 348,1 402,1 395,1 0,0 0,0 0,0 5,10
224,1 348,1 172,1 387,1 426,1 0,0 0,0 1,2
224,1 361,1 359,1 424,1 353,1 426,1 0,0 2,4
224,1 361,1 353,1 138,1 357,1 0,0 0,0 1,2
224,1 361,1 426,1 359,1 138,1 136,1 353,1 3,6
224,1 361,1 353,1 341,1 359,1 0,0 0,0 1,2
224,1 348,1 183,1 179,1 0,0 0,0 0,0 3,6
224,1 533,1 0,0 0,0 0,0 0,0 0,0 1,2
224,1 348,1 414,1 344,1 0,0 0,0 0,0 1,2
224,1 361,1 426,1 359,1 138,1 546,1 353,1 12,25
224,1 348,1 387,1 337,1 0,0 0,0 0,0 2,5
224,1 348,1 514,1 542,1 0,0 0,0 0,0 8,21
552,1 544,1 542,1 514,1 0,0 0,0 0,0 1,3
224,1 348,1 542,1 346,1 395,1 0,0 0,0 3,10
224,1 361,1 542,1 359,1 353,1 426,1 0,0 2,7
224,1 361,1 136,1 426,1 353,1 359,1 138,1 2,7
224,1 361,1 346,1 359,1 358,1 0,0 0,0 8,30
224,1 353,1 426,1 341,1 359,1 458,1 136,1 1,4
224,1 361,1 353,1 346,1 359,1 427,1 0,0 1,4
224,1 348,1 542,1 387,1 0,0 0,0 0,0 1,5
224,1 361,1 426,1 359,1 138,1 346,1 0,0 2,12
224,1 361,1 346,1 359,1 138,1 136,1 0,0 0,1
224,1 348,1 341,1 346,1 0,0 0,0 0,0 0,1
224,1 361,1 346,1 141,1 359,1 0,0 0,0 0,1
503,2 436,1 359,2 525,2 555,1 0,0 0,0 0,1
224,2 348,2 371,1 380,1 0,0 0,0 0,0 0,1
224,1 348,1 387,1 424,1 0,0 0,0 0,0 0,2
503,2 436,1 345,2 414,1 0,0 0,0 0,0 0,1
503,1 348,1 347,1 414,1 0,0 0,0 0,0 0,1
442,1 532,3 421,1 0,0 0,0 0,0 0,0 0,1
224,1 527,1 426,1 136,1 359,1 138,1 357,1 0,1
224,1 348,1 426,1 346,1 351,1 0,0 0,0 0,2
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 348,1 141,1 359,1 0,0 0,0 0,0 0,1
224,1 361,1 341,1 359,1 136,1 0,0 0,0 0,2
224,1 361,1 426,1 353,1 359,1 138,1 136,1 0,1
224,1 348,1 362,1 0,0 0,0 0,0 0,0 0,1
224,1 527,1 426,1 546,1 359,1 357,1 138,1 0,1
224,1 542,1 342,1 346,1 546,1 0,0 0,0 0,1
224,1 527,1 426,1 359,1 357,1 138,1 136,1 0,1
552,2 544,2 542,1 514,2 0,0 0,0 0,0 0,1
552,2 339,1 387,1 546,1 0,0 0,0 0,0 0,1
224,1 348,1 420,1 344,1 0,0 0,0 0,0 0,1
442,1 348,2 424,1 351,2 0,0 0,0 0,0 0,1
224,1 361,1 546,1 359,1 358,1 353,1 0,0 0,1
224,1 353,1 546,1 359,1 357,1 138,1 527,1 0,1
224,1 395,1 0,0 0,0 0,0 0,0 0,0 0,2
224,1 348,1 337,1 387,1 0,0 0,0 0,0 0,1
224,1 348,1 542,1 359,1 0,0 0,0 0,0 0,1
