240,1 436,1 372,1 429,1 371,2 448,1 0,0 1,1
552,1 429,1 420,1 415,1 345,1 320,1 0,0 1,1
442,1 436,1 406,1 402,2 429,1 0,0 0,0 1,1
224,1 270,1 345,1 429,1 415,1 418,1 420,1 1,1
442,1 436,1 407,1 406,1 0,0 0,0 0,0 1,1
552,2 436,1 345,2 415,1 320,1 0,0 0,0 1,1
503,1 492,1 371,2 249,1 0,0 0,0 0,0 1,1
442,1 436,1 448,1 430,1 0,0 0,0 0,0 1,1
224,1 415,1 345,1 433,1 0,0 0,0 0,0 1,1
224,1 339,1 429,1 194,1 172,1 389,1 0,0 1,1
552,1 433,1 320,1 0,0 0,0 0,0 0,0 1,1
442,1 436,1 339,1 390,1 389,2 0,0 0,0 1,1
224,1 436,1 429,1 345,1 194,1 415,1 0,0 14,19
224,1 339,1 0,0 0,0 0,0 0,0 0,0 2,3
224,1 429,1 433,1 194,1 0,0 0,0 0,0 6,10
552,2 436,1 390,2 496,1 338,2 0,0 0,0 1,2
224,1 373,1 513,1 372,1 371,1 0,0 0,0 2,4
224,1 519,1 0,0 0,0 0,0 0,0 0,0 3,7
552,1 415,1 194,1 429,1 345,1 0,0 0,0 2,5
224,1 429,1 194,1 183,1 373,1 371,1 0,0 3,8
224,1 429,1 0,0 0,0 0,0 0,0 0,0 5,14
224,1 141,1 0,0 0,0 0,0 0,0 0,0 3,9
224,1 429,1 436,1 194,1 0,0 0,0 0,0 1,3
224,1 345,1 0,0 0,0 0,0 0,0 0,0 1,3
224,1 429,1 194,1 402,1 0,0 0,0 0,0 3,10
224,1 373,1 371,1 194,1 372,1 183,1 0,0 2,7
224,1 345,1 415,1 0,0 0,0 0,0 0,0 3,11
224,1 373,1 371,1 513,1 372,1 0,0 0,0 2,9
224,1 429,1 194,1 141,1 359,1 0,0 0,0 1,7
224,1 373,1 371,1 513,1 194,1 0,0 0,0 1,9
224,1 372,1 373,1 513,1 183,1 371,1 0,0 0,4
224,1 373,1 513,1 372,1 371,1 183,1 0,0 0,1
552,1 345,1 0,0 0,0 0,0 0,0 0,0 0,11
224,1 372,1 371,1 513,1 373,1 183,1 0,0 0,1
552,2 345,1 0,0 0,0 0,0 0,0 0,0 0,1
442,1 436,1 421,1 345,1 448,1 418,1 0,0 0,1
552,2 415,1 194,1 429,1 345,2 0,0 0,0 0,1
552,2 194,1 141,1 359,1 493,1 324,1 0,0 0,1
224,1 372,1 513,1 371,1 373,1 0,0 0,0 0,1
224,1 513,1 0,0 0,0 0,0 0,0 0,0 0,7
552,1 338,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 429,1 194,1 415,1 0,0 0,0 0,0 0,6
262,2 372,1 430,1 371,1 373,1 0,0 0,0 0,1
442,1 436,1 339,1 389,2 448,1 338,2 0,0 0,1
552,1 535,1 289,1 402,1 429,1 0,0 0,0 0,1
503,1 486,1 345,1 496,1 415,1 0,0 0,0 0,1
552,1 513,1 0,0 0,0 0,0 0,0 0,0 0,1
224,2 373,2 448,1 371,3 336,1 372,2 0,0 0,1
503,1 436,1 339,1 519,1 473,1 0,0 0,0 0,1
552,1 433,1 362,1 0,0 0,0 0,0 0,0 0,1
