442,1 340,3 353,3 523,1 490,3 357,3 0,0 1,1
442,1 542,2 436,1 493,1 448,1 386,1 387,1 1,1
554,1 348,2 409,3 411,3 455,2 457,2 344,2 1,1
224,1 542,1 533,1 345,1 344,1 409,1 0,0 1,1
291,1 376,2 371,3 512,1 0,0 0,0 0,0 1,1
552,1 542,1 514,1 312,1 513,1 515,1 0,0 1,1
552,1 543,1 527,1 324,1 526,1 0,0 0,0 1,1
442,1 339,1 426,1 387,1 542,1 385,1 337,3 1,1
442,1 391,1 387,2 457,2 385,3 351,2 0,0 1,1
552,2 369,1 515,3 346,2 180,1 312,1 514,3 1,1
224,1 343,1 345,1 0,0 0,0 0,0 0,0 1,1
224,1 339,1 337,1 349,1 452,1 0,0 0,0 1,1
224,1 343,1 345,1 349,1 0,0 0,0 0,0 1,1
224,1 337,1 452,1 0,0 0,0 0,0 0,0 1,1
552,1 542,1 299,1 539,1 0,0 0,0 0,0 1,1
552,1 542,1 514,1 543,1 544,1 311,1 0,0 1,1
224,1 343,1 345,1 344,1 532,1 0,0 0,0 1,1
442,1 339,1 385,3 337,3 387,2 386,2 0,0 1,1
224,1 542,1 533,1 415,1 344,1 346,1 343,1 2,3
224,1 521,1 544,1 543,1 0,0 0,0 0,0 1,2
224,1 533,1 542,1 415,1 344,1 346,1 343,1 1,2
224,1 542,1 533,1 344,1 345,1 409,1 0,0 1,2
224,1 533,1 344,1 414,1 415,1 346,1 343,1 2,6
224,1 542,1 514,1 513,1 543,1 0,0 0,0 1,4
224,1 348,1 384,1 385,1 351,1 0,0 0,0 1,4
554,1 428,2 152,1 422,1 448,1 344,2 411,3 0,1
224,1 353,1 0,0 0,0 0,0 0,0 0,0 0,6
224,1 348,1 141,1 457,1 358,1 362,1 0,0 0,1
224,1 348,1 344,1 346,1 351,1 0,0 0,0 0,1
224,1 367,1 0,0 0,0 0,0 0,0 0,0 0,4
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,2
442,1 339,1 385,1 337,3 387,1 386,1 0,0 0,1
552,2 349,3 462,1 351,2 350,2 542,2 0,0 0,1
552,1 533,1 543,1 0,0 0,0 0,0 0,0 0,3
552,1 542,1 514,1 543,1 544,1 0,0 0,0 0,1
442,1 533,1 146,1 546,1 448,1 542,1 412,1 0,1
224,1 542,1 533,1 345,1 344,1 546,1 0,0 0,1
442,1 348,2 450,1 490,3 346,2 0,0 0,0 0,1
552,1 533,1 343,1 320,1 344,1 0,0 0,0 0,1
