200,1 348,2 488,2 413,3 422,1 414,2 0,0 1,1
291,1 348,1 385,2 490,3 351,1 381,1 394,1 1,1
224,2 348,2 353,1 357,3 138,1 351,2 361,1 1,1
291,1 348,1 337,3 490,3 385,2 555,3 394,1 1,1
200,1 348,2 347,2 337,3 351,2 425,3 381,3 1,1
224,1 348,1 555,1 425,1 414,1 413,1 0,0 1,1
262,2 348,2 357,3 457,2 490,3 555,2 351,2 1,1
224,1 348,1 381,1 337,1 457,1 385,1 383,1 5,5
442,1 348,2 347,2 385,3 351,2 337,3 381,3 2,2
200,1 348,2 488,1 413,3 422,1 414,2 0,0 1,1
442,1 348,2 476,1 357,3 366,1 361,2 0,0 3,3
224,1 348,1 425,1 138,1 555,1 361,1 0,0 1,1
200,1 348,2 232,3 168,1 351,2 385,3 0,0 1,1
224,2 361,2 348,2 425,3 353,3 356,3 0,0 1,1
442,1 348,2 465,1 351,2 380,1 425,3 0,0 1,1
224,2 348,2 409,3 411,3 457,2 425,3 414,2 1,1
224,1 348,1 361,1 357,1 351,1 356,1 0,0 1,1
224,2 348,2 425,1 457,2 351,2 356,1 0,0 1,1
224,2 348,2 353,3 361,2 425,2 356,2 0,0 1,1
442,1 348,2 347,1 385,3 351,2 337,3 381,3 1,1
552,2 348,2 425,3 357,3 356,3 0,0 0,0 1,1
552,1 348,1 321,1 409,1 414,1 412,1 422,1 1,1
224,1 348,1 353,1 425,1 361,1 356,1 0,0 1,1
442,1 348,1 488,1 485,1 409,3 0,0 0,0 1,1
442,1 348,2 347,2 457,2 411,3 414,2 351,2 1,1
224,1 348,1 425,1 385,1 383,1 381,1 0,0 1,1
554,1 348,2 492,1 0,0 0,0 0,0 0,0 1,1
503,2 348,1 425,3 385,3 383,3 381,3 0,0 1,1
442,1 444,1 450,1 412,3 422,1 0,0 0,0 1,1
224,1 366,1 348,1 361,1 425,1 356,1 353,1 3,3
224,1 348,1 533,1 414,1 411,1 409,1 0,0 1,1
554,1 348,2 384,3 425,3 381,3 394,1 0,0 1,1
240,1 348,1 357,1 425,1 361,1 0,0 0,0 1,1
224,2 348,1 381,3 337,3 457,2 385,3 383,3 1,1
224,2 348,2 337,3 168,3 351,2 385,3 381,3 1,1
224,1 366,1 348,1 353,1 361,1 425,1 356,1 1,1
442,1 413,3 492,1 457,2 422,1 0,0 0,0 1,1
552,1 348,1 321,1 409,1 414,1 455,1 422,1 1,1
224,2 348,2 381,3 337,3 457,2 385,1 383,3 1,1
224,2 348,2 394,1 425,3 385,3 381,3 383,3 1,1
552,2 348,1 306,1 381,1 337,1 544,3 0,0 1,1
291,1 348,2 357,3 457,2 555,1 351,2 366,1 1,1
442,1 348,2 361,2 366,1 425,3 353,3 356,3 1,1
