442,1 348,2 450,1 0,0 0,0 0,0 0,0 7,7
442,1 348,2 344,2 346,2 414,2 411,3 0,0 4,4
442,1 348,2 387,1 385,1 346,2 0,0 0,0 1,1
224,1 339,1 387,1 337,1 424,1 381,1 426,1 2,2
442,1 436,1 542,1 457,2 346,2 398,3 351,2 1,1
442,1 388,2 459,2 346,2 392,1 382,3 394,1 1,1
224,2 348,2 395,3 426,3 158,1 163,1 160,1 1,1
552,2 542,1 315,1 346,2 555,3 0,0 0,0 1,1
442,1 348,2 387,2 385,3 346,2 0,0 0,0 1,1
224,1 361,1 427,1 341,1 359,1 358,1 136,1 2,2
200,1 408,1 348,2 203,1 158,3 346,2 0,0 1,1
224,1 343,1 414,1 345,1 415,1 411,1 546,1 1,1
552,1 315,1 371,1 546,1 0,0 0,0 0,0 1,1
224,2 348,2 542,1 414,1 344,1 346,2 0,0 1,1
224,1 162,1 426,1 424,1 158,1 163,1 0,0 1,1
442,1 348,2 344,2 417,2 0,0 0,0 0,0 1,1
442,1 348,2 366,1 357,3 351,2 356,3 0,0 1,1
224,1 348,1 542,1 402,1 346,1 227,1 0,0 1,1
262,1 542,1 201,1 346,1 202,1 0,0 0,0 1,1
224,2 339,1 387,2 337,1 424,1 381,1 426,2 1,1
442,1 348,1 344,2 346,1 414,2 411,3 0,0 1,1
291,1 339,1 542,1 387,1 237,1 0,0 0,0 1,1
224,2 162,1 426,3 161,1 163,1 346,2 0,0 1,1
224,1 348,1 426,1 395,1 158,1 346,1 163,1 1,1
224,1 184,1 371,1 346,1 424,1 0,0 0,0 15,25
224,1 342,1 542,1 359,1 358,1 346,1 0,0 34,57
224,1 542,1 533,1 344,1 346,1 426,1 0,0 6,11
224,1 162,1 426,1 161,1 163,1 346,1 0,0 21,40
224,1 361,1 341,1 359,1 358,1 346,1 426,1 1,2
224,1 348,1 344,1 346,1 414,1 411,1 0,0 9,18
224,1 184,1 371,1 514,1 346,1 0,0 0,0 4,8
224,1 348,1 387,1 426,1 424,1 337,1 381,1 2,4
224,1 184,1 367,1 371,1 183,1 427,1 0,0 1,2
224,1 542,1 342,1 359,1 346,1 358,1 0,0 3,6
554,1 348,2 424,3 344,2 427,2 422,1 0,0 1,2
224,1 339,1 387,1 424,1 337,1 381,1 426,1 1,2
224,1 348,1 395,1 426,1 158,1 163,1 160,1 18,39
224,1 343,1 409,1 345,1 344,1 411,1 414,1 7,16
224,1 361,1 546,1 341,1 359,1 358,1 346,1 3,7
224,1 162,1 161,1 163,1 158,1 0,0 0,0 16,39
224,1 343,1 344,1 411,1 415,1 457,1 414,1 2,5
224,1 184,1 346,1 371,1 427,1 367,1 0,0 15,38
224,1 542,1 533,1 344,1 346,1 409,1 0,0 3,8
224,1 361,1 426,1 359,1 357,1 138,1 353,1 9,26
224,1 361,1 353,1 346,1 359,1 358,1 341,1 2,6
224,1 533,1 542,1 344,1 343,1 409,1 0,0 1,3
224,1 348,1 387,1 424,1 337,1 381,1 0,0 2,6
224,1 184,1 367,1 371,1 346,1 183,1 0,0 2,6
224,1 361,1 359,1 358,1 353,1 362,1 0,0 1,3
224,1 361,1 341,1 353,1 359,1 346,1 358,1 1,3
224,1 348,1 542,1 402,1 346,1 395,1 0,0 1,3
224,1 395,1 398,1 400,1 161,1 158,1 163,1 4,16
224,1 542,1 533,1 344,1 414,1 409,1 0,0 1,4
224,1 348,1 344,1 414,1 411,1 409,1 426,1 1,4
224,1 361,1 341,1 359,1 346,1 358,1 353,1 1,6
224,1 348,1 542,1 414,1 344,1 346,1 0,0 0,1
224,1 361,1 353,1 341,1 359,1 358,1 346,1 0,1
224,2 361,1 426,3 359,1 357,3 138,1 353,3 0,1
224,1 343,1 346,1 414,1 345,1 415,1 427,1 0,1
224,1 542,1 413,1 415,1 414,1 411,1 409,1 0,1
224,1 184,1 367,1 371,1 183,1 346,1 0,0 0,1
224,1 343,1 414,1 415,1 411,1 457,1 351,1 0,2
200,1 348,2 351,2 357,3 426,3 0,0 0,0 0,1
552,2 348,2 380,1 312,1 514,3 0,0 0,0 0,1
224,1 348,1 353,1 359,1 358,1 346,1 427,1 0,1
224,1 361,1 353,1 341,1 359,1 346,1 358,1 0,5
442,1 412,3 411,3 415,2 351,1 344,2 346,2 0,1
442,1 180,1 514,2 436,1 542,2 373,2 367,3 0,1
552,1 514,1 315,1 513,1 0,0 0,0 0,0 0,1
552,1 428,1 546,1 426,1 448,1 430,1 427,1 0,1
224,1 348,1 426,1 161,1 158,1 395,1 0,0 0,3
552,1 515,1 428,1 180,1 351,1 0,0 0,0 0,1
442,1 348,2 450,1 408,1 0,0 0,0 0,0 0,1
224,1 348,1 387,1 519,1 172,1 0,0 0,0 0,1
224,1 348,1 371,1 346,1 514,1 0,0 0,0 0,1
224,1 361,1 426,1 359,1 357,1 138,1 346,1 0,2
554,1 426,3 348,2 401,1 424,3 0,0 0,0 0,1
224,2 339,1 387,1 424,3 337,3 381,3 426,3 0,1
442,1 436,1 347,2 448,1 344,2 351,2 0,0 0,1
224,2 348,2 426,3 457,2 361,2 0,0 0,0 0,1
552,2 480,1 395,3 541,1 457,2 426,1 408,1 0,1
224,1 184,1 367,1 371,1 346,1 426,1 0,0 0,1
442,1 348,2 347,2 457,2 490,3 0,0 0,0 0,1
552,1 162,1 299,1 0,0 0,0 0,0 0,0 0,1
262,1 542,1 492,1 426,1 0,0 0,0 0,0 0,1
224,1 348,1 426,1 353,1 341,1 359,1 346,1 0,6
442,1 412,1 411,1 415,1 351,1 344,1 346,1 0,1
224,2 408,1 162,1 426,3 161,1 163,1 346,2 0,1
554,1 339,1 424,3 338,2 381,2 394,1 0,0 0,1
