291,1 436,1 351,2 357,3 230,1 426,3 366,1 1,1
224,1 366,1 361,1 139,1 359,1 346,1 358,1 1,1
291,1 436,1 296,1 280,2 237,2 394,1 0,0 1,1
224,1 184,1 346,1 371,1 427,1 0,0 0,0 1,1
224,1 348,1 344,1 424,1 414,1 409,1 0,0 1,1
442,1 348,2 490,3 351,2 179,3 380,1 0,0 1,1
224,2 366,1 361,1 341,1 359,1 346,1 358,1 1,1
552,1 542,1 514,1 312,1 0,0 0,0 0,0 1,1
552,1 361,1 458,1 359,1 323,1 0,0 0,0 1,1
552,2 533,3 543,3 0,0 0,0 0,0 0,0 1,1
552,1 299,1 544,1 0,0 0,0 0,0 0,0 1,1
552,1 514,1 543,1 312,1 0,0 0,0 0,0 1,1
240,2 348,2 347,3 457,3 346,3 0,0 0,0 1,1
552,1 533,1 0,0 0,0 0,0 0,0 0,0 1,1
224,1 542,1 436,1 414,1 421,1 422,1 546,1 1,1
224,2 380,1 184,1 371,3 346,2 367,3 426,3 1,1
240,2 348,2 397,3 424,3 351,2 408,1 0,0 1,1
224,2 348,2 344,2 424,3 411,3 0,0 0,0 1,1
552,1 542,1 315,1 514,1 0,0 0,0 0,0 1,1
554,1 514,2 436,1 371,3 378,2 380,1 0,0 1,1
552,1 542,1 543,1 525,1 527,1 0,0 0,0 1,1
291,1 199,1 237,2 408,1 395,3 426,3 227,3 1,1
224,1 348,1 344,1 424,1 411,1 422,1 0,0 1,1
224,1 361,1 353,1 341,1 359,1 346,1 427,1 8,11
224,1 380,1 184,1 371,1 346,1 367,1 426,1 2,3
224,1 348,1 542,1 414,1 411,1 346,1 0,0 6,10
224,1 542,1 533,1 344,1 346,1 0,0 0,0 91,155
224,1 184,1 371,1 346,1 367,1 426,1 0,0 13,24
224,1 361,1 139,1 359,1 346,1 358,1 0,0 16,30
224,1 184,1 371,1 346,1 427,1 0,0 0,0 1,2
224,1 348,1 371,1 424,1 367,1 0,0 0,0 3,6
224,1 361,1 542,1 359,1 346,1 424,1 353,1 1,2
224,1 361,1 353,1 141,1 359,1 358,1 346,1 2,4
224,1 361,1 341,1 359,1 358,1 346,1 0,0 1,2
442,1 348,2 347,2 457,2 346,2 0,0 0,0 1,2
224,1 348,1 381,1 172,1 387,1 346,1 427,1 2,4
552,1 542,1 543,1 514,1 0,0 0,0 0,0 3,6
224,1 542,1 533,1 414,1 344,1 0,0 0,0 55,115
552,1 533,1 543,1 0,0 0,0 0,0 0,0 9,19
224,1 348,1 422,1 344,1 414,1 420,1 346,1 5,11
224,1 348,1 514,1 371,1 546,1 0,0 0,0 3,7
224,1 348,1 341,1 359,1 346,1 0,0 0,0 2,5
224,1 361,1 542,1 359,1 358,1 426,1 364,1 4,10
224,1 366,1 361,1 341,1 359,1 346,1 358,1 4,10
224,1 361,1 353,1 341,1 359,1 358,1 426,1 2,5
224,1 348,1 344,1 411,1 346,1 409,1 0,0 3,8
552,1 542,1 543,1 539,1 0,0 0,0 0,0 1,4
552,1 542,1 543,1 544,1 0,0 0,0 0,0 2,9
224,1 361,1 542,1 359,1 427,1 358,1 426,1 0,2
240,2 348,2 347,2 409,1 344,3 346,3 0,0 0,1
224,1 348,1 353,1 341,1 346,1 358,1 0,0 0,1
224,1 533,1 344,1 414,1 411,1 0,0 0,0 0,1
224,1 542,1 436,1 163,1 346,1 160,1 398,1 0,1
442,1 434,1 436,1 351,2 346,2 426,3 0,0 0,1
442,1 348,2 345,2 411,3 0,0 0,0 0,0 0,3
224,1 348,1 338,1 346,1 381,1 172,1 0,0 0,1
240,2 348,2 347,3 457,3 346,2 0,0 0,0 0,1
224,1 343,1 409,1 414,1 345,1 415,1 346,1 0,2
224,2 348,2 353,3 359,2 346,2 341,2 0,0 0,1
552,1 395,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 348,1 344,1 415,1 414,1 0,0 0,0 0,1
240,1 348,1 347,1 457,1 346,1 0,0 0,0 0,2
224,1 343,1 414,1 345,1 415,1 409,1 346,1 0,1
224,1 348,1 344,1 417,1 0,0 0,0 0,0 0,1
224,1 342,1 341,1 359,1 358,1 0,0 0,0 0,1
224,1 542,1 342,1 341,1 358,1 0,0 0,0 0,1
224,1 342,1 353,1 359,1 358,1 346,1 426,1 0,1
224,1 533,1 344,1 411,1 346,1 0,0 0,0 0,1
552,1 514,1 543,1 513,1 0,0 0,0 0,0 0,1
442,1 348,1 490,2 411,1 344,2 0,0 0,0 0,1
224,1 348,1 542,1 402,1 346,1 0,0 0,0 0,1
552,1 542,1 0,0 0,0 0,0 0,0 0,0 0,1
552,2 353,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 348,1 353,1 359,1 346,1 341,1 0,0 0,1
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,1
442,1 348,2 351,1 457,2 0,0 0,0 0,0 0,1
552,1 353,1 0,0 0,0 0,0 0,0 0,0 0,3
552,1 370,1 367,1 371,1 312,1 0,0 0,0 0,1
552,2 542,1 543,3 544,2 0,0 0,0 0,0 0,1
224,1 361,1 353,1 141,1 359,1 358,1 427,1 0,2
224,2 348,2 371,1 346,2 367,3 0,0 0,0 0,1
442,1 348,2 345,1 411,3 0,0 0,0 0,0 0,1
224,2 348,2 542,1 402,1 346,2 0,0 0,0 0,1
552,2 533,2 543,2 0,0 0,0 0,0 0,0 0,2
552,2 533,3 543,1 0,0 0,0 0,0 0,0 0,1
224,1 361,1 542,1 359,1 346,1 358,1 353,1 0,4
224,1 348,1 395,1 426,1 158,1 161,1 0,0 0,2
224,1 361,1 542,1 359,1 358,1 346,1 353,1 0,1
552,2 533,2 543,1 0,0 0,0 0,0 0,0 0,1
224,1 542,1 533,1 344,1 414,1 0,0 0,0 0,1
552,1 544,1 543,1 537,1 0,0 0,0 0,0 0,2
