261,1 409,1 343,1 415,1 414,1 0,0 0,0 4,4
156,2 409,3 412,3 414,2 411,3 422,1 0,0 1,1
156,2 343,3 422,1 420,2 411,3 414,2 0,0 1,1
156,1 409,1 150,1 411,1 414,1 0,0 0,0 2,2
261,2 422,1 426,3 409,3 455,2 411,3 414,2 2,2
156,1 409,1 422,1 420,1 415,1 414,1 0,0 1,1
156,2 343,3 409,3 414,1 411,3 426,3 0,0 1,1
156,2 409,3 150,1 411,3 414,1 0,0 0,0 1,1
502,2 460,1 409,3 422,1 0,0 0,0 0,0 1,1
156,1 460,1 414,1 0,0 0,0 0,0 0,0 1,1
551,2 318,1 0,0 0,0 0,0 0,0 0,0 1,1
156,1 409,1 420,1 414,1 415,1 0,0 0,0 1,1
551,1 318,1 0,0 0,0 0,0 0,0 0,0 2,2
441,1 413,1 149,1 0,0 0,0 0,0 0,0 1,1
156,2 343,2 422,1 420,1 411,3 414,2 0,0 1,1
156,2 343,3 411,2 414,1 420,1 0,0 0,0 2,2
261,2 412,3 411,3 351,2 422,1 0,0 0,0 1,1
261,2 412,1 351,2 411,3 0,0 0,0 0,0 1,1
441,1 409,1 411,1 344,1 0,0 0,0 0,0 1,1
156,2 343,1 422,1 420,2 411,3 414,2 0,0 1,1
156,1 413,1 424,1 0,0 0,0 0,0 0,0 2,2
261,1 343,1 411,1 420,1 414,1 0,0 0,0 63,76
156,1 343,1 422,1 420,1 411,1 414,1 0,0 145,179
441,2 413,3 414,1 0,0 0,0 0,0 0,0 3,4
156,1 412,1 414,1 411,1 426,1 0,0 0,0 2,3
156,1 409,1 420,1 415,1 414,1 0,0 0,0 2,3
156,1 409,1 343,1 411,1 414,1 426,1 0,0 2,3
156,1 343,1 426,1 409,1 411,1 414,1 0,0 20,34
156,1 343,1 409,1 411,1 351,1 0,0 0,0 26,52
156,1 413,1 411,1 0,0 0,0 0,0 0,0 5,10
156,1 412,1 409,1 411,1 414,1 0,0 0,0 2,4
156,2 343,3 411,3 414,1 420,1 0,0 0,0 1,2
261,1 343,1 455,1 414,1 411,1 0,0 0,0 1,2
156,2 533,3 0,0 0,0 0,0 0,0 0,0 1,2
156,1 409,1 411,1 150,1 414,1 0,0 0,0 2,4
156,2 409,3 150,1 411,3 414,2 0,0 0,0 1,2
551,2 542,1 0,0 0,0 0,0 0,0 0,0 1,2
156,1 542,1 413,1 0,0 0,0 0,0 0,0 41,86
156,1 343,1 411,1 414,1 420,1 0,0 0,0 19,42
156,1 409,1 414,1 420,1 415,1 0,0 0,0 11,27
156,1 533,1 0,0 0,0 0,0 0,0 0,0 88,219
551,1 409,1 0,0 0,0 0,0 0,0 0,0 4,10
156,1 414,1 411,1 344,1 0,0 0,0 0,0 2,5
441,2 152,1 0,0 0,0 0,0 0,0 0,0 1,3
551,1 542,1 0,0 0,0 0,0 0,0 0,0 5,15
441,1 413,1 414,1 0,0 0,0 0,0 0,0 1,3
156,1 409,1 150,1 414,1 411,1 0,0 0,0 1,3
156,1 409,1 412,1 411,1 414,1 0,0 0,0 5,16
156,1 343,1 345,1 0,0 0,0 0,0 0,0 3,10
156,1 409,1 412,1 414,1 411,1 0,0 0,0 2,7
441,2 413,3 414,2 0,0 0,0 0,0 0,0 4,16
551,1 409,1 414,1 427,1 426,1 0,0 0,0 1,4
441,2 413,2 420,1 0,0 0,0 0,0 0,0 1,5
551,1 544,1 0,0 0,0 0,0 0,0 0,0 3,17
156,1 343,1 409,1 414,1 411,1 426,1 0,0 2,12
441,2 428,2 351,2 426,3 0,0 0,0 0,0 0,1
441,1 409,1 532,1 0,0 0,0 0,0 0,0 0,2
156,1 412,1 414,1 411,1 409,1 0,0 0,0 0,8
441,1 190,1 0,0 0,0 0,0 0,0 0,0 0,8
441,2 455,2 409,3 414,2 411,3 0,0 0,0 0,2
441,1 409,1 542,1 196,1 0,0 0,0 0,0 0,1
156,2 343,1 422,1 420,2 411,3 414,1 0,0 0,1
441,2 409,3 412,3 414,2 343,1 0,0 0,0 0,2
551,1 542,1 343,1 0,0 0,0 0,0 0,0 0,5
441,2 413,3 409,3 426,2 0,0 0,0 0,0 0,2
156,1 343,1 411,1 344,1 0,0 0,0 0,0 0,1
261,2 422,1 420,2 153,1 448,1 0,0 0,0 0,1
261,2 409,3 422,1 411,3 351,2 277,1 426,3 0,1
441,1 409,1 425,1 0,0 0,0 0,0 0,0 0,1
441,1 152,1 0,0 0,0 0,0 0,0 0,0 0,7
441,1 544,1 409,1 0,0 0,0 0,0 0,0 0,1
156,2 533,2 0,0 0,0 0,0 0,0 0,0 0,1
441,1 428,1 412,1 409,1 0,0 0,0 0,0 0,6
441,1 147,1 410,1 0,0 0,0 0,0 0,0 0,1
441,1 412,1 191,1 414,1 0,0 0,0 0,0 0,1
156,1 409,1 411,1 426,1 0,0 0,0 0,0 0,1
441,2 428,2 448,1 426,3 0,0 0,0 0,0 0,1
441,1 544,1 414,1 0,0 0,0 0,0 0,0 0,1
441,1 425,1 409,1 0,0 0,0 0,0 0,0 0,1
