437,2 459,2 339,1 385,3 387,2 280,2 394,1 1,1
437,2 339,1 387,2 424,3 337,3 351,2 385,1 1,1
437,2 339,1 459,2 385,3 387,2 351,2 382,3 1,1
437,2 339,1 381,3 337,3 351,2 385,3 338,2 1,1
437,2 394,1 339,1 385,3 280,1 338,2 0,0 1,1
437,1 542,1 339,1 519,1 387,1 424,1 389,1 1,1
437,2 339,1 542,1 519,1 387,1 424,1 337,1 1,1
437,2 443,1 385,3 337,3 351,2 387,2 386,2 1,1
437,2 339,1 542,2 337,3 387,1 385,1 424,1 1,1
437,1 542,1 339,1 386,1 387,1 280,1 392,1 1,1
437,1 339,1 542,1 519,1 387,1 389,1 424,1 1,1
437,1 339,1 542,1 387,1 385,1 351,1 337,1 1,1
437,2 339,1 459,2 394,1 387,1 385,3 520,3 1,1
437,2 174,1 168,1 337,3 387,1 424,3 385,3 1,1
437,2 383,3 339,1 382,3 387,2 280,1 0,0 1,1
437,2 339,1 381,3 387,1 338,2 424,1 385,1 1,1
437,2 339,1 520,2 351,2 387,1 392,1 337,3 1,1
437,2 542,2 339,1 387,1 519,2 389,1 424,3 1,1
437,2 339,1 394,1 387,1 273,1 520,2 280,1 1,1
437,2 339,1 542,2 520,3 382,3 387,2 392,1 1,1
437,2 518,1 520,2 385,2 542,1 337,3 387,1 1,1
437,2 339,1 459,2 385,3 338,1 382,3 394,1 1,1
437,2 339,1 387,1 424,3 385,1 337,3 351,2 1,1
437,2 388,2 394,1 392,2 390,2 386,2 382,3 1,1
507,1 542,1 521,2 424,1 387,2 338,2 381,3 1,1
437,2 518,1 520,3 385,2 542,1 337,3 387,1 1,1
437,2 339,1 459,2 386,2 387,2 423,3 382,3 1,1
437,2 339,1 542,1 387,2 351,2 337,3 520,3 1,1
437,2 381,3 339,1 385,3 338,2 175,1 424,3 1,1
437,1 339,1 394,1 520,1 387,1 392,1 280,1 1,1
437,2 388,2 542,2 385,3 424,3 387,2 452,3 1,1
437,2 542,2 339,1 387,1 519,2 389,2 424,1 2,2
437,1 339,1 337,1 387,1 351,1 424,1 338,1 1,1
437,2 339,1 381,1 387,1 338,1 424,2 385,2 1,1
254,1 542,2 199,1 382,3 520,3 394,1 0,0 1,1
437,2 339,1 387,1 424,3 337,3 351,2 385,2 1,1
437,2 383,1 287,2 337,3 351,1 338,2 385,3 1,1
437,2 339,1 337,3 520,1 385,3 387,2 394,1 1,1
437,2 339,1 387,1 424,1 351,2 337,3 338,2 1,1
