441,2 409,3 343,3 351,2 542,1 416,2 427,1 1,1
441,2 343,3 426,3 427,1 417,2 487,1 0,0 1,1
441,2 413,1 344,2 417,1 0,0 0,0 0,0 1,1
551,1 343,1 320,1 351,1 0,0 0,0 0,0 1,1
502,1 343,2 542,1 415,1 411,2 344,1 422,1 1,1
156,2 152,1 462,1 424,1 344,2 0,0 0,0 3,3
156,2 409,3 412,3 422,1 415,2 345,2 414,2 1,1
441,2 412,3 409,2 343,3 415,1 417,1 0,0 1,1
551,1 533,1 318,1 0,0 0,0 0,0 0,0 2,2
441,2 422,1 413,1 417,2 344,2 0,0 0,0 1,1
156,2 409,3 542,1 345,2 344,1 414,1 0,0 1,1
441,2 412,1 409,1 343,3 415,1 417,2 0,0 1,1
441,2 412,1 409,2 343,3 415,1 417,2 0,0 1,1
502,1 343,2 488,1 344,1 0,0 0,0 0,0 2,2
156,2 152,1 462,1 424,1 344,1 0,0 0,0 1,1
261,1 444,1 409,1 344,1 426,1 0,0 0,0 1,1
441,2 412,2 409,3 343,3 415,2 417,2 0,0 1,1
551,2 533,2 542,2 414,1 0,0 0,0 0,0 1,1
502,1 152,1 462,1 344,1 414,1 0,0 0,0 1,1
441,2 343,3 422,1 344,2 415,2 417,2 0,0 1,1
441,2 533,3 542,2 344,2 422,1 0,0 0,0 11,13
441,2 533,3 542,1 344,2 422,1 0,0 0,0 22,28
441,2 343,3 462,1 422,1 415,2 427,2 417,2 3,4
156,1 152,1 462,1 424,1 344,1 0,0 0,0 24,36
441,2 343,3 462,1 422,1 415,2 427,1 417,2 2,3
156,1 412,1 542,1 414,1 150,1 415,1 149,1 2,3
441,2 533,2 542,1 344,2 422,1 0,0 0,0 13,21
441,2 533,2 542,2 344,2 422,1 0,0 0,0 4,7
441,2 412,3 409,3 343,3 415,2 417,2 0,0 8,16
551,1 531,1 542,1 0,0 0,0 0,0 0,0 3,6
156,2 426,1 409,3 150,1 415,2 417,2 414,2 1,2
551,1 533,1 542,1 414,1 0,0 0,0 0,0 1,2
551,1 531,1 532,1 0,0 0,0 0,0 0,0 1,2
441,2 412,2 409,3 343,3 415,1 417,2 0,0 2,4
156,1 422,1 420,1 409,1 150,1 345,1 415,1 1,2
551,1 343,1 344,1 414,1 415,1 426,1 0,0 1,2
441,2 412,3 409,1 343,3 415,1 417,1 0,0 1,2
441,1 412,1 409,1 343,1 415,1 417,1 0,0 1,2
441,2 412,3 409,1 343,3 415,1 417,2 0,0 1,2
156,1 426,1 409,1 150,1 415,1 417,1 414,1 13,30
156,1 426,1 409,1 150,1 414,1 415,1 417,1 3,7
441,2 409,3 343,3 345,2 417,1 0,0 0,0 3,7
156,1 426,1 409,1 414,1 415,1 417,1 150,1 2,5
156,1 409,1 412,1 429,1 150,1 415,1 414,1 2,5
441,2 409,3 343,3 345,2 417,2 0,0 0,0 2,5
156,1 422,1 409,1 150,1 345,1 415,1 414,1 11,28
156,1 426,1 409,1 414,1 150,1 415,1 417,1 10,26
551,1 533,1 0,0 0,0 0,0 0,0 0,0 4,11
156,1 409,1 426,1 455,1 345,1 415,1 414,1 7,20
551,1 533,1 542,1 0,0 0,0 0,0 0,0 3,9
156,1 409,1 426,1 343,1 345,1 415,1 414,1 6,18
156,1 409,1 150,1 345,1 415,1 414,1 0,0 2,6
441,2 533,1 542,1 344,2 422,1 0,0 0,0 1,3
441,2 412,3 409,3 343,3 415,2 417,1 0,0 1,3
441,2 412,2 409,3 343,3 415,1 417,1 0,0 1,3
156,1 409,1 414,1 150,1 415,1 345,1 0,0 2,6
441,1 533,1 409,1 417,1 0,0 0,0 0,0 1,3
156,1 422,1 409,1 424,1 345,1 415,1 414,1 1,3
551,1 409,1 415,1 414,1 426,1 417,1 0,0 1,3
441,2 412,3 409,2 343,3 415,1 417,2 0,0 1,3
441,2 412,3 409,3 343,3 415,1 417,2 0,0 4,12
156,1 409,1 426,1 414,1 150,1 415,1 417,1 56,177
156,1 409,1 412,1 194,1 150,1 415,1 414,1 2,7
156,1 426,1 409,1 414,1 415,1 150,1 417,1 8,30
156,1 426,1 409,1 343,1 345,1 415,1 414,1 1,4
156,1 409,1 426,1 415,1 150,1 417,1 414,1 5,20
551,1 343,1 344,1 345,1 0,0 0,0 0,0 1,5
441,1 533,1 531,1 0,0 0,0 0,0 0,0 2,10
156,1 533,1 542,1 415,1 426,1 0,0 0,0 2,12
261,1 455,1 343,1 409,1 414,1 415,1 417,1 1,6
441,2 412,3 409,3 343,3 415,1 417,1 0,0 1,7
156,1 412,1 343,1 415,1 150,1 411,1 414,1 1,9
156,1 533,1 542,1 415,1 409,1 0,0 0,0 1,11
156,1 147,1 414,1 343,1 426,1 149,1 427,1 0,1
156,1 343,1 412,1 414,1 150,1 411,1 415,1 0,1
441,2 343,3 412,3 409,3 415,2 414,2 344,2 0,2
156,1 426,1 412,1 429,1 414,1 150,1 415,1 0,1
156,1 343,1 426,1 409,1 414,1 345,1 415,1 0,3
441,1 533,1 409,1 196,1 149,1 0,0 0,0 0,1
441,2 533,3 409,3 196,1 149,1 0,0 0,0 0,1
551,1 343,1 409,1 345,1 344,1 0,0 0,0 0,5
441,1 455,1 412,1 414,1 411,1 343,1 344,1 0,4
441,1 409,1 425,1 428,1 412,1 426,1 0,0 0,2
551,1 343,1 0,0 0,0 0,0 0,0 0,0 0,2
156,2 426,1 409,3 150,2 415,2 417,2 414,2 0,2
441,1 532,1 193,1 416,1 0,0 0,0 0,0 0,1
441,1 544,1 150,1 426,1 417,1 0,0 0,0 0,4
441,1 533,1 146,1 149,1 0,0 0,0 0,0 0,1
441,1 190,1 409,1 543,1 0,0 0,0 0,0 0,1
441,1 409,1 425,1 410,1 194,1 0,0 0,0 0,1
441,1 409,1 533,1 426,1 415,1 0,0 0,0 0,2
156,1 409,1 542,1 345,1 415,1 414,1 0,0 0,2
441,1 533,1 151,1 426,1 0,0 0,0 0,0 0,1
441,2 413,3 344,1 417,2 422,1 0,0 0,0 0,1
441,1 409,1 343,1 345,1 417,1 0,0 0,0 0,1
156,1 426,1 409,1 345,1 344,1 415,1 0,0 0,4
156,1 409,1 343,1 426,1 345,1 415,1 414,1 0,1
441,1 533,1 414,1 195,1 0,0 0,0 0,0 0,1
156,2 412,3 343,3 415,1 150,1 411,1 414,1 0,1
441,1 544,1 409,1 151,1 414,1 426,1 0,0 0,1
156,1 412,1 409,1 414,1 345,1 415,1 0,0 0,1
441,1 533,1 409,1 147,1 149,1 0,0 0,0 0,1
441,1 152,1 409,1 195,1 149,1 0,0 0,0 0,1
156,1 409,1 343,1 345,1 344,1 414,1 426,1 0,2
441,1 544,1 409,1 146,1 415,1 0,0 0,0 0,1
441,1 409,1 533,1 411,1 150,1 0,0 0,0 0,1
441,1 544,1 147,1 428,1 409,1 426,1 0,0 0,1
156,1 150,1 409,1 414,1 415,1 417,1 426,1 0,2
441,2 409,3 343,3 345,1 417,2 0,0 0,0 0,1
156,1 409,1 426,1 415,1 150,1 414,1 417,1 0,1
441,2 428,2 542,1 344,2 416,2 0,0 0,0 0,1
551,1 409,1 343,1 426,1 345,1 448,1 0,0 0,1
