552,2 192,1 350,1 531,2 543,2 423,1 417,1 1,1
442,1 403,1 539,3 350,2 333,1 423,1 161,1 1,1
442,1 350,2 435,1 423,3 445,1 360,2 525,2 1,1
200,1 403,1 333,2 480,3 539,3 454,3 543,2 1,1
224,2 491,1 197,1 350,2 374,2 335,2 377,2 1,1
442,1 139,1 543,1 423,3 445,1 360,1 195,1 1,1
554,1 540,1 470,1 472,1 280,1 520,2 391,1 1,1
442,1 435,1 431,2 416,2 344,1 419,2 427,2 1,1
224,1 478,1 491,1 423,1 445,1 360,1 435,1 18,18
552,1 403,1 491,1 333,1 480,1 350,1 482,1 42,42
442,1 391,2 435,1 382,3 423,3 195,1 171,1 1,1
442,1 391,1 435,1 350,2 494,3 491,2 472,2 1,1
442,1 403,2 435,1 491,2 333,2 480,3 482,2 1,1
442,1 491,1 539,1 333,2 350,2 480,1 161,1 1,1
442,1 403,1 545,1 333,1 539,3 350,2 543,3 1,1
552,2 403,1 491,2 333,2 480,3 350,2 482,1 2,2
442,1 391,1 435,1 350,2 494,1 491,1 472,1 1,1
224,1 452,1 0,0 0,0 0,0 0,0 0,0 2,2
552,2 403,2 491,1 333,1 480,1 350,2 482,1 1,1
442,1 467,1 491,1 350,2 335,2 186,1 423,3 1,1
552,2 403,1 491,1 333,1 480,1 350,1 482,1 1,1
224,1 531,1 192,1 491,1 350,1 423,1 417,1 1,1
552,2 403,1 491,2 333,1 480,1 350,2 482,1 1,1
552,2 403,1 491,1 333,1 480,3 350,2 482,1 1,1
552,2 403,2 491,1 333,2 480,3 350,2 482,1 1,1
552,2 403,1 491,1 333,2 480,3 350,2 482,1 1,1
552,2 403,2 491,2 333,2 480,2 350,2 482,1 1,1
552,2 403,2 491,1 333,2 480,3 350,1 482,1 2,2
552,2 403,2 491,1 333,2 480,1 350,2 482,1 1,1
224,1 531,1 344,1 542,1 350,1 543,1 417,1 4,8
224,1 543,1 452,1 0,0 0,0 0,0 0,0 1,2
224,1 539,1 333,1 542,1 350,1 346,1 543,1 1,2
224,1 423,1 0,0 0,0 0,0 0,0 0,0 1,2
224,1 192,1 196,1 542,1 423,1 543,1 195,1 6,14
224,1 396,1 0,0 0,0 0,0 0,0 0,0 1,3
224,1 403,1 427,1 346,1 161,1 400,1 163,1 1,5
224,1 350,1 344,1 543,1 427,1 0,0 0,0 0,1
224,1 531,1 344,1 542,1 350,1 416,1 346,1 0,1
552,1 543,1 423,1 427,1 542,1 350,1 0,0 0,1
224,1 192,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 350,1 344,1 543,1 0,0 0,0 0,0 0,2
224,1 403,1 396,1 163,1 161,1 423,1 0,0 0,2
224,1 427,1 350,1 543,1 333,1 0,0 0,0 0,1
224,1 350,1 543,1 333,1 423,1 427,1 0,0 0,1
552,2 333,1 350,2 302,1 539,1 454,1 543,2 0,1
224,1 427,1 0,0 0,0 0,0 0,0 0,0 0,3
224,2 350,2 374,1 335,1 195,1 542,1 272,1 0,1
224,1 350,1 0,0 0,0 0,0 0,0 0,0 0,1
552,1 427,1 0,0 0,0 0,0 0,0 0,0 0,3
224,1 514,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 417,1 350,1 543,1 344,1 416,1 0,0 0,1
552,1 543,1 423,1 542,1 537,1 0,0 0,0 0,1
224,1 435,1 543,1 350,1 333,1 195,1 542,1 0,1
