552,1 315,1 0,0 0,0 0,0 0,0 0,0 2,2
552,1 339,1 459,1 519,1 337,1 544,1 0,0 1,1
554,1 436,1 450,1 351,2 429,1 528,1 457,1 1,1
552,1 339,1 459,1 351,1 337,1 521,1 544,1 1,1
552,1 339,1 305,1 519,1 337,1 544,1 0,0 1,1
552,2 348,2 450,1 329,1 357,3 351,2 366,1 1,1
291,1 492,1 424,3 457,1 179,3 351,2 490,3 1,1
554,1 436,1 450,1 351,2 429,1 457,1 448,1 1,1
503,1 184,1 436,1 457,1 379,1 371,1 348,1 1,1
291,1 443,1 518,1 287,3 203,1 242,3 394,1 1,1
442,1 388,2 339,1 338,2 424,1 387,2 385,3 1,1
552,1 339,1 544,1 519,1 521,1 0,0 0,0 1,1
224,1 348,1 421,1 345,1 415,1 194,1 528,1 1,1
291,1 255,1 488,2 351,2 490,3 485,3 422,1 1,1
291,1 184,1 371,3 179,3 242,3 351,2 555,1 1,1
552,1 436,1 433,1 415,1 320,1 429,1 0,0 1,1
442,1 348,2 395,3 546,1 402,2 406,2 433,1 1,1
224,1 348,1 342,1 341,1 359,1 424,1 361,1 2,2
552,1 544,1 526,1 541,1 0,0 0,0 0,0 1,1
552,1 544,1 527,1 526,1 324,1 0,0 0,0 1,1
224,1 348,1 384,1 425,1 389,1 194,1 385,1 1,1
552,2 348,2 436,1 371,3 312,2 187,1 490,3 1,1
552,1 544,1 527,1 526,1 324,1 524,1 0,0 1,1
554,1 339,1 287,2 242,3 490,3 457,2 175,2 1,1
224,1 184,1 371,1 457,1 541,1 512,1 179,1 6,8
224,1 348,1 533,1 415,1 345,1 424,1 411,1 25,48
552,1 544,1 546,1 513,1 515,1 0,0 0,0 1,2
224,1 348,1 424,1 426,1 513,1 425,1 334,1 1,2
224,1 348,1 426,1 424,1 337,1 338,1 521,1 1,2
224,1 348,1 339,1 424,1 519,1 387,1 385,1 2,4
224,1 348,1 339,1 424,1 519,1 338,1 385,1 1,2
224,1 348,1 533,1 415,1 345,1 194,1 429,1 10,21
224,1 348,1 151,1 411,1 415,1 345,1 152,1 2,5
224,1 348,1 345,1 415,1 411,1 414,1 343,1 3,8
552,1 544,1 527,1 526,1 0,0 0,0 0,0 1,3
224,1 348,1 533,1 345,1 415,1 424,1 411,1 3,11
224,1 348,1 428,1 345,1 415,1 414,1 409,1 1,4
224,1 348,1 533,1 415,1 424,1 345,1 411,1 1,4
552,1 544,1 526,1 527,1 0,0 0,0 0,0 1,4
224,1 348,1 349,1 426,1 519,1 338,1 337,1 1,5
224,1 348,1 533,1 414,1 345,1 415,1 411,1 1,6
552,2 339,1 393,1 351,1 429,1 430,1 457,1 0,1
240,2 444,1 462,1 351,2 429,1 430,1 457,3 0,2
224,1 348,1 544,1 426,1 338,1 337,1 521,1 0,2
224,1 348,1 337,1 426,1 338,1 521,1 425,1 0,1
552,2 436,1 379,1 351,1 429,1 242,1 457,1 0,1
224,1 348,1 371,1 424,1 425,1 373,1 368,1 0,3
262,2 255,1 347,2 351,2 429,2 242,3 457,2 0,1
240,2 443,1 462,1 351,2 429,1 430,1 388,1 0,1
442,1 405,2 450,1 351,2 429,2 430,2 457,2 0,1
552,1 533,1 532,1 546,1 544,1 146,1 193,1 0,1
224,2 348,2 462,1 359,2 429,2 457,2 341,2 0,1
224,1 348,1 426,1 424,1 338,1 337,1 521,1 0,1
552,1 367,1 0,0 0,0 0,0 0,0 0,0 0,2
442,1 348,2 342,1 351,1 429,1 457,2 341,2 0,1
224,1 348,1 424,1 426,1 337,1 338,1 521,1 0,2
442,1 348,2 421,1 351,1 429,1 242,1 457,2 0,1
224,1 348,1 381,1 426,1 337,1 338,1 425,1 0,1
224,1 348,1 544,1 426,1 349,1 529,1 424,1 0,1
503,2 443,1 351,2 337,3 338,3 519,1 388,3 0,1
224,2 348,2 420,2 351,2 429,1 242,1 457,2 0,1
552,2 348,2 462,1 351,2 429,1 430,1 457,1 0,1
224,2 348,2 347,2 351,2 429,1 242,1 457,2 0,1
554,1 444,1 462,1 426,2 429,1 430,1 457,2 0,1
224,2 348,2 410,3 351,2 429,1 242,1 457,2 0,1
224,2 339,1 462,1 351,2 429,2 242,1 388,2 0,1
262,2 348,2 450,1 351,2 429,2 242,3 426,3 0,1
552,1 348,1 426,1 424,1 349,1 538,1 425,1 0,1
552,2 348,2 347,2 351,2 429,2 242,1 457,2 0,1
224,1 533,1 414,1 345,1 415,1 425,1 411,1 0,1
442,1 348,1 362,1 359,1 429,1 430,1 457,1 0,1
552,2 544,3 527,3 526,2 0,0 0,0 0,0 0,1
552,1 353,1 0,0 0,0 0,0 0,0 0,0 0,4
224,1 348,1 371,1 424,1 368,1 425,1 373,1 0,1
552,2 339,1 544,3 519,1 521,3 0,0 0,0 0,1
552,2 348,2 299,3 351,2 0,0 0,0 0,0 0,1
224,1 348,1 397,1 457,1 401,1 433,1 408,1 0,1
224,1 348,1 339,1 519,1 424,1 387,1 385,1 0,1
552,2 544,2 526,2 527,2 0,0 0,0 0,0 0,1
552,2 544,1 526,2 527,3 0,0 0,0 0,0 0,1
552,1 544,1 513,1 515,1 0,0 0,0 0,0 0,3
552,1 315,1 373,1 372,1 194,1 429,1 183,1 0,1
552,2 544,3 546,1 513,1 515,3 0,0 0,0 0,1
224,1 162,1 426,1 402,1 158,1 424,1 194,1 0,1
