261,2 343,3 455,2 344,2 414,2 411,3 485,3 1,1
261,2 343,3 414,2 420,1 411,3 153,2 485,3 1,1
441,2 412,2 343,3 409,2 411,3 344,1 416,2 1,1
463,1 422,1 409,3 415,2 150,1 417,2 414,2 1,1
441,2 409,3 343,2 415,1 417,2 150,1 149,1 5,5
441,2 409,3 343,3 415,2 345,1 344,2 0,0 1,1
441,2 343,3 409,3 344,2 150,1 417,2 414,1 1,1
441,2 343,3 344,2 415,2 417,2 414,2 0,0 1,1
441,2 409,3 343,3 415,1 417,2 150,1 149,3 1,1
156,2 409,1 414,2 415,2 411,3 150,2 417,2 1,1
441,2 455,2 409,3 343,3 411,3 344,2 417,2 3,3
441,2 413,3 344,2 419,1 0,0 0,0 0,0 1,1
551,2 412,3 343,3 420,2 320,1 414,2 422,1 1,1
551,1 343,1 422,1 420,1 415,1 320,1 409,1 1,1
156,2 413,3 409,3 415,1 150,1 414,1 411,3 1,1
463,1 343,3 455,2 414,2 411,3 485,1 422,1 1,1
441,2 412,3 409,3 149,1 150,1 417,2 411,3 1,1
156,2 409,3 414,2 415,2 150,1 417,2 411,3 1,1
441,2 529,1 344,1 411,2 0,0 0,0 0,0 1,1
441,2 413,3 344,2 419,2 0,0 0,0 0,0 1,1
551,2 343,3 414,2 320,1 344,2 409,2 0,0 1,1
441,2 409,3 343,1 415,2 417,2 150,2 149,3 2,2
441,2 152,1 417,2 344,2 0,0 0,0 0,0 2,2
441,2 343,3 413,3 344,2 417,2 0,0 0,0 1,1
441,2 152,1 422,1 344,1 417,1 0,0 0,0 1,1
441,2 152,1 422,1 344,1 417,2 0,0 0,0 3,3
261,2 343,3 420,1 344,2 411,3 485,3 414,2 1,1
441,2 409,3 343,3 415,2 150,1 417,2 149,3 2,2
551,2 343,3 345,2 320,1 0,0 0,0 0,0 1,1
441,2 152,1 344,2 417,2 0,0 0,0 0,0 5,6
441,2 413,3 409,3 344,2 417,1 0,0 0,0 4,5
463,1 422,1 413,3 409,3 411,3 415,2 414,2 3,4
441,2 152,1 422,1 344,2 417,1 0,0 0,0 8,11
441,2 152,1 422,1 344,2 417,2 0,0 0,0 16,22
441,2 152,1 417,1 344,2 0,0 0,0 0,0 7,10
441,2 409,2 343,3 415,1 417,2 150,1 149,1 11,16
156,1 409,1 343,1 344,1 411,1 485,1 150,1 75,111
441,2 412,3 343,3 414,2 411,3 415,2 344,2 2,3
441,1 152,1 344,1 417,1 0,0 0,0 0,0 2,3
441,2 413,3 409,3 344,1 417,2 0,0 0,0 2,3
441,2 413,3 409,3 344,2 417,2 0,0 0,0 2,3
156,1 409,1 412,1 414,1 150,1 415,1 417,1 41,62
441,2 412,3 343,3 409,3 411,3 344,2 416,2 7,11
441,2 409,3 343,3 415,2 417,2 150,1 149,1 13,22
261,1 343,1 409,1 415,1 414,1 411,1 345,1 23,39
156,1 413,1 409,1 415,1 150,1 411,1 414,1 5,9
441,2 409,1 343,3 415,2 150,1 417,2 149,1 1,2
441,2 152,1 344,2 417,1 422,1 0,0 0,0 6,12
441,1 409,1 455,1 411,1 344,1 343,1 0,0 1,2
156,1 412,1 409,1 415,1 150,1 417,1 414,1 11,22
156,1 413,1 411,1 344,1 416,1 409,1 0,0 1,2
441,2 409,2 343,3 415,2 417,2 150,1 149,1 2,4
156,1 343,1 409,1 415,1 345,1 411,1 414,1 1,2
156,1 152,1 455,1 414,1 411,1 344,1 0,0 1,2
156,1 343,1 149,1 415,1 150,1 417,1 414,1 1,2
156,1 343,1 345,1 409,1 415,1 414,1 411,1 2,4
156,1 409,1 414,1 415,1 150,1 417,1 411,1 1,2
441,2 409,1 343,3 415,1 417,2 150,1 149,1 2,4
441,2 152,1 344,2 417,2 422,1 0,0 0,0 1,2
441,1 532,1 412,1 409,1 411,1 414,1 149,1 1,2
441,2 152,1 344,1 417,1 0,0 0,0 0,0 5,10
441,2 152,1 344,1 417,2 422,1 0,0 0,0 1,2
441,1 532,1 533,1 409,1 0,0 0,0 0,0 1,2
441,2 409,3 343,3 415,1 417,2 150,1 149,1 34,70
441,2 152,1 344,2 417,1 0,0 0,0 0,0 8,17
441,1 533,1 150,1 417,1 0,0 0,0 0,0 6,14
156,1 343,1 414,1 149,1 150,1 417,1 415,1 15,36
441,1 413,1 532,1 416,1 0,0 0,0 0,0 2,5
441,1 152,1 422,1 344,1 417,1 0,0 0,0 2,5
441,1 409,1 343,1 415,1 150,1 417,1 149,1 7,18
156,1 409,1 414,1 411,1 415,1 150,1 417,1 3,8
441,2 152,1 344,1 417,2 0,0 0,0 0,0 3,8
441,1 413,1 409,1 345,1 344,1 0,0 0,0 3,8
156,1 409,1 412,1 415,1 150,1 417,1 414,1 18,51
441,1 412,1 411,1 414,1 344,1 415,1 149,1 1,3
441,1 413,1 409,1 151,1 415,1 0,0 0,0 1,3
441,2 413,3 414,2 415,2 417,2 0,0 0,0 1,3
261,1 412,1 409,1 415,1 417,1 150,1 414,1 4,13
441,1 413,1 409,1 344,1 417,1 0,0 0,0 3,12
441,2 343,3 420,1 345,2 344,2 418,1 0,0 1,4
441,2 152,1 409,3 414,2 417,2 0,0 0,0 2,8
156,1 409,1 412,1 414,1 415,1 417,1 150,1 1,5
441,1 409,1 152,1 414,1 417,1 0,0 0,0 1,6
156,1 409,1 414,1 415,1 150,1 411,1 417,1 0,4
441,2 413,3 150,1 343,3 154,1 344,2 0,0 0,1
156,1 413,1 414,1 150,1 411,1 344,1 409,1 0,1
441,1 343,1 413,1 417,1 344,1 422,1 0,0 0,1
441,1 533,1 413,1 411,1 0,0 0,0 0,0 0,2
441,1 532,1 152,1 409,1 149,1 0,0 0,0 0,1
441,1 343,1 344,1 417,1 149,1 150,1 409,1 0,1
441,1 343,1 414,1 415,1 417,1 344,1 422,1 0,1
156,1 343,1 409,1 415,1 414,1 411,1 345,1 0,1
441,2 409,3 343,3 415,2 416,2 417,1 0,0 0,1
441,1 147,1 409,1 412,1 151,1 411,1 0,0 0,2
441,1 409,1 147,1 151,1 146,1 149,1 0,0 0,1
441,1 409,1 343,1 415,1 417,1 150,1 149,1 0,1
441,1 409,1 533,1 150,1 416,1 0,0 0,0 0,2
441,2 409,3 343,3 416,2 344,2 417,1 0,0 0,1
441,1 152,1 409,1 414,1 417,1 0,0 0,0 0,1
261,1 409,1 343,1 345,1 415,1 414,1 411,1 0,1
502,1 152,1 409,1 344,1 411,1 0,0 0,0 0,1
441,1 412,1 411,1 414,1 343,1 415,1 344,1 0,1
441,2 409,3 343,3 415,1 150,1 417,1 149,1 0,1
156,1 413,1 409,1 415,1 411,1 150,1 414,1 0,1
441,1 533,1 410,1 409,1 147,1 0,0 0,0 0,1
261,2 343,3 415,2 153,2 411,3 414,2 154,2 0,1
441,2 412,3 410,2 415,2 411,2 420,1 414,2 0,1
441,1 409,1 147,1 411,1 415,1 417,1 0,0 0,2
441,2 412,3 345,2 415,2 420,1 414,2 0,0 0,1
441,2 409,1 533,3 150,1 416,1 0,0 0,0 0,1
441,1 344,1 417,1 152,1 0,0 0,0 0,0 0,1
441,2 409,1 343,3 415,2 417,2 150,1 149,1 0,2
441,1 152,1 409,1 414,1 531,1 0,0 0,0 0,1
441,1 147,1 409,1 413,1 531,1 0,0 0,0 0,1
441,2 414,2 409,3 455,2 150,1 417,2 344,2 0,1
441,1 152,1 417,1 344,1 0,0 0,0 0,0 0,1
551,1 532,1 531,1 0,0 0,0 0,0 0,0 0,1
156,1 413,1 409,1 415,1 150,1 414,1 411,1 0,3
