442,1 409,1 427,1 414,1 411,1 351,2 0,0 1,1
552,2 367,1 546,2 312,3 426,1 380,1 0,0 1,1
442,1 346,2 426,2 359,2 138,3 351,2 0,0 1,1
262,1 353,1 356,1 555,1 357,1 0,0 0,0 1,1
442,1 343,3 422,1 420,1 414,2 411,3 346,2 1,1
442,1 353,3 366,1 546,1 457,2 351,2 346,2 2,2
442,1 426,3 546,1 411,3 351,2 555,3 409,3 1,1
224,1 353,1 366,1 136,1 359,1 341,1 346,1 11,12
224,1 353,1 136,1 426,1 359,1 358,1 346,1 14,20
224,1 426,1 136,1 353,1 359,1 358,1 346,1 21,31
224,1 527,1 426,1 546,1 359,1 346,1 138,1 3,5
224,1 353,1 136,1 138,1 359,1 457,1 0,0 28,49
224,1 413,1 424,1 414,1 0,0 0,0 0,0 13,23
224,1 353,1 426,1 546,1 359,1 358,1 138,1 6,11
224,1 426,1 136,1 353,1 359,1 358,1 427,1 39,75
224,1 409,1 455,1 414,1 415,1 346,1 0,0 1,2
224,1 353,1 546,1 426,1 359,1 358,1 346,1 2,4
224,1 542,1 353,1 359,1 346,1 427,1 0,0 2,4
224,1 353,1 426,1 359,1 341,1 346,1 0,0 1,2
224,1 346,1 353,1 136,1 426,1 359,1 358,1 2,4
224,1 426,1 353,1 136,1 359,1 358,1 346,1 4,9
224,1 136,1 426,1 353,1 359,1 358,1 346,1 2,5
224,1 136,1 353,1 426,1 359,1 358,1 346,1 9,24
552,1 515,1 542,1 0,0 0,0 0,0 0,0 1,3
224,1 426,1 136,1 353,1 138,1 359,1 358,1 2,6
224,1 353,1 426,1 546,1 359,1 358,1 427,1 3,9
442,1 366,1 353,3 359,2 346,2 364,1 358,2 1,4
552,1 544,1 542,1 0,0 0,0 0,0 0,0 1,13
224,1 353,1 542,1 359,1 426,1 424,1 0,0 0,1
224,1 426,1 353,1 359,1 357,1 136,1 0,0 0,1
554,1 526,1 346,1 0,0 0,0 0,0 0,0 0,1
224,1 542,1 359,1 424,1 353,1 426,1 0,0 0,1
224,1 348,1 387,1 0,0 0,0 0,0 0,0 0,1
442,1 383,3 394,1 392,1 346,2 382,3 0,0 0,2
552,1 520,1 0,0 0,0 0,0 0,0 0,0 0,3
224,1 413,1 344,1 546,1 0,0 0,0 0,0 0,1
224,1 348,1 359,1 0,0 0,0 0,0 0,0 0,1
224,1 346,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 356,1 359,1 141,1 138,1 0,0 0,0 0,1
552,1 544,1 514,1 0,0 0,0 0,0 0,0 0,4
224,1 426,1 381,1 387,1 424,1 337,1 0,0 0,1
224,1 353,1 546,1 359,1 357,1 426,1 0,0 0,1
552,1 544,1 351,1 0,0 0,0 0,0 0,0 0,1
262,2 383,3 426,2 490,2 427,2 346,1 0,0 0,1
442,1 348,2 0,0 0,0 0,0 0,0 0,0 0,1
552,2 544,1 542,2 0,0 0,0 0,0 0,0 0,1
552,2 544,2 542,2 0,0 0,0 0,0 0,0 0,1
552,2 515,2 542,1 0,0 0,0 0,0 0,0 0,1
552,1 409,1 0,0 0,0 0,0 0,0 0,0 0,1
442,1 353,3 359,1 358,1 364,2 237,1 0,0 0,1
224,1 409,1 0,0 0,0 0,0 0,0 0,0 0,1
552,2 426,1 546,1 301,1 351,2 346,2 0,0 0,1
552,1 514,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 353,1 546,1 341,1 359,1 346,1 0,0 0,1
552,1 520,1 546,1 0,0 0,0 0,0 0,0 0,1
224,1 542,1 413,1 346,1 0,0 0,0 0,0 0,1
503,2 184,1 351,1 0,0 0,0 0,0 0,0 0,1
