291,1 542,2 474,1 387,2 280,2 237,2 394,1 1,1
224,2 348,2 343,3 344,2 346,2 415,1 417,1 1,1
442,1 492,1 459,2 394,1 381,3 387,2 520,3 1,1
442,1 436,1 450,1 542,1 415,2 344,2 346,2 1,1
442,1 533,3 542,1 450,1 344,2 343,3 422,1 1,1
552,2 339,1 280,1 329,1 473,1 0,0 0,0 1,1
442,1 436,1 351,2 346,2 423,3 401,2 461,1 1,1
291,1 199,1 411,1 351,1 457,1 344,1 555,3 1,1
552,2 318,1 544,1 543,2 533,1 0,0 0,0 1,1
442,1 348,2 347,2 345,2 344,2 415,1 346,2 1,1
224,1 361,1 346,1 195,1 358,1 359,1 360,1 1,1
291,1 542,2 474,1 387,2 237,1 520,3 394,1 1,1
442,1 348,1 344,1 415,2 419,2 427,2 0,0 1,1
442,1 339,1 347,2 381,3 385,3 351,2 382,3 1,1
224,2 348,2 343,3 344,2 346,2 415,2 417,2 1,1
291,1 348,2 338,2 385,3 387,1 424,1 426,3 1,1
224,1 162,1 541,1 400,1 402,1 161,1 163,1 1,1
291,1 492,1 462,1 408,1 424,3 490,3 158,3 1,1
224,1 348,1 409,1 345,1 415,1 417,1 420,1 1,1
224,1 184,1 514,1 371,1 335,1 195,1 346,1 7,8
224,1 428,1 184,1 179,1 371,1 457,1 542,1 2,3
224,1 162,1 539,1 402,1 161,1 163,1 424,1 3,5
224,1 162,1 536,1 400,1 161,1 163,1 158,1 8,14
224,1 542,1 348,1 531,1 415,1 417,1 426,1 11,21
224,1 348,1 542,1 333,1 402,1 346,1 427,1 11,21
224,1 348,1 539,1 402,1 161,1 163,1 346,1 1,2
554,1 388,2 459,1 386,2 448,1 462,1 391,2 1,2
224,1 542,1 533,1 345,1 344,1 346,1 411,1 4,8
224,1 348,1 542,1 341,1 360,1 346,1 358,1 1,2
224,1 544,1 539,1 538,1 0,0 0,0 0,0 1,2
224,1 542,1 533,1 345,1 344,1 424,1 411,1 18,36
224,1 542,1 533,1 531,1 344,1 424,1 411,1 17,36
224,1 348,1 395,1 402,1 161,1 163,1 158,1 9,20
224,1 184,1 373,1 371,1 424,1 179,1 185,1 11,27
224,1 162,1 397,1 402,1 158,1 161,1 163,1 2,5
224,1 542,1 413,1 531,1 415,1 417,1 150,1 3,8
224,1 544,1 539,1 538,1 543,1 0,0 0,0 1,3
224,1 348,1 542,1 539,1 161,1 163,1 400,1 1,3
442,1 348,2 459,1 386,2 338,2 346,2 391,1 1,3
224,1 348,1 346,1 395,1 161,1 402,1 163,1 5,22
224,1 542,1 348,1 531,1 415,1 417,1 409,1 1,5
224,1 514,1 513,1 543,1 0,0 0,0 0,0 1,6
224,1 542,1 514,1 543,1 0,0 0,0 0,0 0,6
224,1 343,1 533,1 345,1 351,1 532,1 0,0 0,5
224,1 361,1 0,0 0,0 0,0 0,0 0,0 0,4
224,1 514,1 351,1 543,1 0,0 0,0 0,0 0,1
224,1 514,1 513,1 0,0 0,0 0,0 0,0 0,7
224,1 413,1 457,1 344,1 346,1 350,1 411,1 0,1
442,1 348,2 450,1 346,2 339,1 0,0 0,0 0,1
224,1 184,1 514,1 371,1 195,1 424,1 196,1 0,1
224,1 544,1 162,1 400,1 161,1 158,1 163,1 0,2
224,1 348,1 411,1 414,1 344,1 146,1 415,1 0,1
442,1 343,1 436,1 345,2 427,2 344,1 346,2 0,1
224,1 162,1 541,1 194,1 402,1 161,1 163,1 0,1
224,1 162,1 401,1 158,1 161,1 402,1 396,1 0,3
224,1 413,1 0,0 0,0 0,0 0,0 0,0 0,2
224,1 348,1 387,1 424,1 337,1 351,1 385,1 0,1
224,1 381,1 339,1 385,1 491,1 387,1 172,1 0,1
224,1 184,1 373,1 371,1 183,1 424,1 179,1 0,3
442,1 348,2 347,2 351,2 457,2 344,2 490,3 0,1
442,1 348,2 347,2 344,2 421,1 490,2 422,1 0,1
554,1 354,3 353,3 351,2 357,3 448,1 475,1 0,1
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 162,1 539,1 400,1 161,1 163,1 158,1 0,1
442,1 365,1 450,1 458,1 427,2 366,1 0,0 0,1
224,1 361,1 354,1 357,1 138,1 141,1 192,1 0,1
552,1 542,1 544,1 521,1 543,1 0,0 0,0 0,1
552,2 542,1 544,3 521,2 543,2 0,0 0,0 0,1
