224,1 162,1 428,1 424,1 402,1 161,1 163,1 1,1
552,1 339,1 541,1 519,1 543,1 0,0 0,0 1,1
442,1 381,3 339,1 338,2 424,3 387,1 385,3 1,1
442,1 443,1 339,1 382,3 423,3 346,2 392,1 3,3
552,1 339,1 542,1 519,1 543,1 0,0 0,0 1,1
552,1 339,1 452,1 351,1 543,1 337,1 0,0 1,1
224,1 444,1 450,1 344,1 420,1 0,0 0,0 1,1
224,1 339,1 544,1 520,1 519,1 0,0 0,0 1,1
552,1 305,1 542,1 543,1 544,1 0,0 0,0 1,1
552,1 339,1 542,1 543,1 519,1 0,0 0,0 1,1
552,1 542,1 539,1 544,1 538,1 0,0 0,0 1,1
224,1 348,1 542,1 402,1 539,1 401,1 346,1 2,3
224,1 542,1 413,1 531,1 415,1 417,1 149,1 6,11
552,1 184,1 375,1 371,1 367,1 427,1 426,1 1,2
224,1 361,1 354,1 424,1 141,1 359,1 358,1 1,2
224,1 530,1 344,1 346,1 345,1 415,1 417,1 1,2
442,1 443,1 339,1 382,3 423,1 346,2 392,1 1,2
291,1 533,3 529,1 448,1 237,1 0,0 0,0 1,2
224,1 343,1 542,1 345,1 531,1 415,1 411,1 2,5
224,1 348,1 387,1 338,1 519,1 389,1 172,1 3,8
224,1 533,1 0,0 0,0 0,0 0,0 0,0 1,3
552,1 514,1 543,1 544,1 0,0 0,0 0,0 1,4
224,1 184,1 183,1 179,1 371,1 424,1 185,1 1,4
224,1 162,1 395,1 402,1 424,1 163,1 161,1 1,4
224,1 361,1 354,1 359,1 141,1 138,1 357,1 9,45
224,1 162,1 427,1 402,1 161,1 163,1 424,1 1,5
224,1 527,1 542,1 544,1 526,1 0,0 0,0 0,4
224,1 348,1 542,1 402,1 539,1 401,1 398,1 0,1
554,1 514,3 436,1 371,3 448,1 372,2 0,0 0,1
224,1 162,1 0,0 0,0 0,0 0,0 0,0 0,1
442,1 375,2 456,2 378,1 423,3 335,2 346,2 0,1
442,1 331,3 436,1 491,1 483,2 402,1 0,0 0,1
224,1 361,1 0,0 0,0 0,0 0,0 0,0 0,5
224,1 140,1 354,1 341,1 429,1 195,1 525,1 0,2
224,1 348,1 426,1 346,1 424,1 427,1 192,1 0,1
224,1 533,1 542,1 531,1 544,1 0,0 0,0 0,5
224,1 395,1 0,0 0,0 0,0 0,0 0,0 0,4
552,2 512,1 546,1 514,3 513,2 515,3 0,0 0,1
552,1 544,1 542,1 519,1 543,1 0,0 0,0 0,3
442,1 381,3 339,1 338,2 424,3 387,2 385,3 0,1
224,1 527,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,1
552,1 426,1 0,0 0,0 0,0 0,0 0,0 0,1
552,2 514,3 543,3 544,1 0,0 0,0 0,0 0,1
552,2 514,2 543,3 544,2 0,0 0,0 0,0 0,1
