442,1 348,2 450,1 365,1 475,1 433,1 493,1 1,1
224,1 542,1 339,1 337,1 520,1 543,1 452,1 1,1
442,1 508,3 450,1 433,1 491,2 242,3 243,2 1,1
262,2 348,2 350,2 345,2 415,2 417,2 152,2 1,1
291,1 492,1 450,1 406,2 242,3 484,1 203,1 1,1
224,1 140,1 342,1 360,1 357,1 348,1 362,1 2,2
503,1 492,1 450,1 390,1 443,1 545,1 520,2 1,1
554,1 348,1 450,1 371,2 433,1 377,2 508,1 1,1
291,1 492,1 271,1 433,1 242,3 186,2 469,1 1,1
442,1 348,2 339,1 385,3 390,2 433,1 435,1 1,1
224,2 348,1 152,1 425,3 350,2 345,1 417,2 1,1
552,1 533,1 488,1 486,1 430,1 320,1 345,1 1,1
552,1 339,1 519,1 543,1 337,1 520,1 544,1 1,1
552,1 533,1 542,1 543,1 329,1 531,1 544,1 1,1
224,1 348,1 152,1 425,1 350,1 345,1 417,1 1,1
291,1 255,1 271,1 199,1 433,1 188,1 186,1 1,1
442,1 348,2 339,1 338,2 520,2 242,1 385,2 1,1
442,1 348,2 450,1 371,3 379,1 433,1 372,1 1,1
552,1 533,1 542,1 543,1 531,1 532,1 544,1 1,1
442,1 348,2 384,1 433,1 385,1 338,2 520,3 1,1
224,1 348,1 339,1 390,1 393,1 520,1 472,1 1,1
442,1 444,1 450,1 433,1 421,1 419,1 435,1 1,1
442,1 348,1 450,1 385,3 338,2 520,3 391,1 1,1
224,1 453,1 0,0 0,0 0,0 0,0 0,0 2,2
291,1 255,1 450,1 271,1 188,1 469,1 492,1 1,1
442,1 348,2 372,1 425,2 242,1 371,2 377,1 1,1
224,1 348,1 450,1 333,1 406,1 433,1 461,1 38,40
224,1 348,1 533,1 531,1 345,1 415,1 417,1 82,122
224,1 348,1 162,1 403,1 333,1 163,1 161,1 6,11
224,1 333,1 348,1 461,1 406,1 433,1 450,1 1,2
224,1 348,1 533,1 417,1 350,1 345,1 152,1 2,4
442,1 450,1 348,2 433,1 400,2 401,2 403,2 1,2
224,1 348,1 151,1 345,1 415,1 152,1 417,1 4,9
224,1 348,1 151,1 415,1 417,1 152,1 195,1 1,3
552,1 538,1 543,1 539,1 544,1 0,0 0,0 1,3
224,1 348,1 425,1 423,1 350,1 357,1 360,1 1,4
224,1 348,1 350,1 533,1 345,1 417,1 152,1 1,4
224,1 348,1 184,1 371,1 424,1 350,1 372,1 1,6
224,1 403,1 0,0 0,0 0,0 0,0 0,0 0,1
552,2 425,3 350,2 329,1 522,1 354,1 545,1 0,1
224,2 348,2 342,1 425,2 350,2 360,1 357,3 0,1
224,1 348,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 184,1 433,1 372,1 371,1 423,1 374,1 0,1
224,1 348,1 533,1 344,1 345,1 415,1 417,1 0,1
442,1 348,1 344,1 413,1 415,1 417,1 419,1 0,1
224,1 348,1 162,1 333,1 402,1 161,1 163,1 0,1
552,2 361,1 342,1 540,1 329,1 525,2 360,1 0,1
224,1 348,1 353,1 426,1 138,1 357,1 351,1 0,1
224,1 348,1 151,1 415,1 345,1 417,1 152,1 0,1
224,1 348,1 388,1 339,1 520,1 350,1 543,1 0,1
442,1 447,1 450,1 433,1 482,1 461,1 333,2 0,1
224,1 348,1 339,1 425,1 338,1 385,1 350,1 0,1
224,1 348,1 409,1 345,1 344,1 346,1 411,1 0,1
552,1 533,1 532,1 543,1 0,0 0,0 0,0 0,1
552,1 533,1 532,1 543,1 531,1 544,1 0,0 0,1
552,1 353,1 0,0 0,0 0,0 0,0 0,0 0,1
552,2 538,3 543,2 539,2 544,2 0,0 0,0 0,1
224,1 426,1 0,0 0,0 0,0 0,0 0,0 0,2
224,1 348,1 533,1 350,1 344,1 417,1 152,1 0,1
224,1 470,1 348,1 339,1 242,1 385,1 390,1 0,1
224,1 348,1 151,1 531,1 415,1 417,1 152,1 0,1
224,1 348,1 533,1 350,1 417,1 425,1 152,1 0,1
224,1 403,1 162,1 161,1 424,1 195,1 425,1 0,1
