224,2 366,1 353,3 136,1 341,1 359,1 138,1 2,2
442,1 348,2 387,2 394,1 0,0 0,0 0,0 1,1
224,1 348,1 448,1 0,0 0,0 0,0 0,0 1,1
224,2 348,2 394,1 387,1 0,0 0,0 0,0 1,1
224,1 447,1 408,1 0,0 0,0 0,0 0,0 1,1
291,1 348,2 394,1 0,0 0,0 0,0 0,0 1,1
442,1 348,2 420,2 422,1 409,3 0,0 0,0 1,1
224,2 361,2 359,2 366,1 138,3 0,0 0,0 1,1
224,1 527,1 546,1 341,1 359,1 426,1 0,0 1,1
442,1 348,2 459,2 394,1 0,0 0,0 0,0 1,1
442,1 348,2 420,2 409,3 422,1 0,0 0,0 1,1
224,2 353,3 341,2 424,2 359,2 366,1 0,0 1,1
291,1 348,2 0,0 0,0 0,0 0,0 0,0 1,1
552,2 544,2 351,1 0,0 0,0 0,0 0,0 1,1
503,2 348,1 490,3 0,0 0,0 0,0 0,0 1,1
262,2 348,2 351,2 0,0 0,0 0,0 0,0 1,1
224,2 366,1 353,3 136,1 341,2 359,2 138,1 1,1
291,1 289,2 0,0 0,0 0,0 0,0 0,0 1,1
291,1 289,2 238,1 227,3 408,1 0,0 0,0 1,1
442,1 348,2 351,1 0,0 0,0 0,0 0,0 1,1
503,1 436,1 394,1 387,1 337,2 0,0 0,0 1,1
442,1 348,2 359,1 0,0 0,0 0,0 0,0 1,1
224,1 426,1 395,1 158,1 402,1 546,1 0,0 2,2
262,1 348,1 351,1 0,0 0,0 0,0 0,0 1,1
224,1 426,1 546,1 341,1 359,1 353,1 136,1 1,1
442,1 409,3 422,1 426,3 351,2 150,1 411,3 1,1
291,1 436,1 490,3 0,0 0,0 0,0 0,0 1,1
224,1 353,1 546,1 341,1 359,1 136,1 230,1 1,1
224,1 436,1 136,1 359,1 138,1 0,0 0,0 6,7
552,1 339,1 0,0 0,0 0,0 0,0 0,0 4,5
224,1 136,1 436,1 359,1 138,1 0,0 0,0 20,26
224,1 353,1 136,1 341,1 359,1 138,1 0,0 14,19
224,1 366,1 353,1 136,1 341,1 359,1 138,1 21,31
442,1 348,2 351,2 0,0 0,0 0,0 0,0 4,6
224,1 353,1 136,1 341,1 458,1 426,1 0,0 2,3
224,1 361,1 357,1 0,0 0,0 0,0 0,0 2,3
224,1 348,1 414,1 409,1 0,0 0,0 0,0 2,3
224,1 353,1 546,1 341,1 359,1 136,1 426,1 23,35
224,1 348,1 409,1 414,1 0,0 0,0 0,0 33,54
224,1 348,1 414,1 546,1 0,0 0,0 0,0 10,17
224,1 361,1 359,1 138,1 0,0 0,0 0,0 114,196
224,1 353,1 136,1 546,1 359,1 141,1 138,1 22,38
224,1 361,1 353,1 359,1 546,1 0,0 0,0 4,7
224,1 361,1 546,1 359,1 353,1 0,0 0,0 18,35
224,1 348,1 158,1 0,0 0,0 0,0 0,0 18,35
224,1 361,1 353,1 426,1 359,1 0,0 0,0 4,8
224,1 348,1 546,1 172,1 0,0 0,0 0,0 5,10
224,1 426,1 546,1 353,1 341,1 359,1 136,1 1,2
224,1 361,1 359,1 353,1 546,1 0,0 0,0 4,8
224,1 353,1 341,1 458,1 0,0 0,0 0,0 2,4
224,1 361,1 426,1 359,1 136,1 0,0 0,0 50,112
224,1 348,1 359,1 0,0 0,0 0,0 0,0 3,7
224,1 348,1 414,1 426,1 0,0 0,0 0,0 5,12
503,2 348,2 490,3 0,0 0,0 0,0 0,0 8,20
442,1 348,2 351,2 394,1 0,0 0,0 0,0 2,5
224,1 136,1 426,1 353,1 341,1 359,1 546,1 3,8
224,1 353,1 341,1 359,1 351,1 0,0 0,0 3,8
224,1 353,1 341,1 359,1 424,1 0,0 0,0 2,6
224,1 348,1 169,1 172,1 0,0 0,0 0,0 1,3
224,1 361,1 353,1 359,1 426,1 0,0 0,0 1,3
224,1 348,1 351,1 0,0 0,0 0,0 0,0 2,6
224,1 361,1 426,1 359,1 353,1 0,0 0,0 2,7
552,1 544,1 546,1 527,1 0,0 0,0 0,0 2,7
224,1 361,1 426,1 353,1 359,1 0,0 0,0 3,11
224,1 361,1 341,1 426,1 0,0 0,0 0,0 1,4
552,1 544,1 527,1 0,0 0,0 0,0 0,0 7,29
224,1 395,1 426,1 158,1 402,1 546,1 0,0 1,6
224,1 527,1 426,1 353,1 341,1 359,1 0,0 3,18
224,1 348,1 387,1 0,0 0,0 0,0 0,0 1,6
552,1 533,1 0,0 0,0 0,0 0,0 0,0 2,14
224,1 343,1 409,1 414,1 411,1 351,1 0,0 0,1
442,1 348,2 351,2 422,1 0,0 0,0 0,0 0,1
224,1 387,1 337,1 424,1 381,1 426,1 0,0 0,1
224,1 348,1 414,1 0,0 0,0 0,0 0,0 0,3
224,2 436,1 359,1 138,1 426,1 366,1 0,0 0,1
224,1 361,1 359,1 366,1 138,1 0,0 0,0 0,1
224,1 361,1 341,1 353,1 0,0 0,0 0,0 0,2
224,1 341,1 353,1 136,1 359,1 138,1 0,0 0,1
552,1 544,1 351,1 0,0 0,0 0,0 0,0 0,3
442,1 348,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 348,1 424,1 0,0 0,0 0,0 0,0 0,1
224,1 361,1 359,1 353,1 426,1 0,0 0,0 0,1
552,1 353,1 0,0 0,0 0,0 0,0 0,0 0,4
552,1 367,1 0,0 0,0 0,0 0,0 0,0 0,1
224,1 348,1 336,1 0,0 0,0 0,0 0,0 0,1
552,2 544,1 527,2 0,0 0,0 0,0 0,0 0,2
552,2 544,1 527,3 0,0 0,0 0,0 0,0 0,1
442,1 412,1 414,1 411,1 351,2 0,0 0,0 0,1
442,1 436,1 357,3 366,1 0,0 0,0 0,0 0,1
