554,1 361,2 362,2 357,3 457,1 341,2 351,2 1,1
503,2 348,2 432,1 351,2 411,3 457,3 414,3 1,1
552,1 339,1 521,1 544,1 337,1 0,0 0,0 1,1
224,1 184,1 0,0 0,0 0,0 0,0 0,0 1,1
291,1 332,1 348,2 538,2 402,1 395,1 426,1 1,1
262,2 492,1 450,1 381,3 387,2 394,1 0,0 1,1
554,1 180,1 184,1 371,3 352,1 490,3 249,1 1,1
552,1 348,1 424,1 426,1 337,1 519,1 338,1 1,1
552,1 339,1 521,1 519,1 337,1 546,1 0,0 1,1
552,2 348,2 450,1 351,2 429,1 462,1 0,0 1,1
552,1 538,1 544,1 300,1 0,0 0,0 0,0 1,1
291,1 492,1 394,1 490,3 387,2 424,3 337,3 1,1
224,1 348,1 387,1 519,1 424,1 194,1 430,1 1,1
552,1 544,1 526,1 324,1 527,1 524,1 0,0 1,1
552,1 339,1 521,1 519,1 0,0 0,0 0,0 2,2
552,1 315,1 513,1 544,1 0,0 0,0 0,0 1,1
552,1 544,1 299,1 538,1 0,0 0,0 0,0 1,1
291,1 492,1 408,1 424,3 493,1 555,3 0,0 1,1
552,2 532,3 462,1 351,2 457,2 529,1 546,2 1,1
224,1 348,1 425,1 402,1 424,1 541,1 398,1 1,1
224,1 348,1 387,1 424,1 337,1 351,1 385,1 1,1
552,2 339,1 521,1 519,1 0,0 0,0 0,0 1,1
554,1 381,3 348,2 385,3 519,1 424,3 387,2 1,1
552,1 544,1 513,1 515,1 541,1 0,0 0,0 1,1
552,1 521,1 305,1 519,1 544,1 0,0 0,0 1,1
291,1 184,2 180,3 379,1 203,1 490,3 369,1 1,1
552,1 533,1 345,1 343,1 0,0 0,0 0,0 1,1
224,1 348,1 152,1 415,1 411,1 424,1 457,1 2,2
224,1 348,1 371,1 424,1 373,1 425,1 546,1 1,1
552,1 521,1 0,0 0,0 0,0 0,0 0,0 1,1
224,1 184,1 512,1 371,1 457,1 179,1 351,1 17,19
224,1 348,1 345,1 415,1 414,1 409,1 343,1 8,11
224,1 348,1 533,1 414,1 345,1 415,1 0,0 12,20
224,1 184,1 371,1 457,1 369,1 512,1 179,1 1,2
224,1 343,1 533,1 345,1 349,1 0,0 0,0 1,2
224,1 348,1 339,1 338,1 387,1 385,1 0,0 1,2
224,1 348,1 151,1 415,1 414,1 150,1 345,1 4,8
