224,2 348,2 459,2 387,2 394,1 381,3 426,3 1,1
262,2 348,2 351,2 346,2 0,0 0,0 0,0 1,1
224,1 542,1 436,1 448,1 424,1 346,1 0,0 1,1
442,1 348,2 346,2 344,2 420,2 422,1 0,0 1,1
442,1 343,3 455,2 414,2 457,2 485,1 422,1 1,1
224,2 348,2 546,1 359,1 341,2 0,0 0,0 1,1
552,1 339,1 544,1 0,0 0,0 0,0 0,0 1,1
224,1 361,1 359,1 138,1 357,1 0,0 0,0 2,2
552,2 514,3 315,1 367,3 380,1 0,0 0,0 1,1
224,1 348,1 415,1 344,1 0,0 0,0 0,0 1,1
552,2 542,2 315,1 546,1 0,0 0,0 0,0 1,1
224,2 353,3 436,1 351,2 357,3 346,2 0,0 1,1
552,1 514,1 315,1 367,1 0,0 0,0 0,0 1,1
552,2 532,2 543,1 0,0 0,0 0,0 0,0 1,1
224,2 380,1 184,1 371,3 346,2 0,0 0,0 1,1
554,1 348,2 387,2 424,3 0,0 0,0 0,0 1,1
442,1 348,1 339,1 0,0 0,0 0,0 0,0 1,1
442,1 348,2 357,1 542,2 0,0 0,0 0,0 1,1
224,1 361,1 353,1 358,1 458,1 346,1 0,0 4,4
442,1 348,2 457,2 351,2 426,3 0,0 0,0 1,1
224,1 366,1 361,1 353,1 458,1 359,1 346,1 1,1
552,2 514,3 315,1 380,1 367,3 0,0 0,0 1,1
224,2 348,2 344,1 414,1 346,2 0,0 0,0 1,1
442,1 348,2 339,1 0,0 0,0 0,0 0,0 2,2
442,1 361,2 359,2 358,2 356,3 0,0 0,0 1,1
442,1 348,2 347,2 426,3 546,1 346,2 394,1 1,1
554,1 339,1 387,1 555,3 381,2 0,0 0,0 1,1
224,1 361,1 546,1 359,1 358,1 346,1 426,1 1,1
224,1 348,1 395,1 402,1 346,1 0,0 0,0 1,1
224,1 348,1 371,1 346,1 0,0 0,0 0,0 4,5
224,1 361,1 353,1 458,1 359,1 346,1 366,1 3,4
224,1 353,1 354,1 359,1 357,1 138,1 426,1 20,28
224,1 348,1 227,1 402,1 426,1 395,1 0,0 2,3
224,1 525,1 426,1 546,1 359,1 138,1 357,1 2,3
224,1 348,1 542,1 359,1 346,1 0,0 0,0 12,18
262,1 348,1 339,1 0,0 0,0 0,0 0,0 2,3
224,1 348,1 542,1 346,1 387,1 0,0 0,0 9,14
224,1 361,1 353,1 546,1 359,1 358,1 346,1 7,11
224,1 380,1 184,1 371,1 346,1 0,0 0,0 7,11
224,1 361,1 353,1 458,1 359,1 346,1 0,0 71,112
224,1 184,1 371,1 346,1 0,0 0,0 0,0 91,153
224,1 533,1 344,1 411,1 0,0 0,0 0,0 4,7
224,1 348,1 542,1 344,1 409,1 0,0 0,0 5,9
224,1 361,1 542,1 359,1 358,1 426,1 0,0 5,9
224,1 361,1 353,1 341,1 359,1 346,1 0,0 5,9
224,1 361,1 426,1 359,1 458,1 346,1 0,0 39,72
224,1 348,1 542,1 414,1 411,1 0,0 0,0 11,21
224,1 546,1 354,1 359,1 357,1 138,1 353,1 1,2
224,1 348,1 344,1 346,1 414,1 0,0 0,0 1,2
224,1 361,1 546,1 359,1 358,1 353,1 427,1 1,2
224,1 361,1 426,1 359,1 138,1 358,1 546,1 1,2
224,1 361,1 542,1 359,1 194,1 0,0 0,0 1,2
224,1 361,1 353,1 341,1 357,1 0,0 0,0 1,2
224,2 361,2 353,3 426,3 359,2 448,1 346,2 1,2
224,1 361,1 426,1 359,1 358,1 353,1 0,0 1,2
224,1 436,1 357,1 457,1 346,1 0,0 0,0 2,4
224,1 361,1 426,1 353,1 359,1 346,1 358,1 7,16
224,1 361,1 542,1 138,1 357,1 0,0 0,0 2,5
552,1 514,1 544,1 542,1 0,0 0,0 0,0 2,5
224,1 361,1 353,1 426,1 359,1 358,1 346,1 4,10
224,1 361,1 346,1 358,1 359,1 427,1 0,0 1,12
224,1 361,1 427,1 359,1 358,1 346,1 0,0 0,2
224,1 361,1 542,1 359,1 358,1 353,1 0,0 0,5
224,1 348,1 344,1 414,1 346,1 0,0 0,0 0,2
224,1 361,1 426,1 359,1 358,1 141,1 0,0 0,5
224,1 361,1 341,1 359,1 358,1 0,0 0,0 0,1
224,1 527,1 546,1 341,1 359,1 458,1 346,1 0,1
224,1 542,1 342,1 359,1 346,1 0,0 0,0 0,2
224,1 533,1 344,1 346,1 426,1 0,0 0,0 0,1
224,1 533,1 344,1 424,1 0,0 0,0 0,0 0,1
552,1 532,1 544,1 409,1 0,0 0,0 0,0 0,3
224,1 361,1 426,1 353,1 359,1 358,1 346,1 0,1
224,1 361,1 353,1 426,1 359,1 358,1 427,1 0,1
